13000, 5, /data/simple/testSwap_3.matrix, object normalized
7.898999929
0, 10278, 0.9166965716, 2.838999987
1, 977, 0.8444114356, 0.2709999084
2, 574, 0.2046206789, 0.1590001583
3, 345, 0.1479329659, 0.09699988365
4, 274, 0.087402997, 0.0759999752
5, 189, 0.06680669055, 0.0529999733
6, 122, 0.04501121628, 0.03500008583
7, 80, 0.03012348895, 0.02300000191
8, 51, 0.0154971815, 0.0150001049
9, 47, 0.01498553836, 0.01399993896
10, 31, 0.01220633164, 0.009999990463
11, 14, 0.01078740183, 0.003999948502
12, 6, 0.005228490569, 0.003000020981
13, 0, 0, 0.0009999275208
14, 12988, 3.599999905
11.49899983
