K-averages clustering of 14000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_4.matrix'
Loading data and computing initial values: 8.858999968 s (all future times given in seconds)
Iteration 1, 10869 moved objects, max delta = 0.02096516395, deltaT = 1.614999771
Iteration 2, 2379 moved objects, max delta = 0.3964424742, deltaT = 1.592000008
Iteration 3, 1048 moved objects, max delta = 0.2762143549, deltaT = 1.57400012
Iteration 4, 701 moved objects, max delta = 0.1874908566, deltaT = 1.565000057
Iteration 5, 503 moved objects, max delta = 0.1081258048, deltaT = 1.559000015
Iteration 6, 417 moved objects, max delta = 0.05223998378, deltaT = 1.555999994
Iteration 7, 363 moved objects, max delta = 0.05400269725, deltaT = 1.55099988
Iteration 8, 309 moved objects, max delta = 0.04882671876, deltaT = 1.551000118
Iteration 9, 242 moved objects, max delta = 0.0378246558, deltaT = 1.547999859
Iteration 10, 213 moved objects, max delta = 0.0359125945, deltaT = 1.549999952
Iteration 11, 172 moved objects, max delta = 0.02859287185, deltaT = 1.549000025
Iteration 12, 167 moved objects, max delta = 0.02507834051, deltaT = 1.550000191
Iteration 13, 144 moved objects, max delta = 0.02868184984, deltaT = 1.547999859
Iteration 14, 115 moved objects, max delta = 0.0200713141, deltaT = 1.549000025
Iteration 15, 92 moved objects, max delta = 0.01668330057, deltaT = 1.548000097
Iteration 16, 91 moved objects, max delta = 0.01551980202, deltaT = 1.546999931
Iteration 17, 85 moved objects, max delta = 0.0142958655, deltaT = 1.546999931
Iteration 18, 78 moved objects, max delta = 0.01267022218, deltaT = 1.54700017
Iteration 19, 86 moved objects, max delta = 0.01395365539, deltaT = 1.544999838
Iteration 20, 79 moved objects, max delta = 0.01480467969, deltaT = 1.546000004
Iteration 21, 88 moved objects, max delta = 0.01554983807, deltaT = 1.546000004
Iteration 22, 91 moved objects, max delta = 0.01387563489, deltaT = 1.546000004
Iteration 23, 95 moved objects, max delta = 0.01423927883, deltaT = 1.544000149
Iteration 24, 116 moved objects, max delta = 0.01677721983, deltaT = 1.546999931
Iteration 25, 130 moved objects, max delta = 0.02682753874, deltaT = 1.544999838
Iteration 26, 151 moved objects, max delta = 0.03000478083, deltaT = 1.545000076
Iteration 27, 156 moved objects, max delta = 0.03528626152, deltaT = 1.545000076
Iteration 28, 158 moved objects, max delta = 0.03614242901, deltaT = 1.545000076
Iteration 29, 159 moved objects, max delta = 0.03202647096, deltaT = 1.542999983
Iteration 30, 163 moved objects, max delta = 0.02643670645, deltaT = 1.54399991
Iteration 31, 164 moved objects, max delta = 0.02738089838, deltaT = 1.542999983
Iteration 32, 141 moved objects, max delta = 0.03238115192, deltaT = 1.54399991
Iteration 33, 145 moved objects, max delta = 0.02385256063, deltaT = 1.542999983
Iteration 34, 149 moved objects, max delta = 0.02763207003, deltaT = 1.546000004
Iteration 35, 136 moved objects, max delta = 0.02561134042, deltaT = 1.544000149
Iteration 36, 127 moved objects, max delta = 0.02454143356, deltaT = 1.545000076
Iteration 37, 115 moved objects, max delta = 0.02053215789, deltaT = 1.544999838
Iteration 38, 102 moved objects, max delta = 0.02151919417, deltaT = 1.545000076
Iteration 39, 105 moved objects, max delta = 0.02324331323, deltaT = 1.54399991
Iteration 40, 104 moved objects, max delta = 0.02359630236, deltaT = 1.546000004
Iteration 41, 96 moved objects, max delta = 0.02058280269, deltaT = 1.544000149
Iteration 42, 85 moved objects, max delta = 0.02212137831, deltaT = 1.54399991
Iteration 43, 85 moved objects, max delta = 0.01726111067, deltaT = 1.545000076
Iteration 44, 78 moved objects, max delta = 0.01943559094, deltaT = 1.544999838
Iteration 45, 74 moved objects, max delta = 0.01811240167, deltaT = 1.544000149
Iteration 46, 64 moved objects, max delta = 0.01109105447, deltaT = 1.544999838
Iteration 47, 47 moved objects, max delta = 0.0123053393, deltaT = 1.546000004
Iteration 48, 37 moved objects, max delta = 0.00964397984, deltaT = 1.544000149
Iteration 49, 30 moved objects, max delta = 0.00697632619, deltaT = 1.544999838
Iteration 50, 28 moved objects, max delta = 0.004961396461, deltaT = 1.546000004
Iteration 51, 24 moved objects, max delta = 0.005637677935, deltaT = 1.544000149
Iteration 52, 22 moved objects, max delta = 0.003765928325, deltaT = 1.54399991
Iteration 53, 19 moved objects, max delta = 0.004648368268, deltaT = 1.545000076
Iteration 54, 17 moved objects, max delta = 0.00312529891, deltaT = 1.54399991
Iteration 55, 21 moved objects, max delta = 0.003517857814, deltaT = 1.544000149
Iteration 56, 15 moved objects, max delta = 0.003878000153, deltaT = 1.54399991
Iteration 57, 11 moved objects, max delta = 0.003687038711, deltaT = 1.54399991
Iteration 58, 10 moved objects, max delta = 0.001760342168, deltaT = 1.544000149
Iteration 59, 5 moved objects, max delta = 0.001830010396, deltaT = 1.54399991
Iteration 60, 3 moved objects, max delta = 0.001305099163, deltaT = 1.545000076
Iteration 61, 2 moved objects, max delta = 0.0007177365503, deltaT = 1.54399991
Iteration 62, 1 moved object, max delta = 0.0006379584118, deltaT = 1.544000149
Iteration 63, 1 moved object, max delta = 0.0001292057198, deltaT = 1.54399991
Iteration 64, 0 moved object, max delta = 0, deltaT = 1.54399991
Total 64 iterations, 21523 moved objects, clustering performed in 99.09899998 s
Total time with loading: 107.973 s
