K-averages clustering of 13000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_3.matrix', metrics: object normalized
Loading data and computing initial values: 7.88499999 s (all future times given in seconds)
Iteration 1, 10300 moved objects, max delta = 0.9906613809, deltaT = 2.840000153
Iteration 2, 722 moved objects, max delta = 0.7644478821, deltaT = 0.1999998093
Iteration 3, 283 moved objects, max delta = 0.1168631947, deltaT = 0.0790002346
Iteration 4, 247 moved objects, max delta = 0.07061176497, deltaT = 0.0689997673
Iteration 5, 180 moved objects, max delta = 0.05432612608, deltaT = 0.05100011826
Iteration 6, 121 moved objects, max delta = 0.05281845109, deltaT = 0.03399991989
Iteration 7, 80 moved objects, max delta = 0.03115276932, deltaT = 0.02300000191
Iteration 8, 69 moved objects, max delta = 0.02568743853, deltaT = 0.01999998093
Iteration 9, 67 moved objects, max delta = 0.02294925784, deltaT = 0.01999998093
Iteration 10, 67 moved objects, max delta = 0.03120631098, deltaT = 0.01900005341
Iteration 11, 80 moved objects, max delta = 0.03208641133, deltaT = 0.02300000191
Iteration 12, 68 moved objects, max delta = 0.04122215659, deltaT = 0.01999998093
Iteration 13, 101 moved objects, max delta = 0.06121356631, deltaT = 0.02900004387
Iteration 14, 138 moved objects, max delta = 0.07318824406, deltaT = 0.03900003433
Iteration 15, 174 moved objects, max delta = 0.08560169775, deltaT = 0.0490000248
Iteration 16, 196 moved objects, max delta = 0.1137903536, deltaT = 0.05500006676
Iteration 17, 250 moved objects, max delta = 0.1468834314, deltaT = 0.06999993324
Iteration 18, 259 moved objects, max delta = 0.1347509804, deltaT = 0.07299995422
Iteration 19, 186 moved objects, max delta = 0.1072389368, deltaT = 0.05200004578
Iteration 20, 124 moved objects, max delta = 0.06424050043, deltaT = 0.03500008583
Iteration 21, 96 moved objects, max delta = 0.05162825226, deltaT = 0.02799987793
Iteration 22, 86 moved objects, max delta = 0.03746242475, deltaT = 0.02399992943
Iteration 23, 99 moved objects, max delta = 0.03953134183, deltaT = 0.02800011635
Iteration 24, 113 moved objects, max delta = 0.03582765485, deltaT = 0.03299999237
Iteration 25, 104 moved objects, max delta = 0.05210650371, deltaT = 0.02900004387
Iteration 26, 103 moved objects, max delta = 0.04792666389, deltaT = 0.02999997139
Iteration 27, 119 moved objects, max delta = 0.04299938105, deltaT = 0.03299999237
