15000, 5, /data/simple/testSwap_5.matrix, object normalized
168.944
0, 11907, 0.9372742045, 20.60599995
1, 2113, 0.6800189944, 1.149000168
2, 777, 0.2678617632, 0.3929998875
3, 680, 0.2026265617, 0.2750000954
4, 631, 0.1605570027, 0.2590000629
5, 624, 0.124379211, 0.2889997959
6, 598, 0.1029784946, 0.2599999905
7, 477, 0.09060603587, 0.2110002041
8, 396, 0.0775790036, 0.1970000267
9, 295, 0.08780430424, 0.1169998646
10, 183, 0.05400485096, 0.08200001717
11, 151, 0.03641047266, 0.06200003624
12, 132, 0.03749272703, 0.08999991417
13, 98, 0.02081431148, 0.1370000839
14, 95, 0.02421581423, 0.06200003624
15, 68, 0.02106300329, 0.04499983788
16, 31, 0.01195262791, 0.0110001564
17, 44, 0.008108739699, 0.03099989891
18, 21, 0.008403508716, 0.008000135422
19, 10, 0.0051865287, 0.003999948502
20, 6, 0.003591558666, 0.003000020981
21, 6, 0.0009092010962, 0.0119998455
22, 0, 0, 0.001000165939
23, 19343, 24.30400014
193.2480001
