12000, 5, /data/simple/testSwap_2.matrix, object normalized
6.868999958
0, 9437, 0.9470341455, 2.40899992
1, 1111, 0.6117900136, 0.2839999199
2, 407, 0.3019118174, 0.1050000191
3, 163, 0.08836586303, 0.04200005531
4, 66, 0.0261704094, 0.01800012589
5, 42, 0.01464841971, 0.0119998455
6, 28, 0.009851246053, 0.008000135422
7, 14, 0.006264847106, 0.003999948502
8, 29, 0.01814827081, 0.007999897003
9, 35, 0.01917130056, 0.009999990463
10, 39, 0.01347189217, 0.0110001564
11, 32, 0.01446684753, 0.009000062943
12, 30, 0.01465711841, 0.007999897003
13, 27, 0.01824469519, 0.007999897003
14, 16, 0.0130994611, 0.005000114441
15, 10, 0.005734478097, 0.003999948502
16, 4, 0.0008587473545, 0.00200009346
17, 10, 0.004123885232, 0.003000020981
18, 5, 0.001608161938, 0.001999855042
19, 0, 0, 0.001000165939
20, 11505, 2.953000069
9.822000027
