K-averages clustering of 14000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_4.matrix', metrics: object normalized
Loading data and computing initial values: 1.379999876 s (all future times given in seconds)
Iteration 1, 11058 moved objects, max delta = 0.9241834365, deltaT = 3.176000118
Iteration 2, 822 moved objects, max delta = 0.5718729102, deltaT = 0.2339999676
Iteration 3, 412 moved objects, max delta = 0.207628289, deltaT = 0.1180000305
Iteration 4, 315 moved objects, max delta = 0.08526112577, deltaT = 0.08999991417
Iteration 5, 211 moved objects, max delta = 0.06671938968, deltaT = 0.0600001812
Iteration 6, 207 moved objects, max delta = 0.08494625647, deltaT = 0.05999994278
Iteration 7, 272 moved objects, max delta = 0.1090336867, deltaT = 0.07699990273
Iteration 8, 293 moved objects, max delta = 0.11469121, deltaT = 0.08400011063
Iteration 9, 270 moved objects, max delta = 0.1183464233, deltaT = 0.07699990273
Iteration 10, 257 moved objects, max delta = 0.106509529, deltaT = 0.07400012016
Iteration 11, 203 moved objects, max delta = 0.09652266788, deltaT = 0.05799984932
Iteration 12, 163 moved objects, max delta = 0.0603190319, deltaT = 0.04800009727
Iteration 13, 154 moved objects, max delta = 0.05122539765, deltaT = 0.04600000381
Iteration 14, 174 moved objects, max delta = 0.05097755887, deltaT = 0.05099987984
Iteration 15, 226 moved objects, max delta = 0.06614639401, deltaT = 0.06500005722
Iteration 16, 215 moved objects, max delta = 0.08160946509, deltaT = 0.06200003624
Iteration 17, 243 moved objects, max delta = 0.08489120713, deltaT = 0.06900000572
Iteration 18, 284 moved objects, max delta = 0.09151921875, deltaT = 0.08200001717
Iteration 19, 289 moved objects, max delta = 0.09643570722, deltaT = 0.08200001717
Iteration 20, 279 moved objects, max delta = 0.08994930202, deltaT = 0.07999992371
Iteration 21, 323 moved objects, max delta = 0.1053290994, deltaT = 0.09200000763
Iteration 22, 332 moved objects, max delta = 0.1095904966, deltaT = 0.09500002861
Iteration 23, 346 moved objects, max delta = 0.09717984931, deltaT = 0.09800004959
Iteration 24, 276 moved objects, max delta = 0.09144951976, deltaT = 0.07999992371
Iteration 25, 251 moved objects, max delta = 0.05920875358, deltaT = 0.0720000267
Iteration 26, 192 moved objects, max delta = 0.05608451755, deltaT = 0.05500006676
Iteration 27, 167 moved objects, max delta = 0.0503999912, deltaT = 0.04799985886
Iteration 28, 138 moved objects, max delta = 0.04638706635, deltaT = 0.03999996185
Iteration 29, 105 moved objects, max delta = 0.03621095755, deltaT = 0.03100013733
Iteration 30, 80 moved objects, max delta = 0.01501640301, deltaT = 0.02399992943
Iteration 31, 59 moved objects, max delta = 0.01753886992, deltaT = 0.01800012589
Iteration 32, 45 moved objects, max delta = 0.01097359261, deltaT = 0.01300001144
Iteration 33, 27 moved objects, max delta = 0.00746978346, deltaT = 0.008999824524
Iteration 34, 18 moved objects, max delta = 0.005304856731, deltaT = 0.006000041962
Iteration 35, 20 moved objects, max delta = 0.007417509966, deltaT = 0.006000041962
Iteration 36, 30 moved objects, max delta = 0.006084279045, deltaT = 0.009999990463
Iteration 37, 14 moved objects, max delta = 0.004319795314, deltaT = 0.004999876022
Iteration 38, 12 moved objects, max delta = 0.003858802568, deltaT = 0.00400018692
Iteration 39, 16 moved objects, max delta = 0.005888665982, deltaT = 0.006000041962
Iteration 40, 4 moved objects, max delta = 0.004068919936, deltaT = 0.001999855042
Iteration 41, 4 moved objects, max delta = 0.0009009408915, deltaT = 0.00200009346
Iteration 42, 3 moved objects, max delta = 0.0008585481312, deltaT = 0.001999855042
Iteration 43, 0 moved object, max delta = 0, deltaT = 0.001000165939
Total 43 iterations, 18809 moved objects, clustering performed in 5.412000179 s
Total time with loading: 6.792000055 s
