K-averages clustering of 17000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_7.matrix'
Loading data and computing initial values: 351.5010002 s (all future times given in seconds)
Iteration 1, 13260 moved objects, max delta = 0.01730258314, deltaT = 85.3579998
Iteration 2, 1597 moved objects, max delta = 0.2817230049, deltaT = 95.60100007
Iteration 3, 1393 moved objects, max delta = 0.1764612398, deltaT = 96.23399997
Iteration 4, 766 moved objects, max delta = 0.226613783, deltaT = 85.14300013
Iteration 5, 532 moved objects, max delta = 0.05937079888, deltaT = 464.859
Iteration 6, 447 moved objects, max delta = 0.0591873833, deltaT = 87.77699995
Iteration 7, 416 moved objects, max delta = 0.04663516201, deltaT = 91.25900006
Iteration 8, 367 moved objects, max delta = 0.04554013924, deltaT = 108.727
Iteration 9, 331 moved objects, max delta = 0.04132446108, deltaT = 95.26999998
Iteration 10, 283 moved objects, max delta = 0.03828387167, deltaT = 89.02699995
Iteration 11, 254 moved objects, max delta = 0.03946616716, deltaT = 668.119
Iteration 12, 236 moved objects, max delta = 0.03500383612, deltaT = 93.60000014
Iteration 13, 199 moved objects, max delta = 0.03117718915, deltaT = 89.5999999
Iteration 14, 143 moved objects, max delta = 0.02356076709, deltaT = 99.91100001
Iteration 15, 124 moved objects, max delta = 0.01484683227, deltaT = 91.77800012
Iteration 16, 116 moved objects, max delta = 0.01934340958, deltaT = 83.81599998
Iteration 17, 107 moved objects, max delta = 0.020196873, deltaT = 88.1500001
Iteration 18, 88 moved objects, max delta = 0.01648502876, deltaT = 87.77400017
Iteration 19, 82 moved objects, max delta = 0.01534284884, deltaT = 92.20099998
Iteration 20, 67 moved objects, max delta = 0.01136233019, deltaT = 88.80799985
Iteration 21, 58 moved objects, max delta = 0.007923815343, deltaT = 99.6099999
Iteration 22, 51 moved objects, max delta = 0.008214808546, deltaT = 79.71499991
Iteration 23, 50 moved objects, max delta = 0.006402180531, deltaT = 96.40899992
Iteration 24, 47 moved objects, max delta = 0.00756380823, deltaT = 80.12299991
Iteration 25, 52 moved objects, max delta = 0.006537398772, deltaT = 95.88499999
Iteration 26, 49 moved objects, max delta = 0.009300147658, deltaT = 89.07500005
Iteration 27, 53 moved objects, max delta = 0.01047756772, deltaT = 87.04099989
Iteration 28, 52 moved objects, max delta = 0.01019752403, deltaT = 101.743
Iteration 29, 60 moved objects, max delta = 0.008167975425, deltaT = 88.3599999
Iteration 30, 49 moved objects, max delta = 0.01052454573, deltaT = 93.08400011
Iteration 31, 48 moved objects, max delta = 0.01123109042, deltaT = 90.38599992
Iteration 32, 49 moved objects, max delta = 0.01105469604, deltaT = 92.81800008
Iteration 33, 41 moved objects, max delta = 0.01018605792, deltaT = 85.26899981
Iteration 34, 39 moved objects, max delta = 0.007466005174, deltaT = 80.56499982
Iteration 35, 28 moved objects, max delta = 0.006047182814, deltaT = 98.66799998
Iteration 36, 27 moved objects, max delta = 0.003318335719, deltaT = 82.48200011
Iteration 37, 20 moved objects, max delta = 0.003696088614, deltaT = 85.69099998
Iteration 38, 22 moved objects, max delta = 0.002960310029, deltaT = 101.9430001
Iteration 39, 9 moved objects, max delta = 0.003120021251, deltaT = 91.35299993
Iteration 40, 3 moved objects, max delta = 0.0003874290674, deltaT = 96.81700015
Iteration 41, 1 moved object, max delta = 8.99440913e-06, deltaT = 92.3039999
Iteration 42, 2 moved objects, max delta = 0.0001488183909, deltaT = 90.49099994
Iteration 43, 1 moved object, max delta = 0.0001690453637, deltaT = 85.89400005
Iteration 44, 1 moved object, max delta = 0.0004446089218, deltaT = 97.68400002
Iteration 45, 2 moved objects, max delta = 0.0005700864925, deltaT = 86.7249999
Iteration 46, 1 moved object, max delta = 1.176764414e-05, deltaT = 99.48600006
Iteration 47, 0 moved object, max delta = 0, deltaT = 81.58999991
Total 47 iterations, 21623 moved objects, clustering performed in 5238.223 s
Total time with loading: 5589.842 s
