K-averages clustering of 17000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_7.matrix'
Loading data and computing initial values: 1.746000051 s (all future times given in seconds)
Iteration 1, 13167 moved objects, max delta = 0.01443041535, deltaT = 2.365999937
Iteration 2, 3393 moved objects, max delta = 0.3363701375, deltaT = 2.351999998
Iteration 3, 1635 moved objects, max delta = 0.2357140185, deltaT = 2.239000082
Iteration 4, 1023 moved objects, max delta = 0.2052271268, deltaT = 2.208999872
Iteration 5, 718 moved objects, max delta = 0.1085389815, deltaT = 2.24000001
Iteration 6, 647 moved objects, max delta = 0.08428354407, deltaT = 2.262000084
Iteration 7, 531 moved objects, max delta = 0.08133341494, deltaT = 2.178999901
Iteration 8, 523 moved objects, max delta = 0.07239249926, deltaT = 2.177999973
Iteration 9, 500 moved objects, max delta = 0.08488303068, deltaT = 2.183000088
Iteration 10, 484 moved objects, max delta = 0.06863058675, deltaT = 2.190000057
Iteration 11, 466 moved objects, max delta = 0.0552721396, deltaT = 2.190999985
Iteration 12, 429 moved objects, max delta = 0.05174028514, deltaT = 2.224999905
Iteration 13, 415 moved objects, max delta = 0.05701810442, deltaT = 2.197000027
Iteration 14, 387 moved objects, max delta = 0.05516383388, deltaT = 2.282999992
Iteration 15, 358 moved objects, max delta = 0.05787294092, deltaT = 2.289999962
Iteration 16, 339 moved objects, max delta = 0.05358381101, deltaT = 2.263000011
Iteration 17, 333 moved objects, max delta = 0.0465420658, deltaT = 2.19900012
Iteration 18, 280 moved objects, max delta = 0.04027840852, deltaT = 2.19299984
Iteration 19, 215 moved objects, max delta = 0.03427635347, deltaT = 2.226999998
Iteration 20, 182 moved objects, max delta = 0.02427074637, deltaT = 2.259000063
Iteration 21, 158 moved objects, max delta = 0.02034059351, deltaT = 2.246000051
Iteration 22, 142 moved objects, max delta = 0.01520310178, deltaT = 2.183000088
Iteration 23, 113 moved objects, max delta = 0.01288121498, deltaT = 2.184999943
Iteration 24, 107 moved objects, max delta = 0.01038973371, deltaT = 2.230000019
Iteration 25, 94 moved objects, max delta = 0.01102652826, deltaT = 2.188999891
Iteration 26, 81 moved objects, max delta = 0.007655227465, deltaT = 2.183000088
Iteration 27, 58 moved objects, max delta = 0.007693365711, deltaT = 2.187000036
Iteration 28, 50 moved objects, max delta = 0.00473652292, deltaT = 2.184000015
Iteration 29, 55 moved objects, max delta = 0.005662660001, deltaT = 2.178999901
Iteration 30, 49 moved objects, max delta = 0.00692388744, deltaT = 2.181999922
Iteration 31, 39 moved objects, max delta = 0.007218316836, deltaT = 2.251000166
Iteration 32, 41 moved objects, max delta = 0.007101869496, deltaT = 2.218999863
Iteration 33, 43 moved objects, max delta = 0.004762491576, deltaT = 2.252000093
Iteration 34, 36 moved objects, max delta = 0.007071373438, deltaT = 2.230000019
Iteration 35, 29 moved objects, max delta = 0.005473549368, deltaT = 2.177999973
Iteration 36, 32 moved objects, max delta = 0.004793915318, deltaT = 2.218999863
Iteration 37, 26 moved objects, max delta = 0.004862790696, deltaT = 2.186000109
Iteration 38, 29 moved objects, max delta = 0.003942821766, deltaT = 2.181999922
Iteration 39, 26 moved objects, max delta = 0.004696597125, deltaT = 2.183000088
Iteration 40, 29 moved objects, max delta = 0.004182758226, deltaT = 2.200999975
Iteration 41, 25 moved objects, max delta = 0.004772336788, deltaT = 2.239000082
Iteration 42, 24 moved objects, max delta = 0.003828610577, deltaT = 2.230999947
Iteration 43, 20 moved objects, max delta = 0.003504740046, deltaT = 2.220000029
Iteration 44, 25 moved objects, max delta = 0.003538977179, deltaT = 2.177999973
Iteration 45, 24 moved objects, max delta = 0.004182720756, deltaT = 2.17599988
Iteration 46, 23 moved objects, max delta = 0.003323652033, deltaT = 2.234000206
Iteration 47, 14 moved objects, max delta = 0.00266484942, deltaT = 2.174999952
Iteration 48, 9 moved objects, max delta = 0.002069517411, deltaT = 2.17599988
Iteration 49, 12 moved objects, max delta = 0.001718279127, deltaT = 2.184999943
Iteration 50, 7 moved objects, max delta = 0.00127288198, deltaT = 2.200000048
Iteration 51, 9 moved objects, max delta = 0.001018471866, deltaT = 2.205999851
Iteration 52, 7 moved objects, max delta = 0.001122854661, deltaT = 2.21600008
Iteration 53, 5 moved objects, max delta = 0.000648899753, deltaT = 2.180000067
Iteration 54, 4 moved objects, max delta = 0.001137141944, deltaT = 2.177999973
Iteration 55, 5 moved objects, max delta = 0.0004373259053, deltaT = 2.178999901
Iteration 56, 2 moved objects, max delta = 0.0008904994613, deltaT = 2.177999973
Iteration 57, 1 moved object, max delta = 0.0001992140683, deltaT = 2.176000118
Iteration 58, 0 moved object, max delta = 0, deltaT = 2.184999943
Total 58 iterations, 27478 moved objects, clustering performed in 128.2869999 s
Total time with loading: 130.033 s
