15000, 5, /data/simple/testSwap_5.matrix, object normalized
1.63499999
0, 11898, 0.8863325091, 3.60800004
1, 838, 0.8539405007, 0.254999876
2, 426, 0.1269621295, 0.1300001144
3, 450, 0.1146217721, 0.1380000114
4, 442, 0.1158742809, 0.1349999905
5, 467, 0.1088043231, 0.1419999599
6, 474, 0.1057221206, 0.1449999809
7, 503, 0.1074737798, 0.1540000439
8, 418, 0.1078828232, 0.1270000935
9, 338, 0.09492616786, 0.1039998531
10, 289, 0.07423794541, 0.08800005913
11, 229, 0.05118302022, 0.07100009918
12, 165, 0.047177066, 0.05099987984
13, 166, 0.0446128743, 0.05200004578
14, 141, 0.04423903746, 0.04299998283
15, 98, 0.03159319562, 0.03099989891
16, 67, 0.02426819028, 0.02100014687
17, 71, 0.02280774831, 0.02300000191
18, 77, 0.02745823392, 0.02499985695
19, 69, 0.02151114456, 0.02200007439
20, 71, 0.0165606467, 0.02200007439
21, 85, 0.01480730464, 0.02699995041
22, 57, 0.01127375642, 0.01900005341
23, 41, 0.009056808824, 0.01300001144
24, 18, 0.006682088477, 0.005999803543
25, 19, 0.007595997027, 0.007000207901
26, 12, 0.009963126623, 0.004999876022
27, 4, 0.003002508426, 0.00200009346
28, 2, 0.0004888980715, 0.001999855042
29, 0, 0, 0.001000165939
30, 17935, 5.469000101
7.104000092
