K-averages clustering of 13000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_3.matrix'
Loading data and computing initial values: 7.771999836 s (all future times given in seconds)
Iteration 1, 10067 moved objects, max delta = 0.01881096075, deltaT = 1.390000105
Iteration 2, 2481 moved objects, max delta = 0.3429421138, deltaT = 1.355999947
Iteration 3, 845 moved objects, max delta = 0.1475075942, deltaT = 1.355999947
Iteration 4, 505 moved objects, max delta = 0.08963339345, deltaT = 1.322000027
Iteration 5, 360 moved objects, max delta = 0.0666498116, deltaT = 1.334000111
Iteration 6, 290 moved objects, max delta = 0.05922771221, deltaT = 1.332000017
Iteration 7, 242 moved objects, max delta = 0.05518979885, deltaT = 1.332000017
Iteration 8, 244 moved objects, max delta = 0.05001991124, deltaT = 1.330999851
Iteration 9, 253 moved objects, max delta = 0.05340699443, deltaT = 1.33100009
Iteration 10, 257 moved objects, max delta = 0.05929791335, deltaT = 1.328999996
Iteration 11, 280 moved objects, max delta = 0.05299182208, deltaT = 1.329999924
Iteration 12, 232 moved objects, max delta = 0.05367159382, deltaT = 1.328999996
Iteration 13, 197 moved objects, max delta = 0.0358218767, deltaT = 1.328999996
Iteration 14, 163 moved objects, max delta = 0.02969252656, deltaT = 1.330000162
Iteration 15, 137 moved objects, max delta = 0.03084370706, deltaT = 1.328999996
Iteration 16, 110 moved objects, max delta = 0.02118317323, deltaT = 1.329999924
Iteration 17, 95 moved objects, max delta = 0.02026794898, deltaT = 1.328999996
Iteration 18, 80 moved objects, max delta = 0.01630267336, deltaT = 1.329999924
Iteration 19, 54 moved objects, max delta = 0.01201413541, deltaT = 1.330000162
Iteration 20, 53 moved objects, max delta = 0.01096736433, deltaT = 1.329999924
Iteration 21, 47 moved objects, max delta = 0.007674485103, deltaT = 1.329999924
Iteration 22, 49 moved objects, max delta = 0.006444846274, deltaT = 1.330000162
Iteration 23, 50 moved objects, max delta = 0.006334470118, deltaT = 1.329999924
Iteration 24, 49 moved objects, max delta = 0.007436909513, deltaT = 1.332000017
Iteration 25, 40 moved objects, max delta = 0.007262734691, deltaT = 1.305999994
Iteration 26, 41 moved objects, max delta = 0.006218327042, deltaT = 1.270999908
Iteration 27, 48 moved objects, max delta = 0.007431379705, deltaT = 1.305000067
Iteration 28, 43 moved objects, max delta = 0.006393032084, deltaT = 1.329999924
Iteration 29, 34 moved objects, max delta = 0.005630876844, deltaT = 1.33100009
Iteration 30, 21 moved objects, max delta = 0.005160045938, deltaT = 1.329999924
Iteration 31, 18 moved objects, max delta = 0.003843552865, deltaT = 1.330000162
Iteration 32, 17 moved objects, max delta = 0.003413996851, deltaT = 1.332999945
Iteration 33, 23 moved objects, max delta = 0.002846085696, deltaT = 1.329999924
Iteration 34, 17 moved objects, max delta = 0.003819496628, deltaT = 1.328999996
Iteration 35, 21 moved objects, max delta = 0.005058854875, deltaT = 1.328999996
Iteration 36, 15 moved objects, max delta = 0.002781477487, deltaT = 1.328999996
Iteration 37, 9 moved objects, max delta = 0.001746380322, deltaT = 1.328999996
Iteration 38, 7 moved objects, max delta = 0.0009655221131, deltaT = 1.330000162
Iteration 39, 10 moved objects, max delta = 0.0008864716433, deltaT = 1.328999996
Iteration 40, 7 moved objects, max delta = 0.001420374282, deltaT = 1.328999996
Iteration 41, 6 moved objects, max delta = 0.002010092546, deltaT = 1.329999924
Iteration 42, 8 moved objects, max delta = 0.001049753678, deltaT = 1.328999996
Iteration 43, 6 moved objects, max delta = 0.001594585366, deltaT = 1.329999924
Iteration 44, 4 moved objects, max delta = 0.00184242122, deltaT = 1.328999996
Iteration 45, 4 moved objects, max delta = 0.0007215828214, deltaT = 1.330000162
Iteration 46, 4 moved objects, max delta = 0.0008288995339, deltaT = 1.328999996
Iteration 47, 3 moved objects, max delta = 0.0007091241283, deltaT = 1.329999924
Iteration 48, 4 moved objects, max delta = 0.0004008515198, deltaT = 1.328999996
Iteration 49, 8 moved objects, max delta = 0.000732583702, deltaT = 1.329999924
Iteration 50, 18 moved objects, max delta = 0.002006106586, deltaT = 1.328999996
Iteration 51, 11 moved objects, max delta = 0.004105092285, deltaT = 1.330000162
Iteration 52, 16 moved objects, max delta = 0.002840114313, deltaT = 1.328999996
Iteration 53, 20 moved objects, max delta = 0.004237336467, deltaT = 1.329999924
Iteration 54, 22 moved objects, max delta = 0.004098090438, deltaT = 1.328999996
Iteration 55, 22 moved objects, max delta = 0.00503630305, deltaT = 1.328999996
Iteration 56, 17 moved objects, max delta = 0.004149442966, deltaT = 1.329999924
Iteration 57, 26 moved objects, max delta = 0.004327099093, deltaT = 1.328999996
Iteration 58, 35 moved objects, max delta = 0.005374960316, deltaT = 1.328999996
Iteration 59, 31 moved objects, max delta = 0.00790608596, deltaT = 1.328999996
Iteration 60, 40 moved objects, max delta = 0.006221843102, deltaT = 1.328999996
Iteration 61, 46 moved objects, max delta = 0.00873702458, deltaT = 1.330000162
Iteration 62, 53 moved objects, max delta = 0.01073080439, deltaT = 1.328999996
Iteration 63, 51 moved objects, max delta = 0.01110927353, deltaT = 1.329999924
Iteration 64, 43 moved objects, max delta = 0.008099427401, deltaT = 1.328999996
Iteration 65, 45 moved objects, max delta = 0.007485907899, deltaT = 1.328999996
Iteration 66, 54 moved objects, max delta = 0.00975245499, deltaT = 1.329999924
Iteration 67, 58 moved objects, max delta = 0.01092859852, deltaT = 1.328999996
Iteration 68, 67 moved objects, max delta = 0.01129327858, deltaT = 1.330000162
Iteration 69, 65 moved objects, max delta = 0.01180721573, deltaT = 1.329999924
Iteration 70, 59 moved objects, max delta = 0.008089918478, deltaT = 1.329999924
Iteration 71, 55 moved objects, max delta = 0.008639172102, deltaT = 1.328999996
Iteration 72, 43 moved objects, max delta = 0.007548383029, deltaT = 1.328999996
Iteration 73, 43 moved objects, max delta = 0.006730729353, deltaT = 1.328999996
Iteration 74, 48 moved objects, max delta = 0.007029663994, deltaT = 1.330000162
Iteration 75, 49 moved objects, max delta = 0.01031006274, deltaT = 1.328999996
Iteration 76, 47 moved objects, max delta = 0.01055460518, deltaT = 1.328999996
Iteration 77, 44 moved objects, max delta = 0.01109269941, deltaT = 1.328999996
Iteration 78, 54 moved objects, max delta = 0.009753823589, deltaT = 1.329999924
Iteration 79, 55 moved objects, max delta = 0.01549638234, deltaT = 1.328999996
Iteration 80, 67 moved objects, max delta = 0.01340178702, deltaT = 1.329999924
Iteration 81, 68 moved objects, max delta = 0.02060427493, deltaT = 1.330000162
Iteration 82, 61 moved objects, max delta = 0.01744630634, deltaT = 1.329999924
Iteration 83, 66 moved objects, max delta = 0.01450034291, deltaT = 1.33100009
Iteration 84, 79 moved objects, max delta = 0.0124664173, deltaT = 1.329999924
Iteration 85, 68 moved objects, max delta = 0.01791132441, deltaT = 1.329999924
Iteration 86, 81 moved objects, max delta = 0.01251217379, deltaT = 1.330000162
Iteration 87, 84 moved objects, max delta = 0.01528945252, deltaT = 1.329999924
Iteration 88, 79 moved objects, max delta = 0.01279428113, deltaT = 1.329999924
Iteration 89, 93 moved objects, max delta = 0.01193613201, deltaT = 1.330000162
Iteration 90, 81 moved objects, max delta = 0.01343251204, deltaT = 1.329999924
Iteration 91, 70 moved objects, max delta = 0.01183987438, deltaT = 1.329999924
Iteration 92, 74 moved objects, max delta = 0.01392442199, deltaT = 1.33100009
Iteration 93, 81 moved objects, max delta = 0.01265262904, deltaT = 1.329999924
Iteration 94, 66 moved objects, max delta = 0.01219988431, deltaT = 1.329999924
Iteration 95, 78 moved objects, max delta = 0.01037269716, deltaT = 1.328999996
Iteration 96, 85 moved objects, max delta = 0.01416412847, deltaT = 1.330000162
Iteration 97, 83 moved objects, max delta = 0.01322655763, deltaT = 1.328999996
Iteration 98, 94 moved objects, max delta = 0.01752681579, deltaT = 1.329999924
Iteration 99, 111 moved objects, max delta = 0.01518349355, deltaT = 1.328999996
Iteration 100, 119 moved objects, max delta = 0.02160178341, deltaT = 1.328999996
Iteration 101, 112 moved objects, max delta = 0.01951949844, deltaT = 1.329999924
Iteration 102, 96 moved objects, max delta = 0.01729189501, deltaT = 1.328999996
Iteration 103, 105 moved objects, max delta = 0.01712893344, deltaT = 1.328999996
Iteration 104, 113 moved objects, max delta = 0.01687882697, deltaT = 1.330000162
