K-averages clustering of 11000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_1.matrix', metrics: object normalized
Loading data and computing initial values: 9.157999992 s (all future times given in seconds)
Iteration 1, 8711 moved objects, max delta = 1.053996779, deltaT = 1.934000015
Iteration 2, 1208 moved objects, max delta = 0.7376659312, deltaT = 0.2799999714
Iteration 3, 377 moved objects, max delta = 0.1859035228, deltaT = 0.08899998665
Iteration 4, 287 moved objects, max delta = 0.1163597371, deltaT = 0.06799983978
Iteration 5, 258 moved objects, max delta = 0.09189281974, deltaT = 0.06100010872
Iteration 6, 218 moved objects, max delta = 0.07586982895, deltaT = 0.05200004578
Iteration 7, 117 moved objects, max delta = 0.05376689911, deltaT = 0.02799987793
Iteration 8, 90 moved objects, max delta = 0.02894540801, deltaT = 0.02200007439
Iteration 9, 73 moved objects, max delta = 0.03324913003, deltaT = 0.01699995995
Iteration 10, 72 moved objects, max delta = 0.02864058005, deltaT = 0.01800012589
Iteration 11, 75 moved objects, max delta = 0.01851663223, deltaT = 0.01799988747
Iteration 12, 70 moved objects, max delta = 0.02433034244, deltaT = 0.01699995995
Iteration 13, 47 moved objects, max delta = 0.02337286396, deltaT = 0.01200008392
Iteration 14, 28 moved objects, max delta = 0.01723008855, deltaT = 0.007999897003
Iteration 15, 8 moved objects, max delta = 0.007457995725, deltaT = 0.00200009346
Iteration 16, 9 moved objects, max delta = 0.003790766226, deltaT = 0.003000020981
Iteration 17, 2 moved objects, max delta = 0.002645752619, deltaT = 0.0009999275208
Iteration 18, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 18 iterations, 11650 moved objects, clustering performed in 2.630999804 s
Total time with loading: 11.7889998 s
