10000, 5, /data/simple/testSwap_0.matrix, object normalized
0.7189998627
0, 7900, 0.9535399225, 1.603000164
1, 1096, 0.5981524536, 0.2259998322
2, 738, 0.246292652, 0.1510000229
3, 695, 0.2399194757, 0.1410000324
4, 550, 0.2138238091, 0.1119999886
5, 401, 0.121692429, 0.08100008965
6, 283, 0.0816833193, 0.05799984932
7, 197, 0.06543419545, 0.04000020027
8, 145, 0.0432345243, 0.03099989891
9, 117, 0.03799842783, 0.02399992943
10, 113, 0.02848123568, 0.02400016785
11, 83, 0.02548927305, 0.01799988747
12, 62, 0.02602816017, 0.01300001144
13, 45, 0.02372674226, 0.009999990463
14, 46, 0.01817912091, 0.009999990463
15, 25, 0.01410188443, 0.006000041962
16, 16, 0.01031488269, 0.00400018692
17, 21, 0.009223843816, 0.004999876022
18, 14, 0.01143451028, 0.003000020981
19, 3, 0.002771020929, 0.00200009346
20, 0, 0, 0
21, 12550, 2.563000202
3.282000065
