K-averages clustering of 13000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_3.matrix'
Loading data and computing initial values: 7.736999989 s (all future times given in seconds)
Iteration 1, 10028 moved objects, max delta = 0.01858973195, deltaT = 1.361999989
Iteration 2, 1652 moved objects, max delta = 0.2942881001, deltaT = 1.339999914
Iteration 3, 1044 moved objects, max delta = 0.1364226059, deltaT = 1.338000059
Iteration 4, 1139 moved objects, max delta = 0.2048130376, deltaT = 1.334000111
Iteration 5, 712 moved objects, max delta = 0.1858964753, deltaT = 1.330999851
Iteration 6, 509 moved objects, max delta = 0.1686920152, deltaT = 1.332000017
Iteration 7, 364 moved objects, max delta = 0.07391934011, deltaT = 1.33100009
Iteration 8, 318 moved objects, max delta = 0.05422598226, deltaT = 1.330999851
Iteration 9, 271 moved objects, max delta = 0.04138297904, deltaT = 1.33100009
Iteration 10, 243 moved objects, max delta = 0.03817382065, deltaT = 1.33100009
Iteration 11, 224 moved objects, max delta = 0.02670929819, deltaT = 1.329999924
Iteration 12, 209 moved objects, max delta = 0.02853831103, deltaT = 1.33100009
Iteration 13, 245 moved objects, max delta = 0.02690786227, deltaT = 1.330999851
Iteration 14, 245 moved objects, max delta = 0.0303214565, deltaT = 1.330000162
Iteration 15, 253 moved objects, max delta = 0.03054735374, deltaT = 1.330999851
Iteration 16, 255 moved objects, max delta = 0.03504090207, deltaT = 1.328999996
Iteration 17, 250 moved objects, max delta = 0.03051250473, deltaT = 1.330000162
Iteration 18, 228 moved objects, max delta = 0.02845262193, deltaT = 1.329999924
Iteration 19, 230 moved objects, max delta = 0.03065826396, deltaT = 1.328999996
Iteration 20, 204 moved objects, max delta = 0.02632512149, deltaT = 1.329999924
Iteration 21, 176 moved objects, max delta = 0.02416809071, deltaT = 1.33100009
Iteration 22, 145 moved objects, max delta = 0.02824669105, deltaT = 1.329999924
Iteration 23, 127 moved objects, max delta = 0.02016926233, deltaT = 1.329999924
Iteration 24, 117 moved objects, max delta = 0.01713179861, deltaT = 1.33100009
Iteration 25, 93 moved objects, max delta = 0.01821059202, deltaT = 1.329999924
Iteration 26, 82 moved objects, max delta = 0.0131744043, deltaT = 1.33100009
Iteration 27, 81 moved objects, max delta = 0.01074345701, deltaT = 1.33100009
Iteration 28, 58 moved objects, max delta = 0.01093462787, deltaT = 1.330999851
Iteration 29, 52 moved objects, max delta = 0.009401780419, deltaT = 1.33100009
Iteration 30, 47 moved objects, max delta = 0.007314901595, deltaT = 1.33100009
Iteration 31, 33 moved objects, max delta = 0.007330040213, deltaT = 1.329999924
Iteration 32, 40 moved objects, max delta = 0.004797939791, deltaT = 1.329999924
Iteration 33, 38 moved objects, max delta = 0.006573216145, deltaT = 1.33100009
Iteration 34, 21 moved objects, max delta = 0.006521718717, deltaT = 1.330999851
Iteration 35, 25 moved objects, max delta = 0.003421675593, deltaT = 1.330000162
Iteration 36, 16 moved objects, max delta = 0.004934442028, deltaT = 1.329999924
Iteration 37, 15 moved objects, max delta = 0.002714255855, deltaT = 1.33100009
Iteration 38, 19 moved objects, max delta = 0.004631204689, deltaT = 1.329999924
Iteration 39, 17 moved objects, max delta = 0.004682708849, deltaT = 1.33100009
Iteration 40, 15 moved objects, max delta = 0.004499118927, deltaT = 1.329999924
Iteration 41, 16 moved objects, max delta = 0.002579425377, deltaT = 1.329999924
Iteration 42, 12 moved objects, max delta = 0.001675044922, deltaT = 1.330000162
Iteration 43, 16 moved objects, max delta = 0.002001461094, deltaT = 1.330999851
Iteration 44, 14 moved objects, max delta = 0.003686194259, deltaT = 1.330000162
Iteration 45, 13 moved objects, max delta = 0.002759934405, deltaT = 1.330999851
Iteration 46, 8 moved objects, max delta = 0.001931744519, deltaT = 1.329999924
Iteration 47, 7 moved objects, max delta = 0.001558121095, deltaT = 1.33100009
Iteration 48, 5 moved objects, max delta = 0.003029817681, deltaT = 1.33100009
Iteration 49, 5 moved objects, max delta = 0.001682106537, deltaT = 1.329999924
Iteration 50, 6 moved objects, max delta = 0.001624000654, deltaT = 1.33100009
Iteration 51, 13 moved objects, max delta = 0.003095960237, deltaT = 1.330999851
Iteration 52, 10 moved objects, max delta = 0.006218996883, deltaT = 1.330000162
Iteration 53, 15 moved objects, max delta = 0.003007210699, deltaT = 1.329999924
Iteration 54, 15 moved objects, max delta = 0.005080571156, deltaT = 1.33100009
Iteration 55, 15 moved objects, max delta = 0.003284457477, deltaT = 1.330999851
Iteration 56, 18 moved objects, max delta = 0.002533369164, deltaT = 1.329999924
Iteration 57, 20 moved objects, max delta = 0.004232788362, deltaT = 1.332000017
Iteration 58, 17 moved objects, max delta = 0.002730147792, deltaT = 1.330000162
Iteration 59, 18 moved objects, max delta = 0.003127133502, deltaT = 1.330999851
Iteration 60, 16 moved objects, max delta = 0.004593304992, deltaT = 1.330000162
Iteration 61, 19 moved objects, max delta = 0.004353991027, deltaT = 1.330999851
Iteration 62, 19 moved objects, max delta = 0.004130215094, deltaT = 1.33100009
Iteration 63, 15 moved objects, max delta = 0.001518064711, deltaT = 1.329999924
Iteration 64, 15 moved objects, max delta = 0.00122168785, deltaT = 1.33100009
Iteration 65, 11 moved objects, max delta = 0.001594750281, deltaT = 1.329999924
Iteration 66, 10 moved objects, max delta = 0.001507375067, deltaT = 1.33100009
Iteration 67, 12 moved objects, max delta = 0.001919264591, deltaT = 1.330999851
Iteration 68, 10 moved objects, max delta = 0.001423434325, deltaT = 1.33100009
Iteration 69, 8 moved objects, max delta = 0.00177306287, deltaT = 1.33100009
Iteration 70, 13 moved objects, max delta = 0.002131512251, deltaT = 1.329999924
Iteration 71, 20 moved objects, max delta = 0.003883904637, deltaT = 1.329999924
Iteration 72, 18 moved objects, max delta = 0.003623815104, deltaT = 1.332000017
Iteration 73, 14 moved objects, max delta = 0.00281354357, deltaT = 1.330000162
Iteration 74, 15 moved objects, max delta = 0.003022378601, deltaT = 1.330999851
Iteration 75, 17 moved objects, max delta = 0.002756844287, deltaT = 1.33100009
Iteration 76, 14 moved objects, max delta = 0.00287001213, deltaT = 1.329999924
Iteration 77, 13 moved objects, max delta = 0.004133398753, deltaT = 1.33100009
Iteration 78, 9 moved objects, max delta = 0.001721438206, deltaT = 1.330999851
Iteration 79, 7 moved objects, max delta = 0.001881609551, deltaT = 1.33100009
Iteration 80, 5 moved objects, max delta = 0.0007432697348, deltaT = 1.33100009
Iteration 81, 9 moved objects, max delta = 0.00121751961, deltaT = 1.330999851
Iteration 82, 11 moved objects, max delta = 0.001358426374, deltaT = 1.33100009
