13000, 5, /data/simple/testSwap_3.matrix, object normalized
1.166000128
0, 10266, 0.9050122372, 2.703000069
1, 607, 0.8670821661, 0.1610000134
2, 366, 0.08441994039, 0.09699988365
3, 328, 0.07251476612, 0.08699989319
4, 305, 0.06666999463, 0.08100008965
5, 247, 0.05783097234, 0.06500005722
6, 188, 0.05653331151, 0.04999995232
7, 183, 0.05231133806, 0.0490000248
8, 148, 0.05197868139, 0.03999996185
9, 144, 0.04950419511, 0.03999996185
10, 93, 0.04371272698, 0.02600002289
11, 97, 0.02687089058, 0.02600002289
12, 82, 0.02328329679, 0.02300000191
13, 63, 0.01462015422, 0.01699995995
14, 32, 0.01377636585, 0.009000062943
15, 26, 0.01102008163, 0.006999969482
16, 10, 0.003214052545, 0.00400018692
17, 4, 0.001294473142, 0.001999855042
18, 1, 0.0004878079686, 0.001000165939
19, 0, 0, 0.0009999275208
20, 13190, 3.49000001
4.656000137
