K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.5980000496 s (all future times given in seconds)
Iteration 1, 7671 moved objects, max delta = 0.0237006261, deltaT = 0.8340001106
Iteration 2, 1049 moved objects, max delta = 0.291566843, deltaT = 0.7949998379
Iteration 3, 1133 moved objects, max delta = 0.2013625674, deltaT = 0.7760000229
Iteration 4, 729 moved objects, max delta = 0.334632107, deltaT = 0.7920000553
Iteration 5, 507 moved objects, max delta = 0.2010478845, deltaT = 0.7950000763
Iteration 6, 358 moved objects, max delta = 0.09153939888, deltaT = 0.7920000553
Iteration 7, 288 moved objects, max delta = 0.05829693706, deltaT = 0.7619998455
Iteration 8, 298 moved objects, max delta = 0.05359329774, deltaT = 0.7550001144
Iteration 9, 263 moved objects, max delta = 0.04985932961, deltaT = 0.757999897
Iteration 10, 265 moved objects, max delta = 0.04262333785, deltaT = 0.753000021
Iteration 11, 218 moved objects, max delta = 0.04188762552, deltaT = 0.7520000935
Iteration 12, 184 moved objects, max delta = 0.03586867816, deltaT = 0.7509999275
Iteration 13, 162 moved objects, max delta = 0.02869009734, deltaT = 0.7509999275
Iteration 14, 139 moved objects, max delta = 0.03047423534, deltaT = 0.7550001144
Iteration 15, 118 moved objects, max delta = 0.0234337431, deltaT = 0.751999855
Iteration 16, 112 moved objects, max delta = 0.02754680296, deltaT = 0.7630000114
Iteration 17, 98 moved objects, max delta = 0.0293513528, deltaT = 0.7669999599
Iteration 18, 98 moved objects, max delta = 0.0254953894, deltaT = 0.756000042
Iteration 19, 84 moved objects, max delta = 0.02128315373, deltaT = 0.7510001659
Iteration 20, 55 moved objects, max delta = 0.02017909156, deltaT = 0.757999897
Iteration 21, 55 moved objects, max delta = 0.01296041666, deltaT = 0.753000021
Iteration 22, 59 moved objects, max delta = 0.01518734753, deltaT = 0.7509999275
Iteration 23, 60 moved objects, max delta = 0.01626584078, deltaT = 0.7490000725
Iteration 24, 56 moved objects, max delta = 0.01610650676, deltaT = 0.7720000744
Iteration 25, 43 moved objects, max delta = 0.01688993426, deltaT = 0.7849998474
Iteration 26, 37 moved objects, max delta = 0.01230343192, deltaT = 0.7850000858
Iteration 27, 43 moved objects, max delta = 0.01095122258, deltaT = 0.760999918
Iteration 28, 37 moved objects, max delta = 0.01320203131, deltaT = 0.753000021
Iteration 29, 32 moved objects, max delta = 0.009174009444, deltaT = 0.7539999485
Iteration 30, 26 moved objects, max delta = 0.009669127724, deltaT = 0.7540001869
Iteration 31, 36 moved objects, max delta = 0.00707128504, deltaT = 0.753000021
Iteration 32, 31 moved objects, max delta = 0.01031797504, deltaT = 0.7509999275
Iteration 33, 36 moved objects, max delta = 0.01023570611, deltaT = 0.7539999485
Iteration 34, 43 moved objects, max delta = 0.01105965683, deltaT = 0.75
Iteration 35, 33 moved objects, max delta = 0.01295523328, deltaT = 0.7520000935
Iteration 36, 30 moved objects, max delta = 0.00992887655, deltaT = 0.753000021
Iteration 37, 23 moved objects, max delta = 0.005130199854, deltaT = 0.7489998341
Iteration 38, 30 moved objects, max delta = 0.006897691689, deltaT = 0.746999979
Iteration 39, 26 moved objects, max delta = 0.005919010043, deltaT = 0.7520000935
Iteration 40, 25 moved objects, max delta = 0.005691596424, deltaT = 0.75
Iteration 41, 22 moved objects, max delta = 0.005145750151, deltaT = 0.756000042
Iteration 42, 21 moved objects, max delta = 0.004953050674, deltaT = 0.7509999275
Iteration 43, 23 moved objects, max delta = 0.004264813057, deltaT = 0.7699999809
Iteration 44, 20 moved objects, max delta = 0.005416873825, deltaT = 0.7850000858
Iteration 45, 17 moved objects, max delta = 0.00711154037, deltaT = 0.7860000134
Iteration 46, 14 moved objects, max delta = 0.004257967891, deltaT = 0.7860000134
Iteration 47, 9 moved objects, max delta = 0.002360543232, deltaT = 0.7730000019
Iteration 48, 11 moved objects, max delta = 0.002266700144, deltaT = 0.753000021
Iteration 49, 10 moved objects, max delta = 0.001325087941, deltaT = 0.751999855
Iteration 50, 9 moved objects, max delta = 0.001383502925, deltaT = 0.75
Iteration 51, 7 moved objects, max delta = 0.001225685556, deltaT = 0.7490000725
Iteration 52, 5 moved objects, max delta = 0.001352710593, deltaT = 0.7520000935
Iteration 53, 6 moved objects, max delta = 0.001084448229, deltaT = 0.751999855
Iteration 54, 4 moved objects, max delta = 0.002278217183, deltaT = 0.7710001469
Iteration 55, 1 moved object, max delta = 4.438189535e-05, deltaT = 0.7859997749
Iteration 56, 1 moved object, max delta = 7.984188086e-06, deltaT = 0.7860000134
Iteration 57, 0 moved object, max delta = 0, deltaT = 0.7860000134
Total 57 iterations, 14770 moved objects, clustering performed in 43.53999996 s
Total time with loading: 44.13800001 s
