K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.5989999771 s (all future times given in seconds)
Iteration 1, 7743 moved objects, max delta = 0.02366201755, deltaT = 0.7790000439
Iteration 2, 1494 moved objects, max delta = 0.3266571165, deltaT = 0.7889997959
Iteration 3, 605 moved objects, max delta = 0.259939206, deltaT = 0.7780001163
Iteration 4, 325 moved objects, max delta = 0.136544673, deltaT = 0.7539999485
Iteration 5, 210 moved objects, max delta = 0.07749374612, deltaT = 0.7569999695
Iteration 6, 160 moved objects, max delta = 0.04064283392, deltaT = 0.7799999714
Iteration 7, 123 moved objects, max delta = 0.02335490745, deltaT = 0.7770001888
Iteration 8, 89 moved objects, max delta = 0.01733250299, deltaT = 0.7679998875
Iteration 9, 74 moved objects, max delta = 0.0192950859, deltaT = 0.7850000858
Iteration 10, 56 moved objects, max delta = 0.01674695371, deltaT = 0.763999939
Iteration 11, 69 moved objects, max delta = 0.01515797483, deltaT = 0.75
Iteration 12, 49 moved objects, max delta = 0.01482137006, deltaT = 0.7509999275
Iteration 13, 50 moved objects, max delta = 0.01209211005, deltaT = 0.7510001659
Iteration 14, 49 moved objects, max delta = 0.01000220683, deltaT = 0.75
Iteration 15, 46 moved objects, max delta = 0.01429799195, deltaT = 0.7489998341
Iteration 16, 42 moved objects, max delta = 0.01300645296, deltaT = 0.753000021
Iteration 17, 32 moved objects, max delta = 0.01011111887, deltaT = 0.7520000935
Iteration 18, 41 moved objects, max delta = 0.008845070688, deltaT = 0.7490000725
Iteration 19, 44 moved objects, max delta = 0.008873958429, deltaT = 0.75
Iteration 20, 30 moved objects, max delta = 0.01165875852, deltaT = 0.751999855
Iteration 21, 27 moved objects, max delta = 0.008171602577, deltaT = 0.7509999275
Iteration 22, 28 moved objects, max delta = 0.008305727778, deltaT = 0.753000021
Iteration 23, 34 moved objects, max delta = 0.006796728357, deltaT = 0.7550001144
Iteration 24, 24 moved objects, max delta = 0.005485778056, deltaT = 0.7509999275
Iteration 25, 27 moved objects, max delta = 0.003784541215, deltaT = 0.7510001659
Iteration 26, 23 moved objects, max delta = 0.00600148205, deltaT = 0.7489998341
Iteration 27, 21 moved objects, max delta = 0.004648771922, deltaT = 0.75
Iteration 28, 22 moved objects, max delta = 0.005447271898, deltaT = 0.7490000725
Iteration 29, 22 moved objects, max delta = 0.005287748563, deltaT = 0.75
Iteration 30, 24 moved objects, max delta = 0.003851843918, deltaT = 0.75
Iteration 31, 25 moved objects, max delta = 0.003815184478, deltaT = 0.7520000935
Iteration 32, 22 moved objects, max delta = 0.005584788377, deltaT = 0.75
Iteration 33, 19 moved objects, max delta = 0.003725681292, deltaT = 0.7509999275
Iteration 34, 29 moved objects, max delta = 0.006186021677, deltaT = 0.7509999275
Iteration 35, 35 moved objects, max delta = 0.007824062077, deltaT = 0.75
Iteration 36, 33 moved objects, max delta = 0.01059857986, deltaT = 0.753000021
Iteration 37, 33 moved objects, max delta = 0.009867614514, deltaT = 0.7850000858
Iteration 38, 28 moved objects, max delta = 0.009595665039, deltaT = 0.7839999199
Iteration 39, 34 moved objects, max delta = 0.01024367739, deltaT = 0.7740001678
Iteration 40, 25 moved objects, max delta = 0.01174687355, deltaT = 0.768999815
Iteration 41, 23 moved objects, max delta = 0.005960880361, deltaT = 0.75
Iteration 42, 26 moved objects, max delta = 0.006610509314, deltaT = 0.75
Iteration 43, 31 moved objects, max delta = 0.006779857873, deltaT = 0.753000021
Iteration 44, 23 moved objects, max delta = 0.005633749723, deltaT = 0.7490000725
Iteration 45, 23 moved objects, max delta = 0.005061305125, deltaT = 0.7550001144
Iteration 46, 20 moved objects, max delta = 0.004280414934, deltaT = 0.7759997845
Iteration 47, 19 moved objects, max delta = 0.004613359028, deltaT = 0.7520000935
Iteration 48, 12 moved objects, max delta = 0.002362318318, deltaT = 0.7550001144
Iteration 49, 16 moved objects, max delta = 0.001956824563, deltaT = 0.7489998341
Iteration 50, 12 moved objects, max delta = 0.003181903143, deltaT = 0.75
Iteration 51, 8 moved objects, max delta = 0.001867779323, deltaT = 0.75
Iteration 52, 10 moved objects, max delta = 0.002836482852, deltaT = 0.7510001659
Iteration 53, 4 moved objects, max delta = 0.002779644043, deltaT = 0.7509999275
Iteration 54, 6 moved objects, max delta = 0.001400964864, deltaT = 0.75
Iteration 55, 6 moved objects, max delta = 0.00226180533, deltaT = 0.7479999065
Iteration 56, 0 moved object, max delta = 0, deltaT = 0.7550001144
Total 56 iterations, 12105 moved objects, clustering performed in 42.41100001 s
Total time with loading: 43.00999999 s
