19000, 5, /data/simple/testSwap_9.matrix, object normalized
486.355
0, 15079, 0.8666770246, 60.21599984
1, 1326, 0.7382021706, 7.170000076
2, 293, 0.09898309388, 1.355000019
3, 203, 0.03417228159, 0.8140001297
4, 166, 0.03192535972, 0.9119999409
5, 100, 0.01744176149, 0.3639998436
6, 65, 0.009733003378, 0.2540001869
7, 36, 0.007865772718, 0.1779999733
8, 28, 0.005761739852, 0.0759999752
9, 27, 0.006319957341, 0.1289999485
10, 10, 0.002054921624, 0.05599999428
11, 12, 0.004132901623, 0.06500005722
12, 7, 0.001208400049, 0.05200004578
13, 13, 0.001979085289, 0.07699990273
14, 5, 0.00140548043, 0.01099991798
15, 5, 0.0007811784152, 0.03100013733
16, 3, 0.002448363475, 0.01499986649
17, 5, 0.001110149385, 0.0110001564
18, 17, 0.004269568248, 0.05900001526
19, 23, 0.009095359969, 0.08999991417
20, 22, 0.008770360438, 0.08999991417
21, 18, 0.00422313734, 0.06100010872
22, 7, 0.0006181508215, 0.003999948502
23, 5, 0.0008217441917, 0.02200007439
24, 6, 0.0008664410364, 0.02999997139
25, 3, 0.001423579274, 0.02200007439
26, 13, 0.002707345919, 0.03699994087
27, 8, 0.004373685812, 0.03399991989
28, 12, 0.003049108472, 0.03299999237
29, 24, 0.005976136176, 0.09100008011
30, 11, 0.003779147528, 0.05900001526
31, 8, 0.001351627475, 0.04299998283
32, 11, 0.002575426276, 0.2960000038
33, 10, 0.002919762989, 0.09500002861
34, 11, 0.001896468563, 0.3199999332
35, 16, 0.00319197583, 0.2580001354
36, 31, 0.005949288621, 0.8159999847
37, 27, 0.008962498918, 0.4619998932
38, 38, 0.008758767957, 0.5710000992
39, 19, 0.008529595823, 0.1510000229
40, 29, 0.01531556879, 0.0649998188
41, 46, 0.01458957158, 0.1679999828
42, 54, 0.01342098009, 0.1549999714
43, 31, 0.01560052877, 0.0680000782
44, 15, 0.004461744519, 0.0150001049
45, 6, 0.002863503438, 0.03600001335
46, 0, 0, 0.0009999275208
47, 17904, 76.03699994
562.392
