K-averages clustering of 11000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_1.matrix'
Loading data and computing initial values: 0.7320001125 s (all future times given in seconds)
Iteration 1, 8414 moved objects, max delta = 0.01587334798, deltaT = 0.9269998074
Iteration 2, 2611 moved objects, max delta = 0.3897129845, deltaT = 0.9260001183
Iteration 3, 1229 moved objects, max delta = 0.148985305, deltaT = 0.9140000343
Iteration 4, 792 moved objects, max delta = 0.1143950914, deltaT = 0.9119999409
Iteration 5, 600 moved objects, max delta = 0.09350275744, deltaT = 0.9119999409
Iteration 6, 579 moved objects, max delta = 0.1261133232, deltaT = 0.9130001068
Iteration 7, 597 moved objects, max delta = 0.1072752232, deltaT = 0.9340000153
Iteration 8, 593 moved objects, max delta = 0.1224439038, deltaT = 0.9509999752
Iteration 9, 578 moved objects, max delta = 0.171385261, deltaT = 0.9259998798
Iteration 10, 388 moved objects, max delta = 0.1645955999, deltaT = 0.9149999619
Iteration 11, 240 moved objects, max delta = 0.06072526532, deltaT = 0.9280002117
Iteration 12, 139 moved objects, max delta = 0.04527843683, deltaT = 0.9519999027
Iteration 13, 98 moved objects, max delta = 0.02751129936, deltaT = 0.9309999943
Iteration 14, 76 moved objects, max delta = 0.01950216533, deltaT = 0.9100000858
Iteration 15, 45 moved objects, max delta = 0.01635507879, deltaT = 0.9089999199
Iteration 16, 31 moved objects, max delta = 0.009192435788, deltaT = 0.9129998684
Iteration 17, 33 moved objects, max delta = 0.005911760401, deltaT = 0.9050002098
Iteration 18, 29 moved objects, max delta = 0.006871205968, deltaT = 0.9340000153
Iteration 19, 17 moved objects, max delta = 0.004776388478, deltaT = 0.9089999199
Iteration 20, 12 moved objects, max delta = 0.001824539294, deltaT = 0.9119999409
Iteration 21, 17 moved objects, max delta = 0.002313828668, deltaT = 0.9060001373
Iteration 22, 14 moved objects, max delta = 0.006149812382, deltaT = 0.9249999523
Iteration 23, 7 moved objects, max delta = 0.002000336829, deltaT = 0.9409999847
Iteration 24, 4 moved objects, max delta = 0.0006143000005, deltaT = 0.9140000343
Iteration 25, 4 moved objects, max delta = 0.001250703449, deltaT = 0.9029998779
Iteration 26, 6 moved objects, max delta = 0.001854158214, deltaT = 0.9049999714
Iteration 27, 4 moved objects, max delta = 0.004056399012, deltaT = 0.9070000648
Iteration 28, 7 moved objects, max delta = 0.001694592596, deltaT = 0.9079999924
Iteration 29, 4 moved objects, max delta = 0.00142524861, deltaT = 0.9370000362
Iteration 30, 1 moved object, max delta = 6.590242746e-05, deltaT = 0.9300000668
Iteration 31, 2 moved objects, max delta = 0.0005468319196, deltaT = 0.9059998989
Iteration 32, 3 moved objects, max delta = 0.0004805267505, deltaT = 0.9100000858
Iteration 33, 2 moved objects, max delta = 0.001066820369, deltaT = 0.9240000248
Iteration 34, 3 moved objects, max delta = 0.0008038099366, deltaT = 0.9499998093
Iteration 35, 5 moved objects, max delta = 0.001969007429, deltaT = 0.9190001488
Iteration 36, 4 moved objects, max delta = 0.0007752516514, deltaT = 0.9099998474
Iteration 37, 5 moved objects, max delta = 0.000860465041, deltaT = 0.9160001278
Iteration 38, 6 moved objects, max delta = 0.000661253032, deltaT = 0.9500000477
Iteration 39, 4 moved objects, max delta = 0.001527192925, deltaT = 0.9489998817
Iteration 40, 5 moved objects, max delta = 0.0009169372753, deltaT = 0.9500000477
Iteration 41, 5 moved objects, max delta = 0.0004212731312, deltaT = 0.9500000477
Iteration 42, 5 moved objects, max delta = 0.0007407936753, deltaT = 0.9079999924
Iteration 43, 4 moved objects, max delta = 0.0009700804964, deltaT = 0.9370000362
Iteration 44, 2 moved objects, max delta = 0.0001094603891, deltaT = 0.9169998169
Iteration 45, 3 moved objects, max delta = 0.0004989372899, deltaT = 0.9090001583
Iteration 46, 2 moved objects, max delta = 0.0008584157902, deltaT = 0.9219999313
Iteration 47, 1 moved object, max delta = 0.0001095794916, deltaT = 0.9309999943
Iteration 48, 0 moved object, max delta = 0, deltaT = 0.9079999924
Total 48 iterations, 17230 moved objects, clustering performed in 44.27499986 s
Total time with loading: 45.00699997 s
