16000, 5, /data/simple/testSwap_6.matrix, object normalized
1.845999956
0, 12638, 0.9357236496, 4.111000061
1, 947, 0.7751899993, 0.3189997673
2, 338, 0.1954556229, 0.1160001755
3, 168, 0.1074537236, 0.05900001526
4, 105, 0.04054600807, 0.03699994087
5, 89, 0.0281325989, 0.03099989891
6, 59, 0.02049555019, 0.02100014687
7, 48, 0.0134838304, 0.01799988747
8, 39, 0.01854122686, 0.01399993896
9, 39, 0.01266737754, 0.0150001049
10, 36, 0.01477765275, 0.01300001144
11, 36, 0.01006317478, 0.01300001144
12, 42, 0.01637709914, 0.01600003242
13, 44, 0.01620959357, 0.01600003242
14, 45, 0.02198012691, 0.01600003242
15, 33, 0.0111432798, 0.01299977303
16, 18, 0.009302775526, 0.007000207901
17, 5, 0.002283740666, 0.003000020981
18, 2, 0.001029827812, 0.001999855042
19, 11, 0.004813146879, 0.005000114441
20, 12, 0.00534324488, 0.004999876022
21, 5, 0.002964688376, 0.003000020981
22, 1, 4.687058497e-05, 0.0009999275208
23, 0, 0, 0.001000165939
24, 14760, 4.855999947
6.701999903
