K-averages clustering of 18000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_8.matrix'
Loading data and computing initial values: 1.950000048 s (all future times given in seconds)
Iteration 1, 13992 moved objects, max delta = 0.01945873781, deltaT = 2.575000048
Iteration 2, 1867 moved objects, max delta = 0.3566577575, deltaT = 2.476999998
Iteration 3, 894 moved objects, max delta = 0.08864974652, deltaT = 2.457999945
Iteration 4, 744 moved objects, max delta = 0.07503943876, deltaT = 2.460000038
Iteration 5, 691 moved objects, max delta = 0.07478881746, deltaT = 2.450999975
Iteration 6, 602 moved objects, max delta = 0.06270929739, deltaT = 2.539000034
Iteration 7, 552 moved objects, max delta = 0.05016608002, deltaT = 2.447999954
Iteration 8, 519 moved objects, max delta = 0.05094998568, deltaT = 2.446000099
Iteration 9, 506 moved objects, max delta = 0.0532339938, deltaT = 2.447000027
Iteration 10, 485 moved objects, max delta = 0.0513082455, deltaT = 2.450999975
Iteration 11, 415 moved objects, max delta = 0.05435097026, deltaT = 2.457000017
Iteration 12, 397 moved objects, max delta = 0.05258067583, deltaT = 2.523000002
Iteration 13, 337 moved objects, max delta = 0.04843621537, deltaT = 2.486999989
Iteration 14, 325 moved objects, max delta = 0.04213984066, deltaT = 2.454999924
Iteration 15, 303 moved objects, max delta = 0.03024914069, deltaT = 2.460999966
Iteration 16, 284 moved objects, max delta = 0.02852071716, deltaT = 2.460000038
Iteration 17, 266 moved objects, max delta = 0.02461330024, deltaT = 2.443000078
Iteration 18, 285 moved objects, max delta = 0.03013277552, deltaT = 2.447999954
Iteration 19, 309 moved objects, max delta = 0.0347058687, deltaT = 2.44900012
Iteration 20, 331 moved objects, max delta = 0.03602990806, deltaT = 2.447999954
Iteration 21, 322 moved objects, max delta = 0.0392382113, deltaT = 2.448999882
Iteration 22, 315 moved objects, max delta = 0.03887469413, deltaT = 2.44900012
Iteration 23, 288 moved objects, max delta = 0.04400061506, deltaT = 2.441999912
Iteration 24, 264 moved objects, max delta = 0.04330469661, deltaT = 2.488000154
Iteration 25, 223 moved objects, max delta = 0.03543309789, deltaT = 2.530999899
Iteration 26, 195 moved objects, max delta = 0.02873577715, deltaT = 2.500999928
Iteration 27, 177 moved objects, max delta = 0.02427374513, deltaT = 2.463000059
Iteration 28, 176 moved objects, max delta = 0.02532139349, deltaT = 2.446000099
Iteration 29, 180 moved objects, max delta = 0.02182050007, deltaT = 2.436999798
Iteration 30, 160 moved objects, max delta = 0.02062313688, deltaT = 2.46600008
Iteration 31, 135 moved objects, max delta = 0.0172938277, deltaT = 2.440000057
Iteration 32, 117 moved objects, max delta = 0.01598884764, deltaT = 2.444999933
Iteration 33, 112 moved objects, max delta = 0.01400550871, deltaT = 2.455000162
Iteration 34, 116 moved objects, max delta = 0.01487836266, deltaT = 2.496999979
Iteration 35, 104 moved objects, max delta = 0.01401643884, deltaT = 2.450000048
Iteration 36, 91 moved objects, max delta = 0.01275680561, deltaT = 2.503999949
Iteration 37, 82 moved objects, max delta = 0.009539627582, deltaT = 2.444000006
Iteration 38, 96 moved objects, max delta = 0.01136024172, deltaT = 2.503000021
Iteration 39, 83 moved objects, max delta = 0.01244519437, deltaT = 2.549000025
Iteration 40, 76 moved objects, max delta = 0.01117173325, deltaT = 2.468999863
Iteration 41, 65 moved objects, max delta = 0.008651381288, deltaT = 2.436000109
Iteration 42, 59 moved objects, max delta = 0.006822579895, deltaT = 2.440999985
Iteration 43, 42 moved objects, max delta = 0.007329046655, deltaT = 2.437000036
Iteration 44, 49 moved objects, max delta = 0.004173144082, deltaT = 2.460999966
Iteration 45, 53 moved objects, max delta = 0.005593709597, deltaT = 2.434000015
Iteration 46, 46 moved objects, max delta = 0.005624745937, deltaT = 2.497999907
Iteration 47, 35 moved objects, max delta = 0.004791294403, deltaT = 2.453999996
Iteration 48, 20 moved objects, max delta = 0.003635550853, deltaT = 2.43200016
Iteration 49, 25 moved objects, max delta = 0.002252415409, deltaT = 2.432999849
Iteration 50, 23 moved objects, max delta = 0.002186026865, deltaT = 2.433000088
Iteration 51, 14 moved objects, max delta = 0.001129651228, deltaT = 2.437000036
Iteration 52, 15 moved objects, max delta = 0.001487294314, deltaT = 2.437999964
Iteration 53, 17 moved objects, max delta = 0.001450056763, deltaT = 2.434000015
Iteration 54, 13 moved objects, max delta = 0.001346186746, deltaT = 2.438999891
Iteration 55, 15 moved objects, max delta = 0.00174869556, deltaT = 2.434000015
Iteration 56, 7 moved objects, max delta = 0.001777595232, deltaT = 2.43900013
Iteration 57, 8 moved objects, max delta = 0.00136396554, deltaT = 2.434000015
Iteration 58, 12 moved objects, max delta = 0.0012511896, deltaT = 2.431999922
Iteration 59, 11 moved objects, max delta = 0.002278016126, deltaT = 2.438999891
Iteration 60, 7 moved objects, max delta = 0.001935259516, deltaT = 2.435000181
Iteration 61, 5 moved objects, max delta = 0.0004909625333, deltaT = 2.439999819
Iteration 62, 7 moved objects, max delta = 0.001026366247, deltaT = 2.470999956
Iteration 63, 4 moved objects, max delta = 0.000488463294, deltaT = 2.441000223
Iteration 64, 2 moved objects, max delta = 0.0005540030194, deltaT = 2.437999964
Iteration 65, 0 moved object, max delta = 0, deltaT = 2.432999849
Total 65 iterations, 27970 moved objects, clustering performed in 159.8559999 s
Total time with loading: 161.806 s
