18000, 5, /data/simple/testSwap_8.matrix, object normalized
2.253000021
0, 14250, 0.9405656617, 5.214999914
1, 2357, 0.6718372025, 0.8629999161
2, 699, 0.2058288697, 0.2599999905
3, 403, 0.1017897841, 0.1480000019
4, 271, 0.05422319572, 0.1019999981
5, 220, 0.04414260943, 0.08300018311
6, 150, 0.04474190819, 0.05799984932
7, 137, 0.0386109378, 0.05200004578
8, 114, 0.03688074508, 0.04500007629
9, 105, 0.02907556111, 0.04099988937
10, 87, 0.02814922703, 0.03500008583
11, 64, 0.01542284547, 0.02600002289
12, 56, 0.01031382914, 0.02199983597
13, 50, 0.01280610816, 0.02100014687
14, 35, 0.01264676753, 0.01399993896
15, 26, 0.005784179935, 0.01200008392
16, 6, 0.002116964761, 0.003000020981
17, 0, 0, 0.001999855042
18, 19030, 7.001999855
9.254999876
