19000, 5, /data/simple/testSwap_9.matrix, object normalized
444.4680002
0, 15071, 0.9329940756, 50.454
1, 1353, 0.869884428, 11.27999997
2, 433, 0.1495706186, 2.342999935
3, 319, 0.07864218287, 1.338999987
4, 282, 0.06341258256, 3.111999989
5, 172, 0.05288322271, 3.402000189
6, 91, 0.02340258437, 0.3059999943
7, 76, 0.02012681641, 0.368999958
8, 54, 0.01220300923, 0.1900000572
9, 39, 0.009705111682, 0.07999992371
10, 31, 0.006678461721, 0.09899997711
11, 38, 0.01491012932, 0.1340000629
12, 43, 0.0135536783, 0.1649999619
13, 35, 0.01205705971, 0.1319999695
14, 69, 0.01009119874, 0.2539999485
15, 61, 0.01031295891, 0.1519999504
16, 53, 0.01400624736, 0.2250001431
17, 53, 0.008801669681, 0.1700000763
18, 45, 0.007014566824, 0.1629998684
19, 48, 0.006199627126, 0.2269999981
20, 40, 0.008833181349, 0.1319999695
21, 40, 0.005182912556, 0.131000042
22, 19, 0.004648286779, 0.04800009727
23, 27, 0.008041715508, 0.1109998226
24, 31, 0.009810041589, 0.1180000305
25, 34, 0.007534324315, 0.1660001278
26, 17, 0.00665754253, 0.05999994278
27, 28, 0.005344188192, 0.07999992371
28, 30, 0.006245752274, 0.04200005531
29, 30, 0.006112334134, 0.05599999428
30, 24, 0.007560974986, 0.04699993134
31, 29, 0.004670837557, 0.04400014877
32, 23, 0.008327972837, 0.04399991035
33, 20, 0.003772298123, 0.04699993134
34, 5, 0.00271209455, 0.0119998455
35, 3, 0.0007138357296, 0.008000135422
36, 3, 0.0003427565647, 0.03299999237
37, 0, 0, 0.001999855042
38, 18769, 75.8809998
520.362
