K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 1.534999847 s (all future times given in seconds)
Iteration 1, 12313 moved objects, max delta = 0.016241883, deltaT = 2.012000084
Iteration 2, 3977 moved objects, max delta = 0.2759736606, deltaT = 1.968999863
Iteration 3, 1526 moved objects, max delta = 0.317337174, deltaT = 1.963999987
Iteration 4, 919 moved objects, max delta = 0.1477419254, deltaT = 1.989000082
Iteration 5, 826 moved objects, max delta = 0.1680383656, deltaT = 1.967999935
Iteration 6, 647 moved objects, max delta = 0.179852092, deltaT = 1.988000154
Iteration 7, 509 moved objects, max delta = 0.09545319628, deltaT = 1.993999958
Iteration 8, 421 moved objects, max delta = 0.0683670535, deltaT = 1.943000078
Iteration 9, 344 moved objects, max delta = 0.05247658171, deltaT = 1.970999956
Iteration 10, 308 moved objects, max delta = 0.04966332939, deltaT = 1.924000025
Iteration 11, 265 moved objects, max delta = 0.04619876688, deltaT = 1.927000046
Iteration 12, 203 moved objects, max delta = 0.03865711761, deltaT = 1.924000025
Iteration 13, 169 moved objects, max delta = 0.02842610502, deltaT = 1.924999952
Iteration 14, 143 moved objects, max delta = 0.02443886612, deltaT = 1.924000025
Iteration 15, 111 moved objects, max delta = 0.01776212373, deltaT = 1.919999838
Iteration 16, 93 moved objects, max delta = 0.014274064, deltaT = 1.927000046
Iteration 17, 82 moved objects, max delta = 0.01045711845, deltaT = 1.967000008
Iteration 18, 79 moved objects, max delta = 0.01294341036, deltaT = 1.926000118
Iteration 19, 71 moved objects, max delta = 0.01212778631, deltaT = 1.924000025
Iteration 20, 60 moved objects, max delta = 0.01130753586, deltaT = 1.957999945
Iteration 21, 49 moved objects, max delta = 0.01039313871, deltaT = 1.947999954
Iteration 22, 39 moved objects, max delta = 0.008353277667, deltaT = 1.947999954
Iteration 23, 36 moved objects, max delta = 0.008830261045, deltaT = 1.930999994
Iteration 24, 30 moved objects, max delta = 0.004489636946, deltaT = 1.957000017
Iteration 25, 25 moved objects, max delta = 0.004678664232, deltaT = 1.927000046
Iteration 26, 36 moved objects, max delta = 0.003400160771, deltaT = 1.920000076
Iteration 27, 36 moved objects, max delta = 0.003890167324, deltaT = 1.922999859
Iteration 28, 29 moved objects, max delta = 0.00434927903, deltaT = 1.927000046
Iteration 29, 32 moved objects, max delta = 0.003461569587, deltaT = 1.921000004
Iteration 30, 32 moved objects, max delta = 0.004606731942, deltaT = 1.91899991
Iteration 31, 33 moved objects, max delta = 0.00398153073, deltaT = 1.923000097
Iteration 32, 36 moved objects, max delta = 0.005941660419, deltaT = 1.946000099
Iteration 33, 32 moved objects, max delta = 0.006361336549, deltaT = 1.972999811
Iteration 34, 22 moved objects, max delta = 0.003831024183, deltaT = 1.927000046
Iteration 35, 25 moved objects, max delta = 0.002825840739, deltaT = 1.921000004
Iteration 36, 29 moved objects, max delta = 0.003489888046, deltaT = 1.921000004
Iteration 37, 32 moved objects, max delta = 0.003973288147, deltaT = 1.923000097
Iteration 38, 27 moved objects, max delta = 0.005877995716, deltaT = 1.931999922
Iteration 39, 23 moved objects, max delta = 0.002800985618, deltaT = 2.012000084
Iteration 40, 21 moved objects, max delta = 0.003075813243, deltaT = 2.008999825
Iteration 41, 22 moved objects, max delta = 0.002585130076, deltaT = 2.012000084
Iteration 42, 16 moved objects, max delta = 0.003874692865, deltaT = 1.980000019
Iteration 43, 12 moved objects, max delta = 0.002766772215, deltaT = 1.928999901
Iteration 44, 12 moved objects, max delta = 0.001697115037, deltaT = 1.926000118
Iteration 45, 13 moved objects, max delta = 0.002425526769, deltaT = 1.924000025
Iteration 46, 13 moved objects, max delta = 0.00273754141, deltaT = 1.92599988
Iteration 47, 17 moved objects, max delta = 0.002183864363, deltaT = 1.96600008
Iteration 48, 12 moved objects, max delta = 0.001809554701, deltaT = 1.924999952
Iteration 49, 14 moved objects, max delta = 0.001127170153, deltaT = 1.926000118
Iteration 50, 22 moved objects, max delta = 0.001927670233, deltaT = 1.924999952
Iteration 51, 24 moved objects, max delta = 0.00425424178, deltaT = 1.923000097
Iteration 52, 23 moved objects, max delta = 0.002822582628, deltaT = 1.92599988
Iteration 53, 12 moved objects, max delta = 0.003123261463, deltaT = 1.930999994
Iteration 54, 12 moved objects, max delta = 0.001867515719, deltaT = 1.953000069
Iteration 55, 8 moved objects, max delta = 0.0006900685191, deltaT = 1.993999958
Iteration 56, 4 moved objects, max delta = 0.0006529037708, deltaT = 1.921000004
Iteration 57, 0 moved object, max delta = 0, deltaT = 1.971999884
Total 57 iterations, 23926 moved objects, clustering performed in 110.9119999 s
Total time with loading: 112.4469998 s
