12000, 5, /data/simple/testSwap_2.matrix, object normalized
1.023999929
0, 9462, 0.9105379913, 2.382999897
1, 1047, 0.8609781601, 0.2550001144
2, 482, 0.2056182293, 0.1180000305
3, 303, 0.1050647538, 0.0759999752
4, 244, 0.05330715581, 0.05999994278
5, 177, 0.05318293829, 0.04399991035
6, 75, 0.03298993036, 0.01900005341
7, 56, 0.01567958466, 0.01399993896
8, 43, 0.01757631467, 0.0110001564
9, 60, 0.02168191904, 0.01600003242
10, 50, 0.02000471562, 0.01300001144
11, 57, 0.01632160287, 0.01399993896
12, 46, 0.01376412034, 0.01200008392
13, 36, 0.0152818037, 0.009999990463
14, 25, 0.008053637634, 0.006999969482
15, 11, 0.006533540105, 0.003000020981
16, 1, 0.001847652541, 0.0009999275208
17, 2, 0.001400941058, 0.00200009346
18, 0, 0, 0
19, 12177, 3.058000088
4.082000017
