15000, 5, /data/simple/testSwap_5.matrix, object normalized
209.7079999
0, 11827, 0.9681987862, 9.493999958
1, 869, 0.5897596169, 0.4880001545
2, 362, 0.1157311159, 0.1649999619
3, 324, 0.1243157006, 0.1169998646
4, 321, 0.1183835274, 0.111000061
5, 328, 0.1112268395, 0.138999939
6, 337, 0.1243320729, 0.1370000839
7, 338, 0.1286920108, 0.1270000935
8, 343, 0.1380838835, 0.1380000114
9, 331, 0.1362242552, 0.1159999371
10, 352, 0.1401258403, 0.1410000324
11, 358, 0.1467702372, 0.132999897
12, 323, 0.1524320395, 0.120000124
13, 256, 0.1169037209, 0.125
14, 241, 0.09425476419, 0.09899997711
15, 216, 0.08967350208, 0.08899998665
16, 194, 0.06324132271, 0.06599998474
17, 173, 0.06691031954, 0.08299994469
18, 89, 0.04775234866, 0.03900003433
19, 80, 0.02946117396, 0.03399991989
20, 65, 0.02718426799, 0.04800009727
21, 47, 0.01593827141, 0.01699995995
22, 41, 0.01439072397, 0.01399993896
23, 37, 0.009266598777, 0.01300001144
24, 36, 0.01143838154, 0.01400017738
25, 22, 0.0111363379, 0.007999897003
26, 12, 0.004405247808, 0.005000114441
27, 7, 0.003331266908, 0.002999782562
28, 0, 0, 0.001000165939
29, 17929, 12.08400011
221.842
