12000, 5, /data/simple/testSwap_2.matrix, object normalized
6.835000038
0, 9497, 0.8504690465, 2.422999859
1, 1471, 0.6148676353, 0.3759999275
2, 411, 0.1392185986, 0.106000185
3, 348, 0.1695800466, 0.08899998665
4, 390, 0.1749087564, 0.1009998322
5, 409, 0.2022067215, 0.1050000191
6, 345, 0.1973500078, 0.08899998665
7, 264, 0.1118884834, 0.0680000782
8, 233, 0.09812741274, 0.05999994278
9, 198, 0.07240998427, 0.05100011826
10, 139, 0.05019301822, 0.03699994087
11, 105, 0.03381278538, 0.02699995041
12, 69, 0.02140161905, 0.01900005341
13, 45, 0.01678089695, 0.01200008392
14, 49, 0.01335398169, 0.01300001144
15, 39, 0.01525523821, 0.01099991798
16, 22, 0.01261795825, 0.006999969482
17, 26, 0.01017624243, 0.006999969482
18, 29, 0.01479085774, 0.009000062943
19, 37, 0.01301870153, 0.009999990463
20, 34, 0.01365226897, 0.009000062943
21, 27, 0.02167251987, 0.007999897003
22, 14, 0.005223242502, 0.005000114441
23, 10, 0.002657590659, 0.003000020981
24, 9, 0.003528701898, 0.003000020981
25, 5, 0.001420519287, 0.001999855042
26, 7, 0.001344582242, 0.003000020981
27, 1, 0.003014047298, 0.0009999275208
28, 1, 0.0003781869095, 0.001000165939
29, 0, 0, 0.0009999275208
30, 14234, 3.655999899
10.49099994
