K-averages clustering of 19000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_9.matrix'
Loading data and computing initial values: 2.179000139 s (all future times given in seconds)
Iteration 1, 14774 moved objects, max delta = 0.01296444347, deltaT = 2.743000031
Iteration 2, 3154 moved objects, max delta = 0.3722924768, deltaT = 2.743999958
Iteration 3, 659 moved objects, max delta = 0.08355524732, deltaT = 2.730999947
Iteration 4, 370 moved objects, max delta = 0.04091099273, deltaT = 2.732000113
Iteration 5, 270 moved objects, max delta = 0.0281570551, deltaT = 2.728999853
Iteration 6, 228 moved objects, max delta = 0.0202552126, deltaT = 2.737999916
Iteration 7, 169 moved objects, max delta = 0.01958876565, deltaT = 2.728000164
Iteration 8, 122 moved objects, max delta = 0.01600059662, deltaT = 2.736000061
Iteration 9, 102 moved objects, max delta = 0.01234518037, deltaT = 2.727999926
Iteration 10, 88 moved objects, max delta = 0.01074767829, deltaT = 2.726999998
Iteration 11, 73 moved objects, max delta = 0.009107241488, deltaT = 2.723999977
Iteration 12, 75 moved objects, max delta = 0.00948350864, deltaT = 2.72300005
Iteration 13, 65 moved objects, max delta = 0.008454550833, deltaT = 2.727999926
Iteration 14, 59 moved objects, max delta = 0.008150454434, deltaT = 2.719000101
Iteration 15, 53 moved objects, max delta = 0.005488774193, deltaT = 2.720999956
Iteration 16, 55 moved objects, max delta = 0.003897429968, deltaT = 2.720999956
Iteration 17, 39 moved objects, max delta = 0.004283915895, deltaT = 2.719000101
Iteration 18, 48 moved objects, max delta = 0.00335203593, deltaT = 2.721999884
Iteration 19, 46 moved objects, max delta = 0.003797118831, deltaT = 2.722000122
Iteration 20, 47 moved objects, max delta = 0.004213818009, deltaT = 2.740999937
Iteration 21, 47 moved objects, max delta = 0.005441755593, deltaT = 2.747999907
Iteration 22, 56 moved objects, max delta = 0.005161335578, deltaT = 2.769000053
Iteration 23, 54 moved objects, max delta = 0.005167388242, deltaT = 2.727999926
Iteration 24, 58 moved objects, max delta = 0.005089833885, deltaT = 2.728000164
Iteration 25, 49 moved objects, max delta = 0.007002071178, deltaT = 2.725999832
Iteration 26, 55 moved objects, max delta = 0.005000060122, deltaT = 2.723999977
Iteration 27, 43 moved objects, max delta = 0.00669705496, deltaT = 2.729000092
Iteration 28, 45 moved objects, max delta = 0.005440213916, deltaT = 2.722000122
Iteration 29, 28 moved objects, max delta = 0.005180096418, deltaT = 2.811999798
Iteration 30, 26 moved objects, max delta = 0.002596190832, deltaT = 2.802000046
Iteration 31, 23 moved objects, max delta = 0.002509085117, deltaT = 2.720999956
Iteration 32, 23 moved objects, max delta = 0.003000332942, deltaT = 2.722000122
Iteration 33, 24 moved objects, max delta = 0.002735067729, deltaT = 2.730000019
Iteration 34, 19 moved objects, max delta = 0.004242921794, deltaT = 2.736999989
Iteration 35, 21 moved objects, max delta = 0.003739102478, deltaT = 2.848999977
Iteration 36, 19 moved objects, max delta = 0.002169621468, deltaT = 2.769000053
Iteration 37, 14 moved objects, max delta = 0.001915526966, deltaT = 2.722999811
Iteration 38, 15 moved objects, max delta = 0.001709611514, deltaT = 2.726999998
Iteration 39, 21 moved objects, max delta = 0.00250562255, deltaT = 2.73300004
Iteration 40, 21 moved objects, max delta = 0.002849046919, deltaT = 2.763000011
Iteration 41, 18 moved objects, max delta = 0.002171848791, deltaT = 2.738000154
Iteration 42, 19 moved objects, max delta = 0.003341545591, deltaT = 2.720999956
Iteration 43, 16 moved objects, max delta = 0.002276239982, deltaT = 2.723999977
Iteration 44, 13 moved objects, max delta = 0.001501210998, deltaT = 2.726000071
Iteration 45, 17 moved objects, max delta = 0.001373821818, deltaT = 2.731999874
Iteration 46, 14 moved objects, max delta = 0.00124652832, deltaT = 2.72300005
Iteration 47, 12 moved objects, max delta = 0.0009690614843, deltaT = 2.744999886
Iteration 48, 15 moved objects, max delta = 0.001021819496, deltaT = 2.825000048
Iteration 49, 12 moved objects, max delta = 0.00112535918, deltaT = 2.779999971
Iteration 50, 18 moved objects, max delta = 0.001398313502, deltaT = 2.736999989
Iteration 51, 9 moved objects, max delta = 0.002219014883, deltaT = 2.729000092
Iteration 52, 9 moved objects, max delta = 0.00216048844, deltaT = 2.846999884
Iteration 53, 11 moved objects, max delta = 0.000749279497, deltaT = 2.816000223
Iteration 54, 12 moved objects, max delta = 0.002104976862, deltaT = 2.747999907
Iteration 55, 12 moved objects, max delta = 0.002492044649, deltaT = 2.73300004
Iteration 56, 13 moved objects, max delta = 0.002521499705, deltaT = 2.720999956
Iteration 57, 16 moved objects, max delta = 0.00196111045, deltaT = 2.720000029
Iteration 58, 17 moved objects, max delta = 0.003715449185, deltaT = 2.726999998
Iteration 59, 14 moved objects, max delta = 0.002281001216, deltaT = 2.78399992
Iteration 60, 17 moved objects, max delta = 0.002833560878, deltaT = 2.778000116
Iteration 61, 18 moved objects, max delta = 0.002652297037, deltaT = 2.720999956
Iteration 62, 21 moved objects, max delta = 0.002912842858, deltaT = 2.720999956
Iteration 63, 26 moved objects, max delta = 0.004047618842, deltaT = 2.720000029
Iteration 64, 29 moved objects, max delta = 0.005203605794, deltaT = 2.727999926
Iteration 65, 39 moved objects, max delta = 0.006003750054, deltaT = 2.726000071
Iteration 66, 47 moved objects, max delta = 0.008703724102, deltaT = 2.742000103
Iteration 67, 37 moved objects, max delta = 0.004482237444, deltaT = 2.751999855
Iteration 68, 29 moved objects, max delta = 0.006107523303, deltaT = 2.723999977
Iteration 69, 24 moved objects, max delta = 0.004679343318, deltaT = 2.758000135
Iteration 70, 22 moved objects, max delta = 0.003095001911, deltaT = 2.767999887
Iteration 71, 23 moved objects, max delta = 0.0027313593, deltaT = 2.717000008
Iteration 72, 20 moved objects, max delta = 0.003140399988, deltaT = 2.724999905
Iteration 73, 15 moved objects, max delta = 0.002525984239, deltaT = 2.722000122
Iteration 74, 18 moved objects, max delta = 0.002124902543, deltaT = 2.739000082
Iteration 75, 23 moved objects, max delta = 0.002461769349, deltaT = 2.726999998
Iteration 76, 24 moved objects, max delta = 0.003386083369, deltaT = 2.728999853
Iteration 77, 26 moved objects, max delta = 0.003421125859, deltaT = 2.726999998
Iteration 78, 27 moved objects, max delta = 0.005356613283, deltaT = 2.72300005
Iteration 79, 34 moved objects, max delta = 0.004899422796, deltaT = 2.724999905
Iteration 80, 32 moved objects, max delta = 0.00564923025, deltaT = 2.765000105
Iteration 81, 44 moved objects, max delta = 0.006100475194, deltaT = 2.766000032
Iteration 82, 34 moved objects, max delta = 0.006378958782, deltaT = 2.723999977
Iteration 83, 33 moved objects, max delta = 0.007194154851, deltaT = 2.730000019
Iteration 84, 37 moved objects, max delta = 0.005755582431, deltaT = 2.723999977
Iteration 85, 42 moved objects, max delta = 0.005438460289, deltaT = 2.730999947
Iteration 86, 39 moved objects, max delta = 0.00596672389, deltaT = 2.765000105
Iteration 87, 33 moved objects, max delta = 0.005745758858, deltaT = 2.727999926
Iteration 88, 28 moved objects, max delta = 0.005236664736, deltaT = 2.752000093
Iteration 89, 32 moved objects, max delta = 0.003379989935, deltaT = 2.764999866
Iteration 90, 26 moved objects, max delta = 0.004151174728, deltaT = 2.752000093
Iteration 91, 25 moved objects, max delta = 0.003074762782, deltaT = 2.805000067
Iteration 92, 24 moved objects, max delta = 0.002924722043, deltaT = 2.745999813
Iteration 93, 15 moved objects, max delta = 0.003288254847, deltaT = 2.811000109
Iteration 94, 14 moved objects, max delta = 0.001182714843, deltaT = 2.779000044
Iteration 95, 8 moved objects, max delta = 0.001101052161, deltaT = 2.77699995
Iteration 96, 5 moved objects, max delta = 0.001130870944, deltaT = 2.72300005
Iteration 97, 4 moved objects, max delta = 0.001341655599, deltaT = 2.768999815
Iteration 98, 3 moved objects, max delta = 0.0006604859388, deltaT = 2.731000185
Iteration 99, 4 moved objects, max delta = 0.0001893194492, deltaT = 2.726999998
Iteration 100, 3 moved objects, max delta = 0.0003423573688, deltaT = 2.756999969
Iteration 101, 0 moved object, max delta = 0, deltaT = 2.754999876
Total 101 iterations, 22428 moved objects, clustering performed in 277.0679998 s
Total time with loading: 279.247 s
