K-averages clustering of 17000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_7.matrix'
Loading data and computing initial values: 1.73300004 s (all future times given in seconds)
Iteration 1, 13204 moved objects, max delta = 0.01693880341, deltaT = 2.257999897
Iteration 2, 2737 moved objects, max delta = 0.424598879, deltaT = 2.245000124
Iteration 3, 843 moved objects, max delta = 0.1127851607, deltaT = 2.217000008
Iteration 4, 573 moved objects, max delta = 0.07851952637, deltaT = 2.208999872
Iteration 5, 451 moved objects, max delta = 0.06820781697, deltaT = 2.203000069
Iteration 6, 377 moved objects, max delta = 0.05410564259, deltaT = 2.200999975
Iteration 7, 337 moved objects, max delta = 0.05144021547, deltaT = 2.203000069
Iteration 8, 377 moved objects, max delta = 0.05555539105, deltaT = 2.190000057
Iteration 9, 427 moved objects, max delta = 0.07333831055, deltaT = 2.189999819
Iteration 10, 477 moved objects, max delta = 0.0765578836, deltaT = 2.185000181
Iteration 11, 498 moved objects, max delta = 0.08553901497, deltaT = 2.180999994
Iteration 12, 466 moved objects, max delta = 0.09030317989, deltaT = 2.172999859
Iteration 13, 385 moved objects, max delta = 0.08633741859, deltaT = 2.179000139
Iteration 14, 292 moved objects, max delta = 0.06649108737, deltaT = 2.171000004
Iteration 15, 228 moved objects, max delta = 0.05443676114, deltaT = 2.172999859
Iteration 16, 193 moved objects, max delta = 0.03950585096, deltaT = 2.167000055
Iteration 17, 151 moved objects, max delta = 0.02848084926, deltaT = 2.167000055
Iteration 18, 134 moved objects, max delta = 0.01996164445, deltaT = 2.16899991
Iteration 19, 114 moved objects, max delta = 0.01826494852, deltaT = 2.174999952
Iteration 20, 98 moved objects, max delta = 0.01850880306, deltaT = 2.218000174
Iteration 21, 72 moved objects, max delta = 0.01269646986, deltaT = 2.217999935
Iteration 22, 61 moved objects, max delta = 0.007738431117, deltaT = 2.173000097
Iteration 23, 60 moved objects, max delta = 0.007460316264, deltaT = 2.174999952
Iteration 24, 55 moved objects, max delta = 0.005355889245, deltaT = 2.201999903
Iteration 25, 52 moved objects, max delta = 0.008134042827, deltaT = 2.180999994
Iteration 26, 49 moved objects, max delta = 0.008190831128, deltaT = 2.193000078
Iteration 27, 64 moved objects, max delta = 0.007807094794, deltaT = 2.180000067
Iteration 28, 64 moved objects, max delta = 0.00891038499, deltaT = 2.217999935
Iteration 29, 62 moved objects, max delta = 0.009881093491, deltaT = 2.197999954
Iteration 30, 52 moved objects, max delta = 0.01266860012, deltaT = 2.20600009
Iteration 31, 44 moved objects, max delta = 0.008573244645, deltaT = 2.20299983
Iteration 32, 37 moved objects, max delta = 0.005588953474, deltaT = 2.190999985
Iteration 33, 35 moved objects, max delta = 0.0044506617, deltaT = 2.179000139
Iteration 34, 29 moved objects, max delta = 0.003492612253, deltaT = 2.182999849
Iteration 35, 25 moved objects, max delta = 0.004167941743, deltaT = 2.186000109
Iteration 36, 24 moved objects, max delta = 0.003261291796, deltaT = 2.176000118
Iteration 37, 19 moved objects, max delta = 0.004043434134, deltaT = 2.172999859
Iteration 38, 22 moved objects, max delta = 0.003763442848, deltaT = 2.177999973
Iteration 39, 13 moved objects, max delta = 0.002978148701, deltaT = 2.176000118
Iteration 40, 15 moved objects, max delta = 0.001643314298, deltaT = 2.171000004
Iteration 41, 14 moved objects, max delta = 0.002148364026, deltaT = 2.230999947
Iteration 42, 9 moved objects, max delta = 0.0007325005181, deltaT = 2.207999945
Iteration 43, 6 moved objects, max delta = 0.0006944757191, deltaT = 2.190999985
Iteration 44, 3 moved objects, max delta = 0.0001982802779, deltaT = 2.179000139
Iteration 45, 2 moved objects, max delta = 0.0002497775885, deltaT = 2.195999861
Iteration 46, 3 moved objects, max delta = 0.001019595373, deltaT = 2.187999964
Iteration 47, 1 moved object, max delta = 0.0004876625061, deltaT = 2.177000046
Iteration 48, 2 moved objects, max delta = 5.841604186e-05, deltaT = 2.176000118
Iteration 49, 2 moved objects, max delta = 6.550942372e-05, deltaT = 2.176999807
Iteration 50, 3 moved objects, max delta = 0.0003633481104, deltaT = 2.176000118
Iteration 51, 3 moved objects, max delta = 0.0004692158418, deltaT = 2.207999945
Iteration 52, 0 moved object, max delta = 0, deltaT = 2.174000025
Total 52 iterations, 23264 moved objects, clustering performed in 113.915 s
Total time with loading: 115.648 s
