12000, 5, /data/simple/testSwap_2.matrix, object normalized
0.9979999065
0, 9487, 0.9588252641, 2.308000088
1, 854, 0.7795548955, 0.2109999657
2, 452, 0.2385147275, 0.111000061
3, 326, 0.1007059184, 0.07999992371
4, 331, 0.139442887, 0.08100008965
5, 275, 0.1396272489, 0.06799983978
6, 270, 0.1544885687, 0.06599998474
7, 259, 0.1638195321, 0.0640001297
8, 264, 0.1672986198, 0.06500005722
9, 287, 0.1800449276, 0.06999993324
10, 265, 0.127164998, 0.06500005722
11, 218, 0.1128914729, 0.05399990082
12, 195, 0.07563852944, 0.04800009727
13, 168, 0.06483681545, 0.04199981689
14, 116, 0.03880037511, 0.02900004387
15, 96, 0.03266213876, 0.02399992943
16, 83, 0.03757613122, 0.02100014687
17, 62, 0.02295211401, 0.01499986649
18, 42, 0.01588246597, 0.0110001564
19, 43, 0.01407793853, 0.0119998455
20, 25, 0.008316558034, 0.006999969482
21, 34, 0.01456569722, 0.009000062943
22, 18, 0.01231454122, 0.005000114441
23, 31, 0.01561634852, 0.007999897003
24, 28, 0.01903558571, 0.008000135422
25, 30, 0.01318053527, 0.007999897003
26, 36, 0.01269942241, 0.009000062943
27, 25, 0.01682027501, 0.006999969482
28, 10, 0.006103802216, 0.003000020981
29, 3, 0.001202116126, 0.001999855042
30, 2, 0.0004021815319, 0.001000165939
31, 4, 0.001867802776, 0.001999855042
32, 4, 0.001387717811, 0.00200009346
33, 0, 0, 0.0009999275208
34, 14343, 3.51699996
4.514999866
