K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 1.539999962 s (all future times given in seconds)
Iteration 1, 12451 moved objects, max delta = 0.01574686621, deltaT = 2.013999939
Iteration 2, 2013 moved objects, max delta = 0.2497187511, deltaT = 2.039000034
Iteration 3, 1161 moved objects, max delta = 0.1387347966, deltaT = 2.082000017
Iteration 4, 1232 moved objects, max delta = 0.2036941367, deltaT = 2.028000116
Iteration 5, 851 moved objects, max delta = 0.118259951, deltaT = 1.967999935
Iteration 6, 761 moved objects, max delta = 0.1058173031, deltaT = 1.94900012
Iteration 7, 647 moved objects, max delta = 0.103393633, deltaT = 1.936999798
Iteration 8, 554 moved objects, max delta = 0.08428702505, deltaT = 1.963000059
Iteration 9, 469 moved objects, max delta = 0.0807861266, deltaT = 1.937000036
Iteration 10, 389 moved objects, max delta = 0.06625353562, deltaT = 1.930000067
Iteration 11, 306 moved objects, max delta = 0.05109863718, deltaT = 1.931999922
Iteration 12, 242 moved objects, max delta = 0.04173574121, deltaT = 1.927000046
Iteration 13, 192 moved objects, max delta = 0.03135650901, deltaT = 1.930000067
Iteration 14, 152 moved objects, max delta = 0.02440902257, deltaT = 1.9599998
Iteration 15, 132 moved objects, max delta = 0.01950254168, deltaT = 1.96600008
Iteration 16, 101 moved objects, max delta = 0.01597143074, deltaT = 1.963000059
Iteration 17, 96 moved objects, max delta = 0.01764286191, deltaT = 1.92599988
Iteration 18, 83 moved objects, max delta = 0.01045901925, deltaT = 1.926000118
Iteration 19, 80 moved objects, max delta = 0.007600460095, deltaT = 1.928999901
Iteration 20, 68 moved objects, max delta = 0.009123713608, deltaT = 1.929000139
Iteration 21, 62 moved objects, max delta = 0.008117315615, deltaT = 1.928999901
Iteration 22, 49 moved objects, max delta = 0.006800284761, deltaT = 1.969000101
Iteration 23, 55 moved objects, max delta = 0.007553628244, deltaT = 2.018999815
Iteration 24, 43 moved objects, max delta = 0.005398182295, deltaT = 2.018000126
Iteration 25, 45 moved objects, max delta = 0.006738471971, deltaT = 2.019000053
Iteration 26, 45 moved objects, max delta = 0.006896678002, deltaT = 1.955999851
Iteration 27, 25 moved objects, max delta = 0.006681572412, deltaT = 1.930999994
Iteration 28, 18 moved objects, max delta = 0.003919892061, deltaT = 1.93200016
Iteration 29, 19 moved objects, max delta = 0.001922082061, deltaT = 1.937999964
Iteration 30, 31 moved objects, max delta = 0.003193408561, deltaT = 1.928999901
Iteration 31, 26 moved objects, max delta = 0.005388608118, deltaT = 1.93200016
Iteration 32, 23 moved objects, max delta = 0.004276852973, deltaT = 1.929999828
Iteration 33, 19 moved objects, max delta = 0.003917788588, deltaT = 1.930999994
Iteration 34, 15 moved objects, max delta = 0.002602983396, deltaT = 1.934000015
Iteration 35, 15 moved objects, max delta = 0.001883929811, deltaT = 1.930000067
Iteration 36, 14 moved objects, max delta = 0.00253881323, deltaT = 1.92599988
Iteration 37, 11 moved objects, max delta = 0.002343865732, deltaT = 1.978000164
Iteration 38, 11 moved objects, max delta = 0.00158671122, deltaT = 2.014999866
Iteration 39, 8 moved objects, max delta = 0.001807527991, deltaT = 1.962000132
Iteration 40, 9 moved objects, max delta = 0.001444676157, deltaT = 1.975999832
Iteration 41, 9 moved objects, max delta = 0.001155864122, deltaT = 1.925000191
Iteration 42, 11 moved objects, max delta = 0.001495755372, deltaT = 1.928999901
Iteration 43, 7 moved objects, max delta = 0.0008989036167, deltaT = 1.928999901
Iteration 44, 10 moved objects, max delta = 0.002036971359, deltaT = 1.929000139
Iteration 45, 9 moved objects, max delta = 0.002037376983, deltaT = 1.924999952
Iteration 46, 13 moved objects, max delta = 0.001031427096, deltaT = 1.930999994
Iteration 47, 14 moved objects, max delta = 0.001894532152, deltaT = 1.927000046
Iteration 48, 9 moved objects, max delta = 0.002417524204, deltaT = 1.930000067
Iteration 49, 5 moved objects, max delta = 0.001346958262, deltaT = 1.92599988
Iteration 50, 3 moved objects, max delta = 0.000711580977, deltaT = 1.924000025
Iteration 51, 1 moved object, max delta = 0.0003432923202, deltaT = 1.933000088
Iteration 52, 1 moved object, max delta = 8.164082147e-06, deltaT = 1.930999994
Iteration 53, 2 moved objects, max delta = 0.0001363822979, deltaT = 1.97300005
Iteration 54, 1 moved object, max delta = 0.0007424821403, deltaT = 1.986999989
Iteration 55, 2 moved objects, max delta = 7.511700116e-05, deltaT = 1.977999926
Iteration 56, 1 moved object, max delta = 0.0005489084976, deltaT = 1.931999922
Iteration 57, 1 moved object, max delta = 2.375800549e-05, deltaT = 1.926000118
Iteration 58, 0 moved object, max delta = 0, deltaT = 1.934000015
Total 58 iterations, 22622 moved objects, clustering performed in 113.2580001 s
Total time with loading: 114.7980001 s
