K-averages clustering of 14000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_4.matrix'
Loading data and computing initial values: 8.911999941 s (all future times given in seconds)
Iteration 1, 10842 moved objects, max delta = 0.01848694285, deltaT = 1.628999949
Iteration 2, 2519 moved objects, max delta = 0.4757623241, deltaT = 1.592999935
Iteration 3, 816 moved objects, max delta = 0.3774188663, deltaT = 1.577000141
Iteration 4, 577 moved objects, max delta = 0.07946066041, deltaT = 1.565000057
Iteration 5, 414 moved objects, max delta = 0.06010768244, deltaT = 1.56099987
Iteration 6, 283 moved objects, max delta = 0.04236004201, deltaT = 1.555999994
Iteration 7, 219 moved objects, max delta = 0.02983138987, deltaT = 1.555000067
Iteration 8, 172 moved objects, max delta = 0.02147150364, deltaT = 1.551000118
Iteration 9, 152 moved objects, max delta = 0.01920907269, deltaT = 1.552999973
Iteration 10, 124 moved objects, max delta = 0.01689780015, deltaT = 1.549000025
Iteration 11, 112 moved objects, max delta = 0.01568485029, deltaT = 1.55099988
Iteration 12, 105 moved objects, max delta = 0.0175512936, deltaT = 1.548000097
Iteration 13, 87 moved objects, max delta = 0.01527103428, deltaT = 1.551000118
Iteration 14, 75 moved objects, max delta = 0.01300789904, deltaT = 1.548999786
Iteration 15, 71 moved objects, max delta = 0.01328686512, deltaT = 1.549000025
Iteration 16, 47 moved objects, max delta = 0.01158235711, deltaT = 1.549000025
Iteration 17, 29 moved objects, max delta = 0.007247248432, deltaT = 1.549000025
Iteration 18, 24 moved objects, max delta = 0.003369216138, deltaT = 1.549000025
Iteration 19, 20 moved objects, max delta = 0.003855953895, deltaT = 1.549999952
Iteration 20, 21 moved objects, max delta = 0.003830840719, deltaT = 1.548000097
Iteration 21, 18 moved objects, max delta = 0.003083754303, deltaT = 1.549999952
Iteration 22, 20 moved objects, max delta = 0.002443764927, deltaT = 1.548000097
Iteration 23, 15 moved objects, max delta = 0.003375005855, deltaT = 1.549999952
Iteration 24, 17 moved objects, max delta = 0.003772089575, deltaT = 1.547999859
Iteration 25, 24 moved objects, max delta = 0.002676279895, deltaT = 1.549000025
Iteration 26, 27 moved objects, max delta = 0.007514569266, deltaT = 1.548000097
Iteration 27, 30 moved objects, max delta = 0.008742691643, deltaT = 1.549000025
Iteration 28, 33 moved objects, max delta = 0.008995344288, deltaT = 1.547999859
Iteration 29, 30 moved objects, max delta = 0.007084216773, deltaT = 1.549000025
Iteration 30, 31 moved objects, max delta = 0.008198582105, deltaT = 1.548000097
Iteration 31, 42 moved objects, max delta = 0.008570738747, deltaT = 1.547999859
Iteration 32, 28 moved objects, max delta = 0.01074223332, deltaT = 1.548000097
Iteration 33, 30 moved objects, max delta = 0.009418012187, deltaT = 1.548000097
Iteration 34, 40 moved objects, max delta = 0.005196466231, deltaT = 1.546999931
Iteration 35, 34 moved objects, max delta = 0.01129845009, deltaT = 1.546999931
Iteration 36, 45 moved objects, max delta = 0.009748685373, deltaT = 1.546000004
Iteration 37, 40 moved objects, max delta = 0.009520368294, deltaT = 1.548000097
