10000, 5, /data/simple/testSwap_0.matrix, object normalized
0.7290000916
0, 7893, 0.9286696836, 1.635999918
1, 1304, 0.8448290929, 0.2650001049
2, 395, 0.2090285438, 0.08099985123
3, 232, 0.08703737149, 0.04800009727
4, 202, 0.05690669266, 0.04299998283
5, 157, 0.0574943405, 0.03299999237
6, 149, 0.04799396179, 0.03099989891
7, 159, 0.05103824011, 0.03400015831
8, 205, 0.07099462678, 0.04299998283
9, 215, 0.07503920449, 0.04500007629
10, 215, 0.05920575593, 0.04499983788
11, 183, 0.05993288141, 0.03800010681
12, 154, 0.04668109305, 0.03299999237
13, 160, 0.0570047586, 0.03399991989
14, 149, 0.0512307395, 0.03100013733
15, 114, 0.05368759953, 0.02499985695
16, 152, 0.05132863562, 0.03200006485
17, 149, 0.07615170871, 0.03099989891
18, 188, 0.1086295782, 0.04000020027
19, 209, 0.1168931868, 0.04399991035
20, 245, 0.126817405, 0.05099987984
21, 266, 0.1461561158, 0.05599999428
22, 267, 0.1532424505, 0.05800008774
23, 262, 0.1356810803, 0.05599999428
24, 238, 0.1076024064, 0.05100011826
25, 244, 0.1027813168, 0.0529999733
26, 193, 0.09058327214, 0.04199981689
27, 145, 0.04627406144, 0.03100013733
28, 82, 0.02738872425, 0.01799988747
29, 66, 0.02466435289, 0.0150001049
30, 45, 0.02238478768, 0.009999990463
31, 25, 0.01152174547, 0.006000041962
32, 28, 0.008887358907, 0.006999969482
33, 27, 0.0086087235, 0.006000041962
34, 37, 0.00961456053, 0.008999824524
35, 14, 0.005850127614, 0.00400018692
36, 11, 0.004973678921, 0.003000020981
37, 2, 0.001197070137, 0.0009999275208
38, 4, 0.0007204695155, 0.001999855042
39, 5, 0.004460836763, 0.001000165939
40, 5, 0.003781629652, 0.001999855042
41, 1, 0.000611632777, 0.001000165939
42, 0, 0, 0.0009999275208
43, 14796, 3.095999956
3.825000048
