K-averages clustering of 13000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_3.matrix', metrics: object normalized
Loading data and computing initial values: 1.180999994 s (all future times given in seconds)
Iteration 1, 10238 moved objects, max delta = 0.9345062325, deltaT = 2.69299984
Iteration 2, 1165 moved objects, max delta = 0.7045442955, deltaT = 0.3090000153
Iteration 3, 605 moved objects, max delta = 0.2135981868, deltaT = 0.1589999199
Iteration 4, 529 moved objects, max delta = 0.1829348857, deltaT = 0.1400001049
Iteration 5, 390 moved objects, max delta = 0.1379688086, deltaT = 0.1040000916
Iteration 6, 255 moved objects, max delta = 0.07416865347, deltaT = 0.06799983978
Iteration 7, 200 moved objects, max delta = 0.0750782516, deltaT = 0.0529999733
Iteration 8, 190 moved objects, max delta = 0.0895570589, deltaT = 0.05000019073
Iteration 9, 164 moved objects, max delta = 0.08946110752, deltaT = 0.04399991035
Iteration 10, 158 moved objects, max delta = 0.06732247102, deltaT = 0.04299998283
Iteration 11, 163 moved objects, max delta = 0.07077609202, deltaT = 0.04299998283
Iteration 12, 142 moved objects, max delta = 0.05233011751, deltaT = 0.03800010681
Iteration 13, 161 moved objects, max delta = 0.07400780523, deltaT = 0.04399991035
Iteration 14, 149 moved objects, max delta = 0.06484383279, deltaT = 0.04100012779
Iteration 15, 136 moved objects, max delta = 0.07253903758, deltaT = 0.03600001335
Iteration 16, 161 moved objects, max delta = 0.07532903498, deltaT = 0.04399991035
Iteration 17, 196 moved objects, max delta = 0.08156684775, deltaT = 0.05200004578
Iteration 18, 181 moved objects, max delta = 0.07371695227, deltaT = 0.04799985886
Iteration 19, 206 moved objects, max delta = 0.06890920623, deltaT = 0.05500006676
Iteration 20, 213 moved objects, max delta = 0.05952301069, deltaT = 0.05800008774
Iteration 21, 246 moved objects, max delta = 0.06265404504, deltaT = 0.0649998188
Iteration 22, 269 moved objects, max delta = 0.08106758012, deltaT = 0.0720000267
Iteration 23, 186 moved objects, max delta = 0.07206853392, deltaT = 0.05100011826
Iteration 24, 203 moved objects, max delta = 0.06706746123, deltaT = 0.05500006676
Iteration 25, 197 moved objects, max delta = 0.05651992381, deltaT = 0.05199980736
Iteration 26, 184 moved objects, max delta = 0.05641849661, deltaT = 0.0490000248
Iteration 27, 147 moved objects, max delta = 0.04705809005, deltaT = 0.03999996185
Iteration 28, 107 moved objects, max delta = 0.04384372592, deltaT = 0.02900004387
Iteration 29, 95 moved objects, max delta = 0.03470612282, deltaT = 0.02600002289
Iteration 30, 109 moved objects, max delta = 0.03691433097, deltaT = 0.02900004387
Iteration 31, 111 moved objects, max delta = 0.04305937672, deltaT = 0.02999997139
Iteration 32, 82 moved objects, max delta = 0.03967765272, deltaT = 0.02200007439
Iteration 33, 67 moved objects, max delta = 0.02668825625, deltaT = 0.01899981499
Iteration 34, 84 moved objects, max delta = 0.03290905549, deltaT = 0.02300000191
Iteration 35, 58 moved objects, max delta = 0.03548223458, deltaT = 0.01600003242
Iteration 36, 26 moved objects, max delta = 0.01359867594, deltaT = 0.006999969482
Iteration 37, 10 moved objects, max delta = 0.005225221857, deltaT = 0.00400018692
Iteration 38, 6 moved objects, max delta = 0.0029970854, deltaT = 0.001999855042
Iteration 39, 0 moved object, max delta = 0, deltaT = 0.001000165939
Total 39 iterations, 17789 moved objects, clustering performed in 4.713999987 s
Total time with loading: 5.894999981 s
