K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 300.316 s (all future times given in seconds)
Iteration 1, 12443 moved objects, max delta = 0.01779345611, deltaT = 77.60299993
Iteration 2, 2534 moved objects, max delta = 0.4268795686, deltaT = 94.22000003
Iteration 3, 1533 moved objects, max delta = 0.2457132483, deltaT = 83.05900002
Iteration 4, 852 moved objects, max delta = 0.1404002304, deltaT = 83.70099998
Iteration 5, 646 moved objects, max delta = 0.1104363854, deltaT = 89.58500004
Iteration 6, 542 moved objects, max delta = 0.08557841377, deltaT = 96.05299997
Iteration 7, 496 moved objects, max delta = 0.08227214467, deltaT = 80.9000001
Iteration 8, 447 moved objects, max delta = 0.07889569039, deltaT = 79.66700006
Iteration 9, 398 moved objects, max delta = 0.07365528491, deltaT = 87.95100021
Iteration 10, 357 moved objects, max delta = 0.06293803784, deltaT = 74.14100003
Iteration 11, 350 moved objects, max delta = 0.05748016867, deltaT = 77.40799999
Iteration 12, 340 moved objects, max delta = 0.06190352352, deltaT = 89.727
Iteration 13, 328 moved objects, max delta = 0.06023538591, deltaT = 82.96799994
Iteration 14, 317 moved objects, max delta = 0.0483570173, deltaT = 92.11800003
Iteration 15, 316 moved objects, max delta = 0.04828300751, deltaT = 83.63999987
Iteration 16, 290 moved objects, max delta = 0.05022908085, deltaT = 92.64400005
Iteration 17, 292 moved objects, max delta = 0.04754604472, deltaT = 76.3920002
Iteration 18, 277 moved objects, max delta = 0.04625228518, deltaT = 79.69200015
Iteration 19, 276 moved objects, max delta = 0.04306083223, deltaT = 94.30200005
Iteration 20, 233 moved objects, max delta = 0.04522107607, deltaT = 98.49499989
Iteration 21, 208 moved objects, max delta = 0.03701342215, deltaT = 77.45799994
Iteration 22, 197 moved objects, max delta = 0.03328933028, deltaT = 82.20000005
Iteration 23, 177 moved objects, max delta = 0.02983439179, deltaT = 100.4949999
Iteration 24, 140 moved objects, max delta = 0.02643175929, deltaT = 83.63499999
Iteration 25, 115 moved objects, max delta = 0.01872687832, deltaT = 81.90100002
Iteration 26, 97 moved objects, max delta = 0.02234751263, deltaT = 76.64199996
Iteration 27, 70 moved objects, max delta = 0.01389500471, deltaT = 95.43600011
Iteration 28, 48 moved objects, max delta = 0.01104593643, deltaT = 81.35100007
Iteration 29, 45 moved objects, max delta = 0.005790447975, deltaT = 75.94999981
Iteration 30, 38 moved objects, max delta = 0.006269535782, deltaT = 109.0550001
Iteration 31, 43 moved objects, max delta = 0.005015284416, deltaT = 93.48599982
Iteration 32, 31 moved objects, max delta = 0.006532991419, deltaT = 89.90199995
Iteration 33, 30 moved objects, max delta = 0.004366055196, deltaT = 92.23600006
Iteration 34, 32 moved objects, max delta = 0.005598190098, deltaT = 80.85000014
Iteration 35, 39 moved objects, max delta = 0.004759396064, deltaT = 82.51799989
Iteration 36, 42 moved objects, max delta = 0.004579002374, deltaT = 84.9749999
Iteration 37, 28 moved objects, max delta = 0.007562178299, deltaT = 87.26799989
Iteration 38, 25 moved objects, max delta = 0.004482538497, deltaT = 85.09299994
Iteration 39, 19 moved objects, max delta = 0.00315847501, deltaT = 78.02499986
Iteration 40, 14 moved objects, max delta = 0.002231569722, deltaT = 99.76099992
Iteration 41, 7 moved objects, max delta = 0.001787432275, deltaT = 87.71800017
Iteration 42, 6 moved objects, max delta = 0.0006950876642, deltaT = 79.07500005
Iteration 43, 5 moved objects, max delta = 0.001772358241, deltaT = 88.3349998
Iteration 44, 2 moved objects, max delta = 0.0004527323802, deltaT = 89.8579998
Iteration 45, 2 moved objects, max delta = 0.0005049508469, deltaT = 85.90899992
Iteration 46, 0 moved object, max delta = 0, deltaT = 81.59200001
Total 46 iterations, 24727 moved objects, clustering performed in 3968.902 s
Total time with loading: 4269.334 s
