K-averages clustering of 12000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_2.matrix', metrics: object normalized
Loading data and computing initial values: 6.84499979 s (all future times given in seconds)
Iteration 1, 9436 moved objects, max delta = 0.9029683575, deltaT = 2.397000074
Iteration 2, 952 moved objects, max delta = 0.8481157573, deltaT = 0.243999958
Iteration 3, 639 moved objects, max delta = 0.2172922461, deltaT = 0.1630001068
Iteration 4, 427 moved objects, max delta = 0.2140559864, deltaT = 0.1099998951
Iteration 5, 292 moved objects, max delta = 0.1404530328, deltaT = 0.07500004768
Iteration 6, 212 moved objects, max delta = 0.105446419, deltaT = 0.05500006676
Iteration 7, 189 moved objects, max delta = 0.06249975337, deltaT = 0.0490000248
Iteration 8, 195 moved objects, max delta = 0.06569456933, deltaT = 0.05099987984
Iteration 9, 182 moved objects, max delta = 0.06486916717, deltaT = 0.04700016975
Iteration 10, 135 moved objects, max delta = 0.0510047249, deltaT = 0.03499984741
Iteration 11, 137 moved objects, max delta = 0.04629265718, deltaT = 0.03600001335
Iteration 12, 133 moved objects, max delta = 0.04178979021, deltaT = 0.03500008583
Iteration 13, 135 moved objects, max delta = 0.04536554219, deltaT = 0.03499984741
Iteration 14, 137 moved objects, max delta = 0.04799337136, deltaT = 0.03600001335
Iteration 15, 132 moved objects, max delta = 0.05341255141, deltaT = 0.03400015831
Iteration 16, 142 moved objects, max delta = 0.0410763048, deltaT = 0.03699994087
Iteration 17, 131 moved objects, max delta = 0.0409358385, deltaT = 0.03399991989
Iteration 18, 107 moved objects, max delta = 0.04081956002, deltaT = 0.02900004387
Iteration 19, 101 moved objects, max delta = 0.03816863047, deltaT = 0.02600002289
Iteration 20, 151 moved objects, max delta = 0.052385775, deltaT = 0.03900003433
Iteration 21, 154 moved objects, max delta = 0.05723037244, deltaT = 0.04099988937
Iteration 22, 104 moved objects, max delta = 0.04413234092, deltaT = 0.02699995041
Iteration 23, 129 moved objects, max delta = 0.05775992109, deltaT = 0.03400015831
Iteration 24, 133 moved objects, max delta = 0.07831956136, deltaT = 0.03399991989
Iteration 25, 137 moved objects, max delta = 0.07042099094, deltaT = 0.03600001335
Iteration 26, 140 moved objects, max delta = 0.07528393551, deltaT = 0.03699994087
Iteration 27, 118 moved objects, max delta = 0.06948126308, deltaT = 0.03100013733
Iteration 28, 129 moved objects, max delta = 0.06190022226, deltaT = 0.03299999237
Iteration 29, 155 moved objects, max delta = 0.06746331572, deltaT = 0.04099988937
Iteration 30, 147 moved objects, max delta = 0.06495302383, deltaT = 0.03800010681
Iteration 31, 154 moved objects, max delta = 0.05222407207, deltaT = 0.03999996185
Iteration 32, 194 moved objects, max delta = 0.0490907295, deltaT = 0.04999995232
Iteration 33, 239 moved objects, max delta = 0.06642445027, deltaT = 0.06200003624
Iteration 34, 199 moved objects, max delta = 0.08715585327, deltaT = 0.05200004578
Iteration 35, 177 moved objects, max delta = 0.07904745735, deltaT = 0.04600000381
Iteration 36, 159 moved objects, max delta = 0.05601524212, deltaT = 0.04200005531
Iteration 37, 112 moved objects, max delta = 0.0447263462, deltaT = 0.02899980545
Iteration 38, 92 moved objects, max delta = 0.03988755689, deltaT = 0.02400016785
Iteration 39, 85 moved objects, max delta = 0.03795960241, deltaT = 0.02300000191
Iteration 40, 97 moved objects, max delta = 0.03817929903, deltaT = 0.02600002289
Iteration 41, 80 moved objects, max delta = 0.03950266728, deltaT = 0.02099990845
Iteration 42, 75 moved objects, max delta = 0.03592193881, deltaT = 0.01999998093
Iteration 43, 88 moved objects, max delta = 0.04739018558, deltaT = 0.02300000191
Iteration 44, 86 moved objects, max delta = 0.04430958052, deltaT = 0.02300000191
Iteration 45, 67 moved objects, max delta = 0.03341183818, deltaT = 0.01800012589
Iteration 46, 67 moved objects, max delta = 0.02982943549, deltaT = 0.01799988747
Iteration 47, 53 moved objects, max delta = 0.02451101949, deltaT = 0.01399993896
Iteration 48, 43 moved objects, max delta = 0.0245822439, deltaT = 0.01200008392
Iteration 49, 18 moved objects, max delta = 0.009362339827, deltaT = 0.006000041962
Iteration 50, 23 moved objects, max delta = 0.008878034456, deltaT = 0.006000041962
Iteration 51, 24 moved objects, max delta = 0.00894548789, deltaT = 0.006999969482
Iteration 52, 18 moved objects, max delta = 0.009768222348, deltaT = 0.005999803543
Iteration 53, 17 moved objects, max delta = 0.01155668775, deltaT = 0.005000114441
Iteration 54, 25 moved objects, max delta = 0.01082226133, deltaT = 0.006999969482
Iteration 55, 32 moved objects, max delta = 0.01211637999, deltaT = 0.009000062943
Iteration 56, 20 moved objects, max delta = 0.00971338722, deltaT = 0.006000041962
Iteration 57, 17 moved objects, max delta = 0.009633643787, deltaT = 0.004999876022
Iteration 58, 7 moved objects, max delta = 0.008509931828, deltaT = 0.003000020981
Iteration 59, 4 moved objects, max delta = 0.004645381337, deltaT = 0.00200009346
Iteration 60, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 60 iterations, 17583 moved objects, clustering performed in 4.525000095 s
Total time with loading: 11.36999989 s
