K-averages clustering of 19000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_9.matrix'
Loading data and computing initial values: 477.9990001 s (all future times given in seconds)
Iteration 1, 14676 moved objects, max delta = 0.01157089525, deltaT = 126.6869998
Iteration 2, 5889 moved objects, max delta = 0.4637079053, deltaT = 125.882
Iteration 3, 1281 moved objects, max delta = 0.2396978618, deltaT = 115.0970001
Iteration 4, 598 moved objects, max delta = 0.08652525891, deltaT = 115.573
Iteration 5, 370 moved objects, max delta = 0.06309799509, deltaT = 129.5080001
Iteration 6, 276 moved objects, max delta = 0.04083535411, deltaT = 118.49
Iteration 7, 222 moved objects, max delta = 0.02331377478, deltaT = 140.566
Iteration 8, 187 moved objects, max delta = 0.02059698402, deltaT = 109.595
Iteration 9, 158 moved objects, max delta = 0.01638562628, deltaT = 116.1570001
Iteration 10, 140 moved objects, max delta = 0.01354872824, deltaT = 118.6429999
Iteration 11, 116 moved objects, max delta = 0.01195078008, deltaT = 115.681
Iteration 12, 103 moved objects, max delta = 0.01030884334, deltaT = 121.799
Iteration 13, 94 moved objects, max delta = 0.01176273578, deltaT = 114.1470001
Iteration 14, 72 moved objects, max delta = 0.00720052349, deltaT = 123.349
Iteration 15, 59 moved objects, max delta = 0.006632963405, deltaT = 125.283
Iteration 16, 63 moved objects, max delta = 0.005760668632, deltaT = 116.073
Iteration 17, 65 moved objects, max delta = 0.006206145289, deltaT = 126.632
Iteration 18, 69 moved objects, max delta = 0.005605660151, deltaT = 120.5740001
Iteration 19, 64 moved objects, max delta = 0.005278874816, deltaT = 117.8069999
Iteration 20, 56 moved objects, max delta = 0.006491980413, deltaT = 140.5089998
Iteration 21, 53 moved objects, max delta = 0.006118456645, deltaT = 112.1720002
Iteration 22, 50 moved objects, max delta = 0.005722450575, deltaT = 121.3639998
Iteration 23, 49 moved objects, max delta = 0.005718959245, deltaT = 108.527
Iteration 24, 45 moved objects, max delta = 0.005584955114, deltaT = 120.7479999
Iteration 25, 31 moved objects, max delta = 0.004295064545, deltaT = 130.1589999
Iteration 26, 29 moved objects, max delta = 0.003510050299, deltaT = 119.355
Iteration 27, 18 moved objects, max delta = 0.003186849986, deltaT = 132.8900001
Iteration 28, 15 moved objects, max delta = 0.002081767645, deltaT = 114.2639999
Iteration 29, 18 moved objects, max delta = 0.001896858025, deltaT = 122.7060001
Iteration 30, 22 moved objects, max delta = 0.003080540237, deltaT = 110.8970001
Iteration 31, 18 moved objects, max delta = 0.003939750884, deltaT = 108.112
Iteration 32, 22 moved objects, max delta = 0.003343969906, deltaT = 135.9259999
Iteration 33, 19 moved objects, max delta = 0.00258767945, deltaT = 121.9720001
Iteration 34, 11 moved objects, max delta = 0.001803842414, deltaT = 120.697
Iteration 35, 12 moved objects, max delta = 0.001694230964, deltaT = 120.188
Iteration 36, 12 moved objects, max delta = 0.001215036919, deltaT = 122.079
Iteration 37, 15 moved objects, max delta = 0.002169746362, deltaT = 127.7970002
Iteration 38, 13 moved objects, max delta = 0.001968397676, deltaT = 119.888
Iteration 39, 13 moved objects, max delta = 0.002150290538, deltaT = 133.0669999
Iteration 40, 11 moved objects, max delta = 0.001623126306, deltaT = 117.1730001
Iteration 41, 18 moved objects, max delta = 0.002082364172, deltaT = 123.0739999
Iteration 42, 8 moved objects, max delta = 0.001988347786, deltaT = 123.7320001
Iteration 43, 8 moved objects, max delta = 0.001129491522, deltaT = 118.1819999
Iteration 44, 4 moved objects, max delta = 0.0007203729978, deltaT = 123.1989999
Iteration 45, 1 moved object, max delta = 0.0003532922205, deltaT = 115.9550002
Iteration 46, 1 moved object, max delta = 0.0004528245307, deltaT = 125.5829999
Iteration 47, 0 moved object, max delta = 0, deltaT = 126.832
Total 47 iterations, 25074 moved objects, clustering performed in 5719.353 s
Total time with loading: 6197.515 s
