K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 6.68900013 s (all future times given in seconds)
Iteration 1, 9220 moved objects, max delta = 0.02583577781, deltaT = 1.200999975
Iteration 2, 1922 moved objects, max delta = 0.327852922, deltaT = 1.174000025
Iteration 3, 763 moved objects, max delta = 0.1673342194, deltaT = 1.154000044
Iteration 4, 558 moved objects, max delta = 0.1283534076, deltaT = 1.144999981
Iteration 5, 444 moved objects, max delta = 0.1009208952, deltaT = 1.139999866
Iteration 6, 364 moved objects, max delta = 0.06879446804, deltaT = 1.136000156
Iteration 7, 362 moved objects, max delta = 0.04811797844, deltaT = 1.13499999
Iteration 8, 370 moved objects, max delta = 0.074851661, deltaT = 1.13499999
Iteration 9, 395 moved objects, max delta = 0.1049433952, deltaT = 1.134000063
Iteration 10, 371 moved objects, max delta = 0.1154445128, deltaT = 1.13499999
Iteration 11, 332 moved objects, max delta = 0.08364214656, deltaT = 1.134000063
Iteration 12, 284 moved objects, max delta = 0.06647544167, deltaT = 1.13499999
Iteration 13, 240 moved objects, max delta = 0.04475364741, deltaT = 1.134000063
Iteration 14, 206 moved objects, max delta = 0.04013218544, deltaT = 1.133999825
Iteration 15, 157 moved objects, max delta = 0.03335955283, deltaT = 1.134000063
Iteration 16, 139 moved objects, max delta = 0.03062639053, deltaT = 1.134000063
Iteration 17, 131 moved objects, max delta = 0.0389126645, deltaT = 1.134000063
Iteration 18, 96 moved objects, max delta = 0.03632726588, deltaT = 1.132999897
Iteration 19, 86 moved objects, max delta = 0.02731271714, deltaT = 1.134000063
Iteration 20, 73 moved objects, max delta = 0.02249353869, deltaT = 1.132999897
Iteration 21, 65 moved objects, max delta = 0.01453081118, deltaT = 1.134000063
Iteration 22, 59 moved objects, max delta = 0.01364668373, deltaT = 1.132999897
Iteration 23, 56 moved objects, max delta = 0.01192150802, deltaT = 1.133000135
Iteration 24, 50 moved objects, max delta = 0.01100947807, deltaT = 1.133999825
Iteration 25, 40 moved objects, max delta = 0.0102783305, deltaT = 1.133000135
Iteration 26, 34 moved objects, max delta = 0.008597504653, deltaT = 1.132999897
Iteration 27, 30 moved objects, max delta = 0.006588790076, deltaT = 1.133000135
Iteration 28, 27 moved objects, max delta = 0.006885536659, deltaT = 1.132999897
Iteration 29, 22 moved objects, max delta = 0.005011969385, deltaT = 1.133000135
Iteration 30, 32 moved objects, max delta = 0.005788600448, deltaT = 1.132999897
Iteration 31, 18 moved objects, max delta = 0.006524783753, deltaT = 1.133000135
Iteration 32, 16 moved objects, max delta = 0.005135324432, deltaT = 1.132999897
Iteration 33, 7 moved objects, max delta = 0.002625957553, deltaT = 1.132999897
Iteration 34, 4 moved objects, max delta = 0.001465662676, deltaT = 1.133000135
Iteration 35, 5 moved objects, max delta = 0.000665336277, deltaT = 1.132999897
Iteration 36, 8 moved objects, max delta = 0.001392334247, deltaT = 1.131999969
Iteration 37, 10 moved objects, max delta = 0.002078321319, deltaT = 1.134000063
Iteration 38, 13 moved objects, max delta = 0.003133829175, deltaT = 1.131999969
Iteration 39, 14 moved objects, max delta = 0.003106087157, deltaT = 1.133000135
Iteration 40, 9 moved objects, max delta = 0.003800745673, deltaT = 1.131999969
Iteration 41, 9 moved objects, max delta = 0.003115946103, deltaT = 1.132999897
Iteration 42, 6 moved objects, max delta = 0.001693015642, deltaT = 1.131999969
Iteration 43, 2 moved objects, max delta = 0.0006779898634, deltaT = 1.131999969
Iteration 44, 1 moved object, max delta = 1.260303132e-05, deltaT = 1.133000135
Iteration 45, 0 moved object, max delta = 0, deltaT = 1.131999969
Total 45 iterations, 17050 moved objects, clustering performed in 51.15199995 s
Total time with loading: 57.85400009 s
