K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 7.03000021 s (all future times given in seconds)
Iteration 1, 9177 moved objects, max delta = 0.01755676638, deltaT = 1.140000105
Iteration 2, 2843 moved objects, max delta = 0.2260868194, deltaT = 1.145999908
Iteration 3, 1101 moved objects, max delta = 0.2988841655, deltaT = 1.14199996
Iteration 4, 481 moved objects, max delta = 0.1465086709, deltaT = 1.139000177
Iteration 5, 359 moved objects, max delta = 0.08369240872, deltaT = 1.136999846
Iteration 6, 258 moved objects, max delta = 0.05857839538, deltaT = 1.137000084
Iteration 7, 212 moved objects, max delta = 0.0377330381, deltaT = 1.135999918
Iteration 8, 190 moved objects, max delta = 0.02784228505, deltaT = 1.136000156
Iteration 9, 131 moved objects, max delta = 0.02499007094, deltaT = 1.13499999
Iteration 10, 86 moved objects, max delta = 0.01575841455, deltaT = 1.115999937
Iteration 11, 87 moved objects, max delta = 0.01152832872, deltaT = 1.082000017
Iteration 12, 90 moved objects, max delta = 0.0135077263, deltaT = 1.083999872
Iteration 13, 77 moved objects, max delta = 0.01312576444, deltaT = 1.086000204
Iteration 14, 69 moved objects, max delta = 0.009004801693, deltaT = 1.087999821
Iteration 15, 61 moved objects, max delta = 0.007696339053, deltaT = 1.136000156
Iteration 16, 38 moved objects, max delta = 0.008888420701, deltaT = 1.136999846
Iteration 17, 32 moved objects, max delta = 0.005300930904, deltaT = 1.137000084
Iteration 18, 32 moved objects, max delta = 0.005456436233, deltaT = 1.137000084
Iteration 19, 27 moved objects, max delta = 0.005966849603, deltaT = 1.136999846
Iteration 20, 24 moved objects, max delta = 0.005368453283, deltaT = 1.137000084
Iteration 21, 23 moved objects, max delta = 0.004067667779, deltaT = 1.138000011
Iteration 22, 20 moved objects, max delta = 0.0058841335, deltaT = 1.136999846
Iteration 23, 13 moved objects, max delta = 0.007044163853, deltaT = 1.137000084
Iteration 24, 13 moved objects, max delta = 0.003535208075, deltaT = 1.137000084
Iteration 25, 9 moved objects, max delta = 0.003216437874, deltaT = 1.138000011
Iteration 26, 9 moved objects, max delta = 0.00101405803, deltaT = 1.136999846
Iteration 27, 9 moved objects, max delta = 0.00150372688, deltaT = 1.137000084
Iteration 28, 11 moved objects, max delta = 0.001464297588, deltaT = 1.138000011
Iteration 29, 13 moved objects, max delta = 0.001874849816, deltaT = 1.137000084
Iteration 30, 16 moved objects, max delta = 0.003095487247, deltaT = 1.138000011
Iteration 31, 6 moved objects, max delta = 0.002900901672, deltaT = 1.136999846
Iteration 32, 5 moved objects, max delta = 0.001210254937, deltaT = 1.138000011
Iteration 33, 4 moved objects, max delta = 0.0003846608482, deltaT = 1.138000011
Iteration 34, 1 moved object, max delta = 0.0003050950984, deltaT = 1.137000084
Iteration 35, 2 moved objects, max delta = 0.0005254979402, deltaT = 1.138000011
Iteration 36, 1 moved object, max delta = 0.0004366655718, deltaT = 1.136999846
Iteration 37, 1 moved object, max delta = 1.145796978e-05, deltaT = 1.138000011
Iteration 38, 1 moved object, max delta = 0.000273319906, deltaT = 1.137000084
Iteration 39, 3 moved objects, max delta = 0.0003478690856, deltaT = 1.138000011
Iteration 40, 2 moved objects, max delta = 0.001531434021, deltaT = 1.137000084
Iteration 41, 0 moved object, max delta = 0, deltaT = 1.095999956
Total 41 iterations, 15537 moved objects, clustering performed in 46.37100005 s
Total time with loading: 53.41000009 s
