K-averages clustering of 15000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_5.matrix'
Loading data and computing initial values: 1.444999933 s (all future times given in seconds)
Iteration 1, 11569 moved objects, max delta = 0.01473995611, deltaT = 1.746000051
Iteration 2, 4204 moved objects, max delta = 0.268037983, deltaT = 1.743999958
Iteration 3, 1443 moved objects, max delta = 0.4224501834, deltaT = 1.690000057
Iteration 4, 833 moved objects, max delta = 0.08456863226, deltaT = 1.736999989
Iteration 5, 555 moved objects, max delta = 0.06444048292, deltaT = 1.70600009
Iteration 6, 374 moved objects, max delta = 0.0599819343, deltaT = 1.741999865
Iteration 7, 263 moved objects, max delta = 0.03551530121, deltaT = 1.729000092
Iteration 8, 172 moved objects, max delta = 0.02405781112, deltaT = 1.711999893
Iteration 9, 116 moved objects, max delta = 0.01497846981, deltaT = 1.690999985
Iteration 10, 94 moved objects, max delta = 0.0142519387, deltaT = 1.726000071
Iteration 11, 70 moved objects, max delta = 0.01317940844, deltaT = 1.770999908
Iteration 12, 57 moved objects, max delta = 0.01377840043, deltaT = 1.692000151
Iteration 13, 42 moved objects, max delta = 0.009630016844, deltaT = 1.694999933
Iteration 14, 52 moved objects, max delta = 0.008232901269, deltaT = 1.727999926
Iteration 15, 61 moved objects, max delta = 0.009189486822, deltaT = 1.698000193
Iteration 16, 60 moved objects, max delta = 0.01335426065, deltaT = 1.720999956
Iteration 17, 70 moved objects, max delta = 0.01287597525, deltaT = 1.720999956
Iteration 18, 64 moved objects, max delta = 0.01200055812, deltaT = 1.700999975
Iteration 19, 69 moved objects, max delta = 0.008204911153, deltaT = 1.709000111
Iteration 20, 50 moved objects, max delta = 0.007025738536, deltaT = 1.724999905
Iteration 21, 52 moved objects, max delta = 0.006693842085, deltaT = 1.700999975
Iteration 22, 61 moved objects, max delta = 0.01115588178, deltaT = 1.694999933
Iteration 23, 78 moved objects, max delta = 0.0131904055, deltaT = 1.701000214
Iteration 24, 72 moved objects, max delta = 0.01995920546, deltaT = 1.696999788
Iteration 25, 93 moved objects, max delta = 0.02469677732, deltaT = 1.725000143
Iteration 26, 111 moved objects, max delta = 0.02387038902, deltaT = 1.770999908
