17000, 5, /data/simple/testSwap_7.matrix, object normalized
13.88199997
0, 13495, 0.9238921475, 4.68200016
1, 1654, 0.5774003006, 0.5899999142
2, 1026, 0.3351630845, 0.371999979
3, 695, 0.1808500738, 0.2520000935
4, 420, 0.1394322129, 0.1470000744
5, 253, 0.07502238427, 0.08799982071
6, 209, 0.0527407973, 0.07299995422
7, 207, 0.05289903743, 0.07300019264
8, 186, 0.04408789896, 0.0649998188
9, 146, 0.03964234298, 0.05200004578
10, 67, 0.02139017266, 0.02400016785
11, 55, 0.01778151369, 0.01999998093
12, 40, 0.01127222567, 0.01499986649
13, 18, 0.009329231859, 0.006999969482
14, 6, 0.005063972235, 0.003000020981
15, 5, 0.001234807943, 0.003000020981
16, 10, 0.002780276825, 0.005000114441
17, 0, 0, 0.0009999275208
18, 18492, 6.472000122
20.35400009
