17000, 5, /data/simple/testSwap_7.matrix, object normalized
2.000999928
0, 13439, 0.9017176387, 4.68900013
1, 1390, 0.907608912, 0.501999855
2, 619, 0.1964670176, 0.2250001431
3, 580, 0.1796135776, 0.2109999657
4, 486, 0.1677317326, 0.1770000458
5, 405, 0.1350347952, 0.1470000744
6, 376, 0.1101415218, 0.1369998455
7, 328, 0.0930751479, 0.114000082
8, 254, 0.07275917947, 0.08800005913
9, 191, 0.06088738205, 0.06900000572
10, 124, 0.02908298999, 0.04399991035
11, 132, 0.02772820169, 0.04800009727
12, 79, 0.02288854019, 0.02899980545
13, 49, 0.01145115803, 0.01800012589
14, 26, 0.005775779524, 0.009999990463
15, 30, 0.006578611619, 0.01099991798
16, 36, 0.01193327973, 0.01399993896
17, 46, 0.01317009264, 0.01700019836
18, 25, 0.01684291619, 0.009999990463
19, 40, 0.006316808563, 0.01499986649
20, 22, 0.006316970459, 0.009000062943
21, 17, 0.004045831402, 0.006999969482
22, 9, 0.004961312576, 0.003999948502
23, 10, 0.004329971031, 0.005000114441
24, 11, 0.005137638557, 0.003999948502
25, 11, 0.002009165591, 0.005000114441
26, 19, 0.004076801725, 0.007999897003
27, 32, 0.009164195767, 0.01200008392
28, 37, 0.01469732336, 0.01300001144
29, 40, 0.01747708594, 0.01499986649
30, 18, 0.006866267098, 0.008000135422
31, 21, 0.004312298315, 0.007999897003
32, 22, 0.008427555206, 0.009000062943
33, 25, 0.006834298683, 0.009999990463
34, 18, 0.005004938994, 0.006999969482
35, 12, 0.00277682199, 0.004999876022
36, 7, 0.002806018485, 0.00400018692
37, 4, 0.0007133146894, 0.001999855042
38, 4, 0.002904436267, 0.003000020981
39, 1, 0.001199391376, 0.0009999275208
40, 0, 0, 0.00200009346
41, 18995, 6.71600008
8.717000008
