17000, 5, /data/simple/testSwap_7.matrix, object normalized
351.6630001
0, 13501, 0.9066476584, 44.66499996
1, 1502, 0.7444976938, 16.21399999
2, 441, 0.1060330337, 1.685000181
3, 296, 0.06239240758, 0.8159999847
4, 227, 0.05219276256, 0.646999836
5, 173, 0.04468748607, 0.4720001221
6, 102, 0.02901338449, 0.4230000973
7, 97, 0.02964156794, 0.3699998856
8, 46, 0.01632489018, 0.118999958
9, 28, 0.006261400211, 0.08800005913
10, 32, 0.006969105612, 0.07899999619
11, 33, 0.01166144786, 0.0680000782
12, 24, 0.005290275121, 0.04299998283
13, 15, 0.003057515025, 0.03699994087
14, 12, 0.001229779519, 0.05500006676
15, 25, 0.007795284984, 0.0759999752
16, 18, 0.009155865648, 0.05399990082
17, 23, 0.006994660343, 0.0490000248
18, 12, 0.00419427578, 0.04399991035
19, 7, 0.003310621895, 0.03299999237
20, 6, 0.002238820163, 0.01900005341
21, 10, 0.003112280675, 0.02100014687
22, 5, 0.0037325585, 0.01600003242
23, 3, 0.0005561216635, 0.001999855042
24, 0, 0, 0.0009999275208
25, 16638, 66.20799994
417.908
