K-averages clustering of 14000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_4.matrix', metrics: object normalized
Loading data and computing initial values: 9.046000004 s (all future times given in seconds)
Iteration 1, 11064 moved objects, max delta = 0.9089332691, deltaT = 3.140000105
Iteration 2, 1366 moved objects, max delta = 0.7462785639, deltaT = 0.388999939
Iteration 3, 618 moved objects, max delta = 0.2482917788, deltaT = 0.1770000458
Iteration 4, 349 moved objects, max delta = 0.1677885488, deltaT = 0.1050000191
Iteration 5, 300 moved objects, max delta = 0.07938151462, deltaT = 0.09099984169
Iteration 6, 346 moved objects, max delta = 0.132079573, deltaT = 0.103000164
Iteration 7, 368 moved objects, max delta = 0.1476941679, deltaT = 0.1099998951
Iteration 8, 353 moved objects, max delta = 0.1534491731, deltaT = 0.106000185
Iteration 9, 323 moved objects, max delta = 0.1316972544, deltaT = 0.09699988365
Iteration 10, 354 moved objects, max delta = 0.1369862286, deltaT = 0.1059999466
Iteration 11, 260 moved objects, max delta = 0.125887919, deltaT = 0.0759999752
Iteration 12, 207 moved objects, max delta = 0.09154698595, deltaT = 0.05900001526
Iteration 13, 144 moved objects, max delta = 0.0669256276, deltaT = 0.04200005531
Iteration 14, 127 moved objects, max delta = 0.04991482931, deltaT = 0.03800010681
Iteration 15, 89 moved objects, max delta = 0.04273633883, deltaT = 0.02600002289
Iteration 16, 82 moved objects, max delta = 0.02686747748, deltaT = 0.02399992943
Iteration 17, 63 moved objects, max delta = 0.03030316125, deltaT = 0.01900005341
Iteration 18, 73 moved objects, max delta = 0.02489149873, deltaT = 0.02199983597
Iteration 19, 51 moved objects, max delta = 0.0250220751, deltaT = 0.0150001049
Iteration 20, 39 moved objects, max delta = 0.01512417974, deltaT = 0.01200008392
Iteration 21, 36 moved objects, max delta = 0.01090710261, deltaT = 0.01099991798
Iteration 22, 27 moved objects, max delta = 0.009560326545, deltaT = 0.009000062943
Iteration 23, 26 moved objects, max delta = 0.009667083424, deltaT = 0.007999897003
Iteration 24, 21 moved objects, max delta = 0.006382923488, deltaT = 0.006999969482
Iteration 25, 16 moved objects, max delta = 0.004328164332, deltaT = 0.006000041962
Iteration 26, 9 moved objects, max delta = 0.001675665481, deltaT = 0.003999948502
Iteration 27, 8 moved objects, max delta = 0.004069093939, deltaT = 0.003000020981
Iteration 28, 7 moved objects, max delta = 0.001955058982, deltaT = 0.003000020981
Iteration 29, 2 moved objects, max delta = 0.0006498332555, deltaT = 0.0009999275208
Iteration 30, 0 moved object, max delta = 0, deltaT = 0.001000165939
Total 30 iterations, 16728 moved objects, clustering performed in 4.811000109 s
Total time with loading: 13.85700011 s
