11000, 5, /data/simple/testSwap_1.matrix, object normalized
0.8360002041
0, 8677, 0.9047890635, 1.947999954
1, 1187, 0.7714655727, 0.2790000439
2, 347, 0.2139570726, 0.08099985123
3, 186, 0.09402366562, 0.04500007629
4, 135, 0.06396893345, 0.03200006485
5, 156, 0.06431747197, 0.03699994087
6, 118, 0.05025080216, 0.02900004387
7, 99, 0.02700987926, 0.02300000191
8, 59, 0.023888837, 0.01499986649
9, 58, 0.01602740132, 0.01399993896
10, 76, 0.02269493232, 0.01900005341
11, 52, 0.02237671939, 0.01300001144
12, 38, 0.01265875624, 0.009999990463
13, 38, 0.01247017202, 0.009000062943
14, 35, 0.01205870107, 0.009000062943
15, 24, 0.013815653, 0.006000041962
16, 8, 0.002510760662, 0.002999782562
17, 7, 0.001274300415, 0.00200009346
18, 2, 0.0009330271507, 0.00200009346
19, 0, 0, 0
20, 11302, 2.575999975
3.412000179
