13000, 5, /data/simple/testSwap_3.matrix, object normalized
7.931999922
0, 10226, 1.014647741, 2.82400012
1, 827, 0.6822531685, 0.2300000191
2, 473, 0.1361138174, 0.1319999695
3, 439, 0.1022593468, 0.121999979
4, 499, 0.1384405247, 0.1380000114
5, 510, 0.1316147769, 0.1419999599
6, 511, 0.1299095009, 0.1419999599
7, 441, 0.1190442688, 0.123000145
8, 390, 0.1064102315, 0.1089999676
9, 287, 0.08462380678, 0.07999992371
10, 225, 0.06511174637, 0.06299996376
11, 197, 0.05827441049, 0.05500006676
12, 161, 0.05530008258, 0.04600000381
13, 148, 0.0540753034, 0.04200005531
14, 167, 0.05838405112, 0.04699993134
15, 174, 0.0588515069, 0.0490000248
16, 148, 0.05690209741, 0.04200005531
17, 152, 0.04113643573, 0.04299998283
18, 178, 0.05503082379, 0.04999995232
19, 171, 0.06519949353, 0.04800009727
20, 142, 0.059795033, 0.03999996185
21, 167, 0.07235199439, 0.04699993134
22, 167, 0.07308301016, 0.04600000381
23, 206, 0.07607372317, 0.05599999428
24, 218, 0.08390302999, 0.05800008774
25, 192, 0.08094173441, 0.05099987984
26, 175, 0.06772790645, 0.04699993134
27, 177, 0.06764629923, 0.04700016975
28, 157, 0.06431271586, 0.04199981689
29, 127, 0.04650838183, 0.03500008583
30, 132, 0.04406823598, 0.03500008583
31, 89, 0.03674350356, 0.02499985695
32, 56, 0.02641711111, 0.0150001049
33, 26, 0.008378490569, 0.007999897003
34, 21, 0.008597071391, 0.006999969482
35, 19, 0.005084770211, 0.005000114441
36, 14, 0.004869979547, 0.005000114441
37, 22, 0.00498824398, 0.006999969482
38, 28, 0.01013944573, 0.007999897003
39, 34, 0.01721590916, 0.009999990463
40, 47, 0.0199264427, 0.01300001144
41, 39, 0.02168866638, 0.01099991798
42, 34, 0.02580124182, 0.009999990463
43, 19, 0.01198792643, 0.006000041962
44, 9, 0.005501186073, 0.003000020981
45, 0, 0, 0.0009999275208
46, 18641, 5.164999962
13.09699988
