K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 287.9659998 s (all future times given in seconds)
Iteration 1, 12376 moved objects, max delta = 0.02121240255, deltaT = 70.48900008
Iteration 2, 2726 moved objects, max delta = 0.3917117406, deltaT = 77.88000011
Iteration 3, 1548 moved objects, max delta = 0.2133699116, deltaT = 69.5309999
Iteration 4, 1095 moved objects, max delta = 0.1553321194, deltaT = 70.34000015
Iteration 5, 829 moved objects, max delta = 0.1426080469, deltaT = 75.42799997
Iteration 6, 655 moved objects, max delta = 0.1194004629, deltaT = 77.92400002
Iteration 7, 576 moved objects, max delta = 0.09883259751, deltaT = 67.68000007
Iteration 8, 417 moved objects, max delta = 0.07603753492, deltaT = 71.20599985
Iteration 9, 344 moved objects, max delta = 0.05261073654, deltaT = 72.7349999
Iteration 10, 273 moved objects, max delta = 0.04027889138, deltaT = 78.54100013
Iteration 11, 225 moved objects, max delta = 0.02965750868, deltaT = 76.37400007
Iteration 12, 181 moved objects, max delta = 0.02623259125, deltaT = 72.99799991
Iteration 13, 148 moved objects, max delta = 0.01856558395, deltaT = 71.87299991
Iteration 14, 114 moved objects, max delta = 0.01608817967, deltaT = 71.33099985
Iteration 15, 96 moved objects, max delta = 0.01273657261, deltaT = 77.88199997
Iteration 16, 73 moved objects, max delta = 0.008643251049, deltaT = 73.13199997
Iteration 17, 67 moved objects, max delta = 0.005528792331, deltaT = 74.4230001
Iteration 18, 67 moved objects, max delta = 0.0108570181, deltaT = 77.28700018
Iteration 19, 60 moved objects, max delta = 0.008920627029, deltaT = 76.92400002
Iteration 20, 51 moved objects, max delta = 0.01089785654, deltaT = 72.59800005
Iteration 21, 55 moved objects, max delta = 0.0125184511, deltaT = 80.3499999
Iteration 22, 67 moved objects, max delta = 0.01051519541, deltaT = 67.91299987
Iteration 23, 66 moved objects, max delta = 0.01370827693, deltaT = 82.30799985
Iteration 24, 61 moved objects, max delta = 0.01425731343, deltaT = 69.08099985
Iteration 25, 53 moved objects, max delta = 0.01325021299, deltaT = 73.69799995
Iteration 26, 46 moved objects, max delta = 0.008715147993, deltaT = 69.50499988
Iteration 27, 53 moved objects, max delta = 0.006191093803, deltaT = 71.33999991
Iteration 28, 52 moved objects, max delta = 0.007736061619, deltaT = 79.81599998
Iteration 29, 36 moved objects, max delta = 0.007521344429, deltaT = 82.57299995
Iteration 30, 29 moved objects, max delta = 0.006259292303, deltaT = 73.55100012
Iteration 31, 21 moved objects, max delta = 0.005213755824, deltaT = 76.96499991
Iteration 32, 29 moved objects, max delta = 0.002555835194, deltaT = 76.76799989
Iteration 33, 32 moved objects, max delta = 0.005999248349, deltaT = 75.98199987
Iteration 34, 27 moved objects, max delta = 0.003449436146, deltaT = 72.00699997
Iteration 35, 35 moved objects, max delta = 0.005079051527, deltaT = 73.00699997
Iteration 36, 36 moved objects, max delta = 0.006381772024, deltaT = 66.51399994
Iteration 37, 39 moved objects, max delta = 0.007654414603, deltaT = 80.125
Iteration 38, 30 moved objects, max delta = 0.007837756228, deltaT = 72.80500007
Iteration 39, 26 moved objects, max delta = 0.005108566537, deltaT = 68.91899991
Iteration 40, 26 moved objects, max delta = 0.003847564571, deltaT = 74.72300005
Iteration 41, 22 moved objects, max delta = 0.003787520733, deltaT = 72.13199997
Iteration 42, 26 moved objects, max delta = 0.005109592165, deltaT = 77.87399983
Iteration 43, 26 moved objects, max delta = 0.003040333212, deltaT = 68.53999996
Iteration 44, 24 moved objects, max delta = 0.003046848668, deltaT = 66.84599996
Iteration 45, 17 moved objects, max delta = 0.003234234242, deltaT = 79.58300018
Iteration 46, 16 moved objects, max delta = 0.004355211091, deltaT = 69.76100016
Iteration 47, 16 moved objects, max delta = 0.003754777872, deltaT = 71.28100014
Iteration 48, 11 moved objects, max delta = 0.002647597427, deltaT = 68.11999989
Iteration 49, 6 moved objects, max delta = 0.0008879768969, deltaT = 70.22300005
Iteration 50, 3 moved objects, max delta = 0.0004688195896, deltaT = 71.75600004
Iteration 51, 2 moved objects, max delta = 0.0004125968331, deltaT = 67.07200003
Iteration 52, 1 moved object, max delta = 0.001325752013, deltaT = 68.11999989
Iteration 53, 0 moved object, max delta = 0, deltaT = 74.34000015
Total 53 iterations, 22910 moved objects, clustering performed in 3894.695 s
Total time with loading: 4182.755 s
