18000, 5, /data/simple/testSwap_8.matrix, object normalized
424.3629999
0, 14283, 0.917977531, 52.71199989
1, 2280, 0.7823182339, 10.96199989
2, 608, 0.1644595699, 7.601999998
3, 382, 0.09591112101, 1.768000126
4, 269, 0.07670012207, 1.330999851
5, 213, 0.05201457895, 0.8840000629
6, 161, 0.04768816178, 0.493999958
7, 110, 0.02494735666, 0.4320001602
8, 74, 0.01894939188, 0.2429997921
9, 56, 0.01669316519, 0.1920001507
10, 37, 0.01401489502, 0.07500004768
11, 43, 0.009810201815, 0.1039998531
12, 20, 0.006603431235, 0.06299996376
13, 27, 0.003944024064, 0.03400015831
14, 6, 0.003369975834, 0.01899981499
15, 0, 0, 0.001000165939
16, 18569, 77.00300002
501.4070001
