K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.6240000725 s (all future times given in seconds)
Iteration 1, 7691 moved objects, max delta = 0.02028612019, deltaT = 0.7749998569
Iteration 2, 1719 moved objects, max delta = 0.2130511972, deltaT = 0.7690000534
Iteration 3, 695 moved objects, max delta = 0.2402988078, deltaT = 0.7599999905
Iteration 4, 520 moved objects, max delta = 0.153125512, deltaT = 0.7650001049
Iteration 5, 580 moved objects, max delta = 0.1952713113, deltaT = 0.7649998665
Iteration 6, 410 moved objects, max delta = 0.09203888958, deltaT = 0.7610001564
Iteration 7, 398 moved objects, max delta = 0.1042846306, deltaT = 0.7559998035
Iteration 8, 409 moved objects, max delta = 0.1159275457, deltaT = 0.7580001354
Iteration 9, 320 moved objects, max delta = 0.1252705908, deltaT = 0.7630000114
Iteration 10, 243 moved objects, max delta = 0.09026153077, deltaT = 0.757999897
Iteration 11, 185 moved objects, max delta = 0.05268671475, deltaT = 0.7550001144
Iteration 12, 159 moved objects, max delta = 0.04087770711, deltaT = 0.757999897
Iteration 13, 136 moved objects, max delta = 0.03263262434, deltaT = 0.7509999275
Iteration 14, 119 moved objects, max delta = 0.02455922968, deltaT = 0.7510001659
Iteration 15, 125 moved objects, max delta = 0.02798421242, deltaT = 0.7509999275
Iteration 16, 111 moved objects, max delta = 0.02660094199, deltaT = 0.7539999485
Iteration 17, 130 moved objects, max delta = 0.02379128545, deltaT = 0.7510001659
Iteration 18, 130 moved objects, max delta = 0.02759340804, deltaT = 0.751999855
Iteration 19, 102 moved objects, max delta = 0.02520060958, deltaT = 0.7539999485
Iteration 20, 95 moved objects, max delta = 0.02217815639, deltaT = 0.756000042
Iteration 21, 85 moved objects, max delta = 0.02081789307, deltaT = 0.7539999485
Iteration 22, 91 moved objects, max delta = 0.01774124093, deltaT = 0.7520000935
Iteration 23, 61 moved objects, max delta = 0.02098681012, deltaT = 0.7509999275
Iteration 24, 42 moved objects, max delta = 0.01169447478, deltaT = 0.7540001869
Iteration 25, 34 moved objects, max delta = 0.01014112098, deltaT = 0.751999855
Iteration 26, 28 moved objects, max delta = 0.008057261431, deltaT = 0.7520000935
Iteration 27, 26 moved objects, max delta = 0.008088798667, deltaT = 0.75
Iteration 28, 31 moved objects, max delta = 0.009305604028, deltaT = 0.751999855
Iteration 29, 35 moved objects, max delta = 0.01142644986, deltaT = 0.75
Iteration 30, 38 moved objects, max delta = 0.01314240257, deltaT = 0.7520000935
Iteration 31, 33 moved objects, max delta = 0.01193898537, deltaT = 0.7509999275
Iteration 32, 31 moved objects, max delta = 0.00957256534, deltaT = 0.753000021
Iteration 33, 32 moved objects, max delta = 0.01097369486, deltaT = 0.75
Iteration 34, 39 moved objects, max delta = 0.01506844513, deltaT = 0.7509999275
Iteration 35, 47 moved objects, max delta = 0.02020958006, deltaT = 0.7510001659
Iteration 36, 44 moved objects, max delta = 0.02370210195, deltaT = 0.7539999485
Iteration 37, 47 moved objects, max delta = 0.01840797167, deltaT = 0.7520000935
Iteration 38, 37 moved objects, max delta = 0.01763772266, deltaT = 0.7809998989
Iteration 39, 52 moved objects, max delta = 0.01167736646, deltaT = 0.7599999905
Iteration 40, 54 moved objects, max delta = 0.0169397132, deltaT = 0.7550001144
