K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.5980000496 s (all future times given in seconds)
Iteration 1, 7682 moved objects, max delta = 0.01721668317, deltaT = 0.7650001049
Iteration 2, 1733 moved objects, max delta = 0.3716631251, deltaT = 0.7599999905
Iteration 3, 844 moved objects, max delta = 0.2724092062, deltaT = 0.7539999485
Iteration 4, 446 moved objects, max delta = 0.1326381644, deltaT = 0.7509999275
Iteration 5, 297 moved objects, max delta = 0.1065478481, deltaT = 0.75
Iteration 6, 230 moved objects, max delta = 0.09954622308, deltaT = 0.75
Iteration 7, 171 moved objects, max delta = 0.0839899124, deltaT = 0.7510001659
Iteration 8, 133 moved objects, max delta = 0.05563261638, deltaT = 0.751999855
Iteration 9, 119 moved objects, max delta = 0.04187020718, deltaT = 0.75
Iteration 10, 122 moved objects, max delta = 0.03209639842, deltaT = 0.7520000935
Iteration 11, 102 moved objects, max delta = 0.02721173344, deltaT = 0.751999855
Iteration 12, 97 moved objects, max delta = 0.02173125009, deltaT = 0.753000021
Iteration 13, 82 moved objects, max delta = 0.01908421853, deltaT = 0.7520000935
Iteration 14, 93 moved objects, max delta = 0.01894415545, deltaT = 0.753000021
Iteration 15, 88 moved objects, max delta = 0.02226877495, deltaT = 0.751999855
Iteration 16, 83 moved objects, max delta = 0.02165080907, deltaT = 0.7520000935
Iteration 17, 60 moved objects, max delta = 0.02071565171, deltaT = 0.75
Iteration 18, 59 moved objects, max delta = 0.02484778476, deltaT = 0.7520000935
Iteration 19, 64 moved objects, max delta = 0.02047276058, deltaT = 0.751999855
Iteration 20, 59 moved objects, max delta = 0.01779937014, deltaT = 0.7520000935
Iteration 21, 51 moved objects, max delta = 0.01571475201, deltaT = 0.7569999695
Iteration 22, 42 moved objects, max delta = 0.01522978312, deltaT = 0.7850000858
Iteration 23, 38 moved objects, max delta = 0.01252198093, deltaT = 0.7860000134
Iteration 24, 34 moved objects, max delta = 0.009078369415, deltaT = 0.7759997845
Iteration 25, 40 moved objects, max delta = 0.01046307378, deltaT = 0.7829999924
Iteration 26, 41 moved objects, max delta = 0.00915515384, deltaT = 0.7520000935
Iteration 27, 40 moved objects, max delta = 0.008553206127, deltaT = 0.75
Iteration 28, 32 moved objects, max delta = 0.01081406402, deltaT = 0.7509999275
Iteration 29, 37 moved objects, max delta = 0.008637549948, deltaT = 0.7490000725
Iteration 30, 37 moved objects, max delta = 0.008061440953, deltaT = 0.7509999275
Iteration 31, 35 moved objects, max delta = 0.01093301785, deltaT = 0.75
Iteration 32, 32 moved objects, max delta = 0.008160574834, deltaT = 0.7510001659
Iteration 33, 28 moved objects, max delta = 0.0089719575, deltaT = 0.7489998341
Iteration 34, 23 moved objects, max delta = 0.005818788803, deltaT = 0.7510001659
Iteration 35, 27 moved objects, max delta = 0.005342689218, deltaT = 0.7509999275
Iteration 36, 26 moved objects, max delta = 0.003070513551, deltaT = 0.7520000935
Iteration 37, 23 moved objects, max delta = 0.005194748164, deltaT = 0.7599999905
Iteration 38, 16 moved objects, max delta = 0.005773995847, deltaT = 0.7860000134
Iteration 39, 28 moved objects, max delta = 0.004983498273, deltaT = 0.7730000019
Iteration 40, 23 moved objects, max delta = 0.005590655102, deltaT = 0.7509999275
Iteration 41, 28 moved objects, max delta = 0.006154329319, deltaT = 0.7490000725
Iteration 42, 31 moved objects, max delta = 0.009446413869, deltaT = 0.75
Iteration 43, 33 moved objects, max delta = 0.0109281287, deltaT = 0.75
Iteration 44, 22 moved objects, max delta = 0.009057496849, deltaT = 0.7509999275
Iteration 45, 26 moved objects, max delta = 0.007111352673, deltaT = 0.7520000935
Iteration 46, 35 moved objects, max delta = 0.0101593555, deltaT = 0.7529997826
Iteration 47, 35 moved objects, max delta = 0.01273859594, deltaT = 0.75
Iteration 48, 22 moved objects, max delta = 0.009283147858, deltaT = 0.7540001869
Iteration 49, 26 moved objects, max delta = 0.006226862958, deltaT = 0.751999855
Iteration 50, 24 moved objects, max delta = 0.004896989065, deltaT = 0.753000021
Iteration 51, 24 moved objects, max delta = 0.005846534108, deltaT = 0.7550001144
Iteration 52, 20 moved objects, max delta = 0.003049565505, deltaT = 0.7539999485
Iteration 53, 17 moved objects, max delta = 0.003497627602, deltaT = 0.75
Iteration 54, 13 moved objects, max delta = 0.006065633185, deltaT = 0.754999876
Iteration 55, 13 moved objects, max delta = 0.00382176035, deltaT = 0.7540001869
Iteration 56, 11 moved objects, max delta = 0.002546684596, deltaT = 0.75
Iteration 57, 10 moved objects, max delta = 0.002745347928, deltaT = 0.75
Iteration 58, 8 moved objects, max delta = 0.001564633818, deltaT = 0.7509999275
Iteration 59, 10 moved objects, max delta = 0.001373608673, deltaT = 0.753000021
Iteration 60, 8 moved objects, max delta = 0.001095245466, deltaT = 0.756000042
Iteration 61, 5 moved objects, max delta = 0.00173094164, deltaT = 0.7509999275
Iteration 62, 6 moved objects, max delta = 0.002126044473, deltaT = 0.756000042
Iteration 63, 6 moved objects, max delta = 0.002592312992, deltaT = 0.7489998341
Iteration 64, 3 moved objects, max delta = 0.0004950617645, deltaT = 0.7550001144
Iteration 65, 1 moved object, max delta = 0.000103231387, deltaT = 0.75
Iteration 66, 1 moved object, max delta = 0.0002714014742, deltaT = 0.756000042
Iteration 67, 1 moved object, max delta = 1.860329276e-05, deltaT = 0.75
Iteration 68, 0 moved object, max delta = 0, deltaT = 0.754999876
Total 68 iterations, 13656 moved objects, clustering performed in 51.33299994 s
Total time with loading: 51.93099999 s
