13000, 5, /data/simple/testSwap_3.matrix, object normalized
7.947999954
0, 10272, 0.8935136382, 2.732000113
1, 890, 0.9093076699, 0.236000061
2, 412, 0.152271667, 0.1089999676
3, 267, 0.09335923759, 0.07099986076
4, 217, 0.0511551331, 0.05800008774
5, 193, 0.07427603809, 0.05200004578
6, 179, 0.0846271547, 0.04799985886
7, 162, 0.07579983028, 0.04400014877
8, 188, 0.08658258042, 0.05099987984
9, 155, 0.0854898833, 0.04200005531
10, 161, 0.0675454374, 0.04299998283
11, 179, 0.07246158972, 0.04800009727
12, 146, 0.04625415996, 0.03899979591
13, 142, 0.03498416949, 0.03800010681
14, 112, 0.02627132507, 0.02999997139
15, 49, 0.01967573852, 0.01399993896
16, 40, 0.01113061504, 0.0110001564
17, 39, 0.01065797323, 0.0119998455
18, 67, 0.01897941034, 0.01800012589
19, 72, 0.02637717792, 0.01999998093
20, 99, 0.02895700568, 0.02699995041
21, 111, 0.02861728659, 0.02999997139
22, 86, 0.02735875105, 0.02400016785
23, 102, 0.01831450418, 0.02699995041
24, 94, 0.02149186307, 0.02600002289
25, 122, 0.02522153657, 0.03299999237
26, 113, 0.02404953911, 0.03099989891
27, 121, 0.03539946541, 0.03200006485
28, 145, 0.04485796166, 0.03900003433
29, 154, 0.04233859097, 0.04099988937
30, 164, 0.04993978165, 0.04500007629
31, 175, 0.0488270598, 0.04600000381
32, 194, 0.04930924487, 0.05200004578
33, 173, 0.06212253029, 0.04699993134
34, 184, 0.05982281749, 0.0490000248
35, 169, 0.05762284362, 0.04499983788
36, 159, 0.04794142794, 0.04300022125
37, 158, 0.04979675017, 0.04199981689
38, 174, 0.05777069383, 0.04800009727
39, 154, 0.06131609392, 0.04200005531
40, 156, 0.05378225928, 0.04299998283
41, 165, 0.05075569175, 0.04499983788
42, 157, 0.04910874583, 0.04300022125
43, 164, 0.0435630773, 0.04499983788
44, 164, 0.05839145851, 0.04500007629
45, 175, 0.07170127078, 0.0490000248
46, 157, 0.07042335254, 0.04399991035
47, 186, 0.07855120771, 0.05200004578
48, 182, 0.08066708339, 0.05099987984
49, 210, 0.07916014515, 0.05900001526
50, 213, 0.08267929719, 0.0600001812
51, 180, 0.07558481145, 0.05099987984
52, 181, 0.07620062919, 0.05100011826
53, 181, 0.074550321, 0.05099987984
54, 135, 0.05903168186, 0.03800010681
55, 143, 0.04068538112, 0.03999996185
56, 122, 0.04589427316, 0.03499984741
57, 70, 0.0239624296, 0.02000021935
58, 43, 0.01630387762, 0.01300001144
59, 38, 0.007491768779, 0.0119998455
60, 29, 0.009163829655, 0.008000135422
61, 32, 0.01600022121, 0.009999990463
62, 43, 0.02062932231, 0.01300001144
63, 54, 0.02080887705, 0.01599979401
64, 51, 0.02627173749, 0.0150001049
65, 21, 0.02031382343, 0.006999969482
66, 10, 0.004212471775, 0.003000020981
67, 3, 0.0005081444725, 0.00200009346
68, 3, 0.001300807878, 0.001999855042
69, 1, 0.0003445390835, 0.001000165939
70, 2, 0.0006597060294, 0.001999855042
71, 0, 0, 0.0009999275208
72, 20064, 5.411999941
13.3599999
