17000, 5, /data/simple/testSwap_7.matrix, object normalized
2.04399991
0, 13515, 1.012272961, 4.657000065
1, 2228, 0.5124760214, 0.7739999294
2, 1282, 0.4018657757, 0.4449999332
3, 596, 0.2549990941, 0.2060000896
4, 377, 0.1368559222, 0.1300001144
5, 232, 0.06441864808, 0.08200001717
6, 172, 0.04683715578, 0.0609998703
7, 134, 0.02530210065, 0.04699993134
8, 78, 0.01822625445, 0.02800011635
9, 34, 0.0118062928, 0.01300001144
10, 17, 0.005873334181, 0.006999969482
11, 8, 0.004531302568, 0.003999948502
12, 8, 0.002848523878, 0.003999948502
13, 0, 0, 0.001000165939
14, 18681, 6.459000111
8.503000021
