K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 6.744999886 s (all future times given in seconds)
Iteration 1, 9288 moved objects, max delta = 0.01590507877, deltaT = 1.150000095
Iteration 2, 1694 moved objects, max delta = 0.3868411028, deltaT = 1.145999908
Iteration 3, 1017 moved objects, max delta = 0.2101465652, deltaT = 1.148999929
Iteration 4, 728 moved objects, max delta = 0.2148613853, deltaT = 1.150000095
Iteration 5, 398 moved objects, max delta = 0.1079551727, deltaT = 1.149999857
Iteration 6, 247 moved objects, max delta = 0.06513613084, deltaT = 1.148000002
Iteration 7, 166 moved objects, max delta = 0.04525422017, deltaT = 1.148000002
Iteration 8, 105 moved objects, max delta = 0.03324435503, deltaT = 1.146000147
Iteration 9, 87 moved objects, max delta = 0.02318924855, deltaT = 1.147000074
Iteration 10, 67 moved objects, max delta = 0.01723097118, deltaT = 1.145999908
Iteration 11, 68 moved objects, max delta = 0.01120550413, deltaT = 1.147000074
Iteration 12, 55 moved objects, max delta = 0.0161273922, deltaT = 1.143999815
Iteration 13, 53 moved objects, max delta = 0.01198284572, deltaT = 1.146000147
Iteration 14, 51 moved objects, max delta = 0.01664961521, deltaT = 1.144999981
Iteration 15, 70 moved objects, max delta = 0.01997716186, deltaT = 1.144999981
Iteration 16, 86 moved objects, max delta = 0.03168889588, deltaT = 1.144000053
Iteration 17, 99 moved objects, max delta = 0.03847910671, deltaT = 1.144999981
Iteration 18, 112 moved objects, max delta = 0.0368461668, deltaT = 1.142999887
Iteration 19, 117 moved objects, max delta = 0.03327934713, deltaT = 1.143000126
Iteration 20, 144 moved objects, max delta = 0.04081271147, deltaT = 1.142999887
Iteration 21, 141 moved objects, max delta = 0.05064264886, deltaT = 1.14199996
Iteration 22, 171 moved objects, max delta = 0.03937946638, deltaT = 1.141000032
Iteration 23, 168 moved objects, max delta = 0.04811460051, deltaT = 1.14199996
Iteration 24, 187 moved objects, max delta = 0.04322378649, deltaT = 1.140000105
Iteration 25, 195 moved objects, max delta = 0.03629245623, deltaT = 1.140000105
Iteration 26, 198 moved objects, max delta = 0.04350099242, deltaT = 1.138999939
Iteration 27, 198 moved objects, max delta = 0.03967119969, deltaT = 1.139999866
Iteration 28, 199 moved objects, max delta = 0.04923131521, deltaT = 1.138000011
Iteration 29, 187 moved objects, max delta = 0.04025298809, deltaT = 1.138000011
Iteration 30, 155 moved objects, max delta = 0.04167904242, deltaT = 1.137000084
Iteration 31, 125 moved objects, max delta = 0.03623727892, deltaT = 1.138999939
Iteration 32, 114 moved objects, max delta = 0.03001067283, deltaT = 1.137000084
Iteration 33, 96 moved objects, max delta = 0.0285575081, deltaT = 1.136999846
Iteration 34, 76 moved objects, max delta = 0.02123244552, deltaT = 1.138000011
Iteration 35, 59 moved objects, max delta = 0.01977446268, deltaT = 1.137000084
Iteration 36, 47 moved objects, max delta = 0.01097587355, deltaT = 1.135999918
Iteration 37, 40 moved objects, max delta = 0.009207794207, deltaT = 1.137000084
Iteration 38, 32 moved objects, max delta = 0.0104050124, deltaT = 1.135999918
Iteration 39, 25 moved objects, max delta = 0.00870038648, deltaT = 1.137000084
Iteration 40, 22 moved objects, max delta = 0.007434662126, deltaT = 1.137000084
Iteration 41, 20 moved objects, max delta = 0.006671845937, deltaT = 1.138000011
Iteration 42, 24 moved objects, max delta = 0.003889029157, deltaT = 1.135999918
Iteration 43, 20 moved objects, max delta = 0.004957573729, deltaT = 1.137000084
Iteration 44, 18 moved objects, max delta = 0.005238089179, deltaT = 1.135999918
Iteration 45, 23 moved objects, max delta = 0.0031830437, deltaT = 1.137000084
Iteration 46, 17 moved objects, max delta = 0.004828278353, deltaT = 1.135999918
Iteration 47, 26 moved objects, max delta = 0.003155199516, deltaT = 1.137000084
Iteration 48, 28 moved objects, max delta = 0.006017484242, deltaT = 1.135999918
Iteration 49, 31 moved objects, max delta = 0.006780395685, deltaT = 1.137000084
Iteration 50, 27 moved objects, max delta = 0.005885236005, deltaT = 1.135999918
Iteration 51, 21 moved objects, max delta = 0.005762210961, deltaT = 1.137000084
Iteration 52, 15 moved objects, max delta = 0.002596745785, deltaT = 1.135999918
Iteration 53, 15 moved objects, max delta = 0.002629684519, deltaT = 1.135999918
Iteration 54, 8 moved objects, max delta = 0.003051885489, deltaT = 1.136000156
Iteration 55, 8 moved objects, max delta = 0.002112238167, deltaT = 1.135999918
Iteration 56, 10 moved objects, max delta = 0.002319127415, deltaT = 1.135999918
Iteration 57, 11 moved objects, max delta = 0.00212321664, deltaT = 1.136000156
Iteration 58, 14 moved objects, max delta = 0.002089598707, deltaT = 1.13499999
Iteration 59, 17 moved objects, max delta = 0.003704265833, deltaT = 1.135999918
