K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.632999897 s (all future times given in seconds)
Iteration 1, 7650 moved objects, max delta = 0.0194129907, deltaT = 0.8120000362
Iteration 2, 2523 moved objects, max delta = 0.3610207916, deltaT = 0.8050000668
Iteration 3, 935 moved objects, max delta = 0.2145516479, deltaT = 0.7979998589
Iteration 4, 615 moved objects, max delta = 0.172968635, deltaT = 0.7950000763
Iteration 5, 379 moved objects, max delta = 0.1205893367, deltaT = 0.7920000553
Iteration 6, 251 moved objects, max delta = 0.08683114529, deltaT = 0.7909998894
Iteration 7, 197 moved objects, max delta = 0.05682333888, deltaT = 0.7899999619
Iteration 8, 149 moved objects, max delta = 0.03798119167, deltaT = 0.7890000343
Iteration 9, 125 moved objects, max delta = 0.02577575001, deltaT = 0.7890000343
Iteration 10, 84 moved objects, max delta = 0.02093982496, deltaT = 0.7869999409
Iteration 11, 67 moved objects, max delta = 0.0150585679, deltaT = 0.7890000343
Iteration 12, 68 moved objects, max delta = 0.01353679815, deltaT = 0.7869999409
Iteration 13, 64 moved objects, max delta = 0.01127190008, deltaT = 0.7880001068
Iteration 14, 61 moved objects, max delta = 0.01195684237, deltaT = 0.7880001068
Iteration 15, 49 moved objects, max delta = 0.01426467597, deltaT = 0.7869999409
Iteration 16, 47 moved objects, max delta = 0.01285245918, deltaT = 0.7879998684
Iteration 17, 59 moved objects, max delta = 0.01036574535, deltaT = 0.7880001068
Iteration 18, 74 moved objects, max delta = 0.01458928036, deltaT = 0.7869999409
Iteration 19, 84 moved objects, max delta = 0.01716945189, deltaT = 0.7869999409
Iteration 20, 83 moved objects, max delta = 0.02530843749, deltaT = 0.7880001068
Iteration 21, 96 moved objects, max delta = 0.0254821512, deltaT = 0.7869999409
Iteration 22, 97 moved objects, max delta = 0.02594664335, deltaT = 0.7880001068
Iteration 23, 115 moved objects, max delta = 0.02522226949, deltaT = 0.7879998684
Iteration 24, 99 moved objects, max delta = 0.03126435327, deltaT = 0.7899999619
Iteration 25, 78 moved objects, max delta = 0.01951613998, deltaT = 0.7880001068
Iteration 26, 70 moved objects, max delta = 0.01868410184, deltaT = 0.7890000343
Iteration 27, 57 moved objects, max delta = 0.0187960469, deltaT = 0.7879998684
Iteration 28, 51 moved objects, max delta = 0.01804113202, deltaT = 0.7880001068
Iteration 29, 49 moved objects, max delta = 0.0164845252, deltaT = 0.7939999104
Iteration 30, 39 moved objects, max delta = 0.01121081828, deltaT = 0.7870001793
Iteration 31, 32 moved objects, max delta = 0.01057435938, deltaT = 0.7879998684
Iteration 32, 32 moved objects, max delta = 0.009078757759, deltaT = 0.7869999409
Iteration 33, 25 moved objects, max delta = 0.007902689286, deltaT = 0.7870001793
Iteration 34, 20 moved objects, max delta = 0.006266525035, deltaT = 0.7869999409
Iteration 35, 21 moved objects, max delta = 0.004631020584, deltaT = 0.7869999409
Iteration 36, 23 moved objects, max delta = 0.004916650152, deltaT = 0.763999939
Iteration 37, 27 moved objects, max delta = 0.007960828118, deltaT = 0.7490000725
Iteration 38, 36 moved objects, max delta = 0.0107279549, deltaT = 0.7490000725
Iteration 39, 30 moved objects, max delta = 0.01291612888, deltaT = 0.7489998341
Iteration 40, 22 moved objects, max delta = 0.007055890328, deltaT = 0.7490000725
Iteration 41, 27 moved objects, max delta = 0.007197158745, deltaT = 0.7520000935
Iteration 42, 30 moved objects, max delta = 0.009964422689, deltaT = 0.7479999065
Iteration 43, 37 moved objects, max delta = 0.009331010428, deltaT = 0.7490000725
Iteration 44, 36 moved objects, max delta = 0.01293397201, deltaT = 0.7479999065
Iteration 45, 50 moved objects, max delta = 0.01796624399, deltaT = 0.748000145
Iteration 46, 56 moved objects, max delta = 0.0211602074, deltaT = 0.7489998341
Iteration 47, 49 moved objects, max delta = 0.01797537924, deltaT = 0.748000145
Iteration 48, 50 moved objects, max delta = 0.01725328445, deltaT = 0.7479999065
Iteration 49, 52 moved objects, max delta = 0.01239974684, deltaT = 0.7490000725
Iteration 50, 46 moved objects, max delta = 0.01639387333, deltaT = 0.7490000725
Iteration 51, 49 moved objects, max delta = 0.01434030419, deltaT = 0.75
Iteration 52, 59 moved objects, max delta = 0.01163395931, deltaT = 0.7789998055
Iteration 53, 56 moved objects, max delta = 0.01684168228, deltaT = 0.7880001068
Iteration 54, 58 moved objects, max delta = 0.01869486456, deltaT = 0.7869999409
Iteration 55, 45 moved objects, max delta = 0.02010404501, deltaT = 0.7880001068
Iteration 56, 48 moved objects, max delta = 0.007671243999, deltaT = 0.7869999409
Iteration 57, 70 moved objects, max delta = 0.01142868615, deltaT = 0.7879998684
Iteration 58, 73 moved objects, max delta = 0.01950528124, deltaT = 0.7870001793
Iteration 59, 77 moved objects, max delta = 0.01596957128, deltaT = 0.7869999409
Iteration 60, 83 moved objects, max delta = 0.02379072555, deltaT = 0.7880001068
Iteration 61, 79 moved objects, max delta = 0.02497670033, deltaT = 0.7879998684
Iteration 62, 81 moved objects, max delta = 0.01975341616, deltaT = 0.7869999409
Iteration 63, 71 moved objects, max delta = 0.01550061144, deltaT = 0.7820000648
Iteration 64, 66 moved objects, max delta = 0.01751289616, deltaT = 0.75
Iteration 65, 48 moved objects, max delta = 0.01850962922, deltaT = 0.7509999275
Iteration 66, 46 moved objects, max delta = 0.01127554973, deltaT = 0.7550001144
Iteration 67, 47 moved objects, max delta = 0.01458115172, deltaT = 0.7869999409
Iteration 68, 37 moved objects, max delta = 0.01200566266, deltaT = 0.7869999409
Iteration 69, 31 moved objects, max delta = 0.01048682879, deltaT = 0.7520000935
Iteration 70, 35 moved objects, max delta = 0.008903907621, deltaT = 0.7490000725
Iteration 71, 43 moved objects, max delta = 0.009795057819, deltaT = 0.7509999275
Iteration 72, 39 moved objects, max delta = 0.01177215229, deltaT = 0.746999979
Iteration 73, 28 moved objects, max delta = 0.009102207073, deltaT = 0.753000021
Iteration 74, 31 moved objects, max delta = 0.008906353044, deltaT = 0.7479999065
Iteration 75, 34 moved objects, max delta = 0.01118881851, deltaT = 0.7520000935
Iteration 76, 26 moved objects, max delta = 0.008995174463, deltaT = 0.746999979
Iteration 77, 25 moved objects, max delta = 0.006192669609, deltaT = 0.7520000935
Iteration 78, 21 moved objects, max delta = 0.006225497208, deltaT = 0.7479999065
Iteration 79, 20 moved objects, max delta = 0.005699812924, deltaT = 0.75
Iteration 80, 18 moved objects, max delta = 0.002693730443, deltaT = 0.7790000439
Iteration 81, 18 moved objects, max delta = 0.004976439715, deltaT = 0.7869999409
Iteration 82, 15 moved objects, max delta = 0.005370621212, deltaT = 0.7860000134
Iteration 83, 29 moved objects, max delta = 0.005576769526, deltaT = 0.7720000744
Iteration 84, 25 moved objects, max delta = 0.007281439787, deltaT = 0.746999979
Iteration 85, 27 moved objects, max delta = 0.006675849542, deltaT = 0.7479999065
Iteration 86, 29 moved objects, max delta = 0.009172778087, deltaT = 0.748000145
Iteration 87, 32 moved objects, max delta = 0.009322410852, deltaT = 0.7849998474
Iteration 88, 21 moved objects, max delta = 0.01066960713, deltaT = 0.7870001793
Iteration 89, 25 moved objects, max delta = 0.007494189651, deltaT = 0.7829999924
Iteration 90, 30 moved objects, max delta = 0.01100643558, deltaT = 0.7699999809
Iteration 91, 31 moved objects, max delta = 0.01274156367, deltaT = 0.7869999409
Iteration 92, 30 moved objects, max delta = 0.008278900092, deltaT = 0.7860000134
Iteration 93, 23 moved objects, max delta = 0.005964876492, deltaT = 0.7869999409
Iteration 94, 25 moved objects, max delta = 0.005208572237, deltaT = 0.7869999409
Iteration 95, 25 moved objects, max delta = 0.004788893903, deltaT = 0.7860000134
Iteration 96, 20 moved objects, max delta = 0.003049565505, deltaT = 0.7870001793
Iteration 97, 19 moved objects, max delta = 0.003469196924, deltaT = 0.7869999409
Iteration 98, 12 moved objects, max delta = 0.00545359294, deltaT = 0.7860000134
Iteration 99, 13 moved objects, max delta = 0.003727665812, deltaT = 0.7869999409
Iteration 100, 11 moved objects, max delta = 0.00267755758, deltaT = 0.7860000134
Iteration 101, 14 moved objects, max delta = 0.002607236392, deltaT = 0.7860000134
Iteration 102, 10 moved objects, max delta = 0.001899733901, deltaT = 0.7869999409
Iteration 103, 9 moved objects, max delta = 0.001427631944, deltaT = 0.7860000134
Iteration 104, 7 moved objects, max delta = 0.001382827593, deltaT = 0.7870001793
Iteration 105, 8 moved objects, max delta = 0.001818264994, deltaT = 0.7860000134
Iteration 106, 7 moved objects, max delta = 0.002012486988, deltaT = 0.7869999409
Iteration 107, 3 moved objects, max delta = 0.0004950617645, deltaT = 0.7860000134
Iteration 108, 1 moved object, max delta = 0.000103231387, deltaT = 0.7869999409
Iteration 109, 1 moved object, max delta = 0.0002714014742, deltaT = 0.7860000134
Iteration 110, 1 moved object, max delta = 1.860329276e-05, deltaT = 0.7869999409
Iteration 111, 0 moved object, max delta = 0, deltaT = 0.7860000134
Total 111 iterations, 16981 moved objects, clustering performed in 86.171 s
Total time with loading: 86.8039999 s
