K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 6.74000001 s (all future times given in seconds)
Iteration 1, 9272 moved objects, max delta = 0.02495256759, deltaT = 1.088999987
Iteration 2, 1503 moved objects, max delta = 0.4874658753, deltaT = 1.130000114
Iteration 3, 390 moved objects, max delta = 0.1821015097, deltaT = 1.13499999
Iteration 4, 181 moved objects, max delta = 0.03106810695, deltaT = 1.134000063
Iteration 5, 102 moved objects, max delta = 0.02042225852, deltaT = 1.133999825
Iteration 6, 50 moved objects, max delta = 0.01038665088, deltaT = 1.133000135
Iteration 7, 43 moved objects, max delta = 0.008095182841, deltaT = 1.133999825
Iteration 8, 29 moved objects, max delta = 0.009300409139, deltaT = 1.133000135
Iteration 9, 30 moved objects, max delta = 0.004918144278, deltaT = 1.13499999
Iteration 10, 31 moved objects, max delta = 0.004788087288, deltaT = 1.134000063
Iteration 11, 29 moved objects, max delta = 0.004192695541, deltaT = 1.133999825
Iteration 12, 21 moved objects, max delta = 0.003779701231, deltaT = 1.134000063
Iteration 13, 22 moved objects, max delta = 0.005822398251, deltaT = 1.134000063
Iteration 14, 19 moved objects, max delta = 0.004768103466, deltaT = 1.134000063
Iteration 15, 20 moved objects, max delta = 0.003986006885, deltaT = 1.13499999
Iteration 16, 21 moved objects, max delta = 0.003560086309, deltaT = 1.133999825
Iteration 17, 25 moved objects, max delta = 0.002982415672, deltaT = 1.13499999
Iteration 18, 20 moved objects, max delta = 0.004502962954, deltaT = 1.13499999
Iteration 19, 26 moved objects, max delta = 0.004339670283, deltaT = 1.135000229
Iteration 20, 29 moved objects, max delta = 0.006492559422, deltaT = 1.13499999
Iteration 21, 34 moved objects, max delta = 0.005065231285, deltaT = 1.135999918
Iteration 22, 24 moved objects, max delta = 0.004685050935, deltaT = 1.13499999
Iteration 23, 24 moved objects, max delta = 0.003749598893, deltaT = 1.135999918
Iteration 24, 20 moved objects, max delta = 0.00364572583, deltaT = 1.136000156
Iteration 25, 20 moved objects, max delta = 0.004690791139, deltaT = 1.135999918
Iteration 26, 22 moved objects, max delta = 0.003386402791, deltaT = 1.137000084
Iteration 27, 22 moved objects, max delta = 0.003489281495, deltaT = 1.13499999
Iteration 28, 19 moved objects, max delta = 0.002536641296, deltaT = 1.136999846
Iteration 29, 17 moved objects, max delta = 0.00237075871, deltaT = 1.136000156
Iteration 30, 15 moved objects, max delta = 0.004008633821, deltaT = 1.135999918
Iteration 31, 22 moved objects, max delta = 0.004058730676, deltaT = 1.135999918
Iteration 32, 28 moved objects, max delta = 0.003897867281, deltaT = 1.137000084
Iteration 33, 33 moved objects, max delta = 0.005622213871, deltaT = 1.135999918
Iteration 34, 33 moved objects, max delta = 0.005921803063, deltaT = 1.137000084
Iteration 35, 35 moved objects, max delta = 0.00621534504, deltaT = 1.137000084
Iteration 36, 31 moved objects, max delta = 0.004262648404, deltaT = 1.136999846
Iteration 37, 26 moved objects, max delta = 0.004627558132, deltaT = 1.137000084
Iteration 38, 32 moved objects, max delta = 0.005341749684, deltaT = 1.137000084
Iteration 39, 31 moved objects, max delta = 0.007425977669, deltaT = 1.136999846
Iteration 40, 38 moved objects, max delta = 0.00523461116, deltaT = 1.137000084
Iteration 41, 34 moved objects, max delta = 0.006862944176, deltaT = 1.137000084
Iteration 42, 49 moved objects, max delta = 0.007134726318, deltaT = 1.136999846
Iteration 43, 57 moved objects, max delta = 0.01105827913, deltaT = 1.137000084
Iteration 44, 66 moved objects, max delta = 0.00999270281, deltaT = 1.138000011
Iteration 45, 75 moved objects, max delta = 0.01586893128, deltaT = 1.136999846
Iteration 46, 93 moved objects, max delta = 0.02008745636, deltaT = 1.137000084
Iteration 47, 122 moved objects, max delta = 0.02684673066, deltaT = 1.137000084
Iteration 48, 123 moved objects, max delta = 0.02421352764, deltaT = 1.136999846
Iteration 49, 132 moved objects, max delta = 0.02310317584, deltaT = 1.138000011
Iteration 50, 133 moved objects, max delta = 0.03141752889, deltaT = 1.137000084
Iteration 51, 156 moved objects, max delta = 0.02436183335, deltaT = 1.138000011
Iteration 52, 156 moved objects, max delta = 0.02958339249, deltaT = 1.137000084
Iteration 53, 159 moved objects, max delta = 0.02870480622, deltaT = 1.136999846
Iteration 54, 164 moved objects, max delta = 0.03404075683, deltaT = 1.137000084
Iteration 55, 175 moved objects, max delta = 0.03657470868, deltaT = 1.137000084
Iteration 56, 181 moved objects, max delta = 0.04693043274, deltaT = 1.138000011
Iteration 57, 166 moved objects, max delta = 0.04183143949, deltaT = 1.136999846
Iteration 58, 141 moved objects, max delta = 0.02742691828, deltaT = 1.137000084
Iteration 59, 112 moved objects, max delta = 0.02735059634, deltaT = 1.135999918
Iteration 60, 98 moved objects, max delta = 0.01871101063, deltaT = 1.137000084
Iteration 61, 101 moved objects, max delta = 0.01935943724, deltaT = 1.135999918
Iteration 62, 89 moved objects, max delta = 0.01789948572, deltaT = 1.139000177
Iteration 63, 87 moved objects, max delta = 0.01858976067, deltaT = 1.135999918
Iteration 64, 69 moved objects, max delta = 0.01613226491, deltaT = 1.135999918
Iteration 65, 69 moved objects, max delta = 0.01352057512, deltaT = 1.136000156
Iteration 66, 67 moved objects, max delta = 0.01553995159, deltaT = 1.13499999
Iteration 67, 59 moved objects, max delta = 0.0154796897, deltaT = 1.13499999
Iteration 68, 60 moved objects, max delta = 0.01282207279, deltaT = 1.13499999
Iteration 69, 50 moved objects, max delta = 0.01098929635, deltaT = 1.13499999
Iteration 70, 38 moved objects, max delta = 0.01054466525, deltaT = 1.134000063
Iteration 71, 26 moved objects, max delta = 0.00671143483, deltaT = 1.133999825
Iteration 72, 30 moved objects, max delta = 0.004045332391, deltaT = 1.134000063
Iteration 73, 27 moved objects, max delta = 0.006098274932, deltaT = 1.134000063
Iteration 74, 36 moved objects, max delta = 0.009710774472, deltaT = 1.134000063
Iteration 75, 42 moved objects, max delta = 0.01013513401, deltaT = 1.133999825
Iteration 76, 39 moved objects, max delta = 0.009341465457, deltaT = 1.133000135
Iteration 77, 30 moved objects, max delta = 0.005806922619, deltaT = 1.133999825
Iteration 78, 19 moved objects, max delta = 0.006172358767, deltaT = 1.133000135
Iteration 79, 8 moved objects, max delta = 0.003415817256, deltaT = 1.134000063
Iteration 80, 9 moved objects, max delta = 0.0009435630859, deltaT = 1.133999825
Iteration 81, 3 moved objects, max delta = 0.001377760597, deltaT = 1.134000063
Iteration 82, 1 moved object, max delta = 0.0002656039336, deltaT = 1.132999897
