19000, 5, /data/simple/testSwap_9.matrix, object normalized
2.542999983
0, 15035, 0.9037317011, 6.065000057
1, 969, 0.5478607033, 0.3919999599
2, 436, 0.1032759611, 0.1770000458
3, 378, 0.09622667165, 0.1539998055
4, 281, 0.0760127184, 0.1150000095
5, 300, 0.05908312987, 0.121999979
6, 243, 0.04982391471, 0.1000001431
7, 185, 0.03442625435, 0.0759999752
8, 109, 0.02202505427, 0.04500007629
9, 61, 0.01400820895, 0.02600002289
10, 27, 0.00688246795, 0.0119998455
11, 15, 0.003754167266, 0.008000135422
12, 5, 0.0007887911721, 0.003000020981
13, 0, 0, 0.001999855042
14, 18044, 7.296999931
9.839999914
