K-averages clustering of 12000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_2.matrix', metrics: object normalized
Loading data and computing initial values: 9.094000101 s (all future times given in seconds)
Iteration 1, 9500 moved objects, max delta = 0.9013627951, deltaT = 2.39199996
Iteration 2, 1287 moved objects, max delta = 0.7318407561, deltaT = 0.3289999962
Iteration 3, 419 moved objects, max delta = 0.1712321802, deltaT = 0.1069998741
Iteration 4, 260 moved objects, max delta = 0.1310769384, deltaT = 0.06700015068
Iteration 5, 220 moved objects, max delta = 0.1123336365, deltaT = 0.0569999218
Iteration 6, 192 moved objects, max delta = 0.09266851036, deltaT = 0.04999995232
Iteration 7, 162 moved objects, max delta = 0.0842257098, deltaT = 0.04200005531
Iteration 8, 156 moved objects, max delta = 0.08640381558, deltaT = 0.04099988937
Iteration 9, 130 moved objects, max delta = 0.06445919392, deltaT = 0.03400015831
Iteration 10, 108 moved objects, max delta = 0.06806921113, deltaT = 0.02799987793
Iteration 11, 90 moved objects, max delta = 0.05962877858, deltaT = 0.02399992943
Iteration 12, 79 moved objects, max delta = 0.04141443227, deltaT = 0.02100014687
Iteration 13, 96 moved objects, max delta = 0.0433461771, deltaT = 0.02499985695
Iteration 14, 84 moved objects, max delta = 0.03639183516, deltaT = 0.02200007439
Iteration 15, 116 moved objects, max delta = 0.05197655278, deltaT = 0.03100013733
Iteration 16, 115 moved objects, max delta = 0.06389819168, deltaT = 0.02999997139
Iteration 17, 110 moved objects, max delta = 0.05500218367, deltaT = 0.02900004387
Iteration 18, 133 moved objects, max delta = 0.05714900507, deltaT = 0.03499984741
Iteration 19, 146 moved objects, max delta = 0.07381011423, deltaT = 0.03800010681
Iteration 20, 163 moved objects, max delta = 0.07550450014, deltaT = 0.04199981689
Iteration 21, 148 moved objects, max delta = 0.07592381603, deltaT = 0.03900003433
Iteration 22, 121 moved objects, max delta = 0.06760312864, deltaT = 0.03200006485
Iteration 23, 130 moved objects, max delta = 0.06794424453, deltaT = 0.03399991989
Iteration 24, 155 moved objects, max delta = 0.07380731004, deltaT = 0.04000020027
Iteration 25, 131 moved objects, max delta = 0.06475975047, deltaT = 0.03399991989
Iteration 26, 159 moved objects, max delta = 0.05286799052, deltaT = 0.04200005531
Iteration 27, 194 moved objects, max delta = 0.05072456732, deltaT = 0.04999995232
Iteration 28, 232 moved objects, max delta = 0.06681508847, deltaT = 0.05999994278
Iteration 29, 198 moved objects, max delta = 0.08133508208, deltaT = 0.05200004578
Iteration 30, 181 moved objects, max delta = 0.07322635702, deltaT = 0.04699993134
Iteration 31, 157 moved objects, max delta = 0.05874050513, deltaT = 0.04100012779
Iteration 32, 109 moved objects, max delta = 0.04464651376, deltaT = 0.02799987793
Iteration 33, 84 moved objects, max delta = 0.03466529309, deltaT = 0.02300000191
Iteration 34, 82 moved objects, max delta = 0.03151978919, deltaT = 0.02100014687
Iteration 35, 102 moved objects, max delta = 0.03807760103, deltaT = 0.02699995041
Iteration 36, 80 moved objects, max delta = 0.04057027822, deltaT = 0.02199983597
Iteration 37, 70 moved objects, max delta = 0.04356233282, deltaT = 0.01800012589
Iteration 38, 93 moved objects, max delta = 0.04430228134, deltaT = 0.02500009537
Iteration 39, 83 moved objects, max delta = 0.0427023099, deltaT = 0.02199983597
Iteration 40, 75 moved objects, max delta = 0.03703127713, deltaT = 0.01999998093
Iteration 41, 68 moved objects, max delta = 0.03011508261, deltaT = 0.01800012589
Iteration 42, 51 moved objects, max delta = 0.02474665584, deltaT = 0.01399993896
Iteration 43, 45 moved objects, max delta = 0.02422169864, deltaT = 0.01200008392
Iteration 44, 24 moved objects, max delta = 0.01277230487, deltaT = 0.006999969482
Iteration 45, 21 moved objects, max delta = 0.01024815769, deltaT = 0.006999969482
Iteration 46, 17 moved objects, max delta = 0.008583440301, deltaT = 0.004999876022
Iteration 47, 25 moved objects, max delta = 0.01256337223, deltaT = 0.007000207901
Iteration 48, 27 moved objects, max delta = 0.01366177506, deltaT = 0.007999897003
Iteration 49, 26 moved objects, max delta = 0.01210834629, deltaT = 0.006999969482
Iteration 50, 18 moved objects, max delta = 0.008941153461, deltaT = 0.006000041962
Iteration 51, 19 moved objects, max delta = 0.007052117035, deltaT = 0.004999876022
Iteration 52, 15 moved objects, max delta = 0.006824676209, deltaT = 0.005000114441
Iteration 53, 9 moved objects, max delta = 0.007516007702, deltaT = 0.003000020981
Iteration 54, 2 moved objects, max delta = 0.002488013327, deltaT = 0.00200009346
Iteration 55, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 55 iterations, 16517 moved objects, clustering performed in 4.227999926 s
Total time with loading: 13.32200003 s
