18000, 5, /data/simple/testSwap_8.matrix, object normalized
9.93900013
0, 14239, 0.9522069842, 5.196999788
1, 1417, 0.8898401782, 0.5170001984
2, 784, 0.1819689118, 0.2890000343
3, 556, 0.1390719429, 0.2029998302
4, 393, 0.1100139372, 0.1440000534
5, 349, 0.09003522638, 0.1289999485
6, 266, 0.07762518814, 0.09800004959
7, 260, 0.05534308648, 0.09500002861
8, 341, 0.07136994907, 0.1259999275
9, 291, 0.05949835231, 0.1070001125
10, 279, 0.05586136786, 0.1019999981
11, 221, 0.04860703656, 0.08200001717
12, 197, 0.03860816741, 0.07299995422
13, 187, 0.04078788859, 0.06999993324
14, 172, 0.04799808571, 0.0640001297
15, 128, 0.03142687488, 0.04799985886
16, 97, 0.03360159754, 0.03600001335
17, 80, 0.02639002161, 0.03100013733
18, 67, 0.01300307796, 0.02499985695
19, 56, 0.0117014312, 0.02200007439
20, 46, 0.0136543903, 0.01699995995
21, 33, 0.008063926012, 0.01399993896
22, 19, 0.007763494459, 0.008000135422
23, 24, 0.007899691111, 0.009999990463
24, 31, 0.0108695656, 0.0119998455
25, 34, 0.01475830966, 0.01400017738
26, 41, 0.01028364742, 0.01599979401
27, 63, 0.01743901024, 0.02400016785
28, 62, 0.02376180258, 0.02399992943
29, 40, 0.01770016823, 0.01600003242
30, 23, 0.005273836705, 0.009000062943
31, 24, 0.006338557387, 0.009999990463
32, 22, 0.007327601686, 0.008999824524
33, 28, 0.01036818626, 0.01200008392
34, 34, 0.01174948004, 0.01300001144
35, 33, 0.01174970148, 0.01300001144
36, 45, 0.01247533336, 0.01799988747
37, 49, 0.01012746383, 0.01900005341
38, 57, 0.0124833448, 0.02200007439
39, 53, 0.01187858247, 0.01999998093
40, 44, 0.01057785423, 0.01800012589
41, 17, 0.003214498331, 0.006999969482
42, 6, 0.004583578099, 0.003000020981
43, 1, 0.0005184156627, 0.001999855042
44, 0, 0, 0.0009999275208
45, 21209, 7.788999796
17.72799993
