13000, 5, /data/simple/testSwap_3.matrix, object normalized
1.180999994
0, 10289, 0.8761773768, 2.769999981
1, 1063, 0.6773681091, 0.2920000553
2, 487, 0.2203660569, 0.1289999485
3, 382, 0.1312270511, 0.1019999981
4, 299, 0.09300656149, 0.07899999619
5, 273, 0.06837546794, 0.07299995422
6, 293, 0.05404360102, 0.07800006866
7, 235, 0.06168151106, 0.06200003624
8, 245, 0.05810633034, 0.06599998474
9, 264, 0.06452263566, 0.07099986076
10, 322, 0.09268069438, 0.08599996567
11, 405, 0.11518456, 0.1070001125
12, 440, 0.1319019142, 0.1169998646
13, 381, 0.1122668563, 0.1010000706
14, 376, 0.10688568, 0.1019999981
15, 309, 0.07978093072, 0.08200001717
16, 254, 0.07209058268, 0.0680000782
17, 226, 0.05850442616, 0.05999994278
18, 212, 0.05333996891, 0.05800008774
19, 176, 0.04483876659, 0.04699993134
20, 169, 0.05167075485, 0.04500007629
21, 106, 0.04707248578, 0.02899980545
22, 91, 0.03103521675, 0.02500009537
23, 78, 0.02191440456, 0.02200007439
24, 64, 0.01325768369, 0.01799988747
25, 56, 0.01426962905, 0.01600003242
26, 22, 0.009912937787, 0.006999969482
27, 19, 0.005445583693, 0.006000041962
28, 12, 0.006022731824, 0.003999948502
29, 5, 0.001749950609, 0.003000020981
30, 2, 0.0009188675606, 0.0009999275208
31, 0, 0, 0.001000165939
32, 17555, 4.726999998
5.907999992
