K-averages clustering of 12000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_2.matrix', metrics: object normalized
Loading data and computing initial values: 1.025000095 s (all future times given in seconds)
Iteration 1, 9503 moved objects, max delta = 0.9322943613, deltaT = 2.315999985
Iteration 2, 716 moved objects, max delta = 0.727955119, deltaT = 0.1770000458
Iteration 3, 367 moved objects, max delta = 0.1264470166, deltaT = 0.09200000763
Iteration 4, 273 moved objects, max delta = 0.09303822457, deltaT = 0.06999993324
Iteration 5, 219 moved objects, max delta = 0.08046208751, deltaT = 0.0569999218
Iteration 6, 206 moved objects, max delta = 0.08866981631, deltaT = 0.05300021172
Iteration 7, 215 moved objects, max delta = 0.08600064682, deltaT = 0.05599999428
Iteration 8, 163 moved objects, max delta = 0.06023919807, deltaT = 0.04199981689
Iteration 9, 138 moved objects, max delta = 0.04448594055, deltaT = 0.03600001335
Iteration 10, 157 moved objects, max delta = 0.05166660941, deltaT = 0.04100012779
Iteration 11, 166 moved objects, max delta = 0.04685762968, deltaT = 0.04299998283
Iteration 12, 154 moved objects, max delta = 0.04724152269, deltaT = 0.04099988937
Iteration 13, 181 moved objects, max delta = 0.04710096482, deltaT = 0.04700016975
Iteration 14, 164 moved objects, max delta = 0.04535773464, deltaT = 0.04199981689
Iteration 15, 176 moved objects, max delta = 0.04524794708, deltaT = 0.04600000381
Iteration 16, 156 moved objects, max delta = 0.04172376811, deltaT = 0.04100012779
Iteration 17, 160 moved objects, max delta = 0.04613179103, deltaT = 0.04099988937
Iteration 18, 148 moved objects, max delta = 0.04065209329, deltaT = 0.03900003433
Iteration 19, 122 moved objects, max delta = 0.04691032571, deltaT = 0.03200006485
Iteration 20, 128 moved objects, max delta = 0.03826343749, deltaT = 0.03299999237
Iteration 21, 115 moved objects, max delta = 0.03271923143, deltaT = 0.02999997139
Iteration 22, 121 moved objects, max delta = 0.03133581443, deltaT = 0.03200006485
Iteration 23, 107 moved objects, max delta = 0.04340267003, deltaT = 0.02799987793
Iteration 24, 115 moved objects, max delta = 0.04698008006, deltaT = 0.02999997139
Iteration 25, 143 moved objects, max delta = 0.0480432483, deltaT = 0.03800010681
Iteration 26, 152 moved objects, max delta = 0.04663204201, deltaT = 0.03799986839
Iteration 27, 108 moved objects, max delta = 0.05127888574, deltaT = 0.02700018883
Iteration 28, 126 moved objects, max delta = 0.0618326008, deltaT = 0.03099989891
Iteration 29, 134 moved objects, max delta = 0.07010932288, deltaT = 0.03299999237
Iteration 30, 137 moved objects, max delta = 0.07002096519, deltaT = 0.03500008583
Iteration 31, 145 moved objects, max delta = 0.07893059408, deltaT = 0.03499984741
Iteration 32, 113 moved objects, max delta = 0.06113075036, deltaT = 0.02900004387
Iteration 33, 127 moved objects, max delta = 0.06620228956, deltaT = 0.03100013733
Iteration 34, 145 moved objects, max delta = 0.07360743598, deltaT = 0.03600001335
Iteration 35, 130 moved objects, max delta = 0.06552036556, deltaT = 0.03199982643
Iteration 36, 157 moved objects, max delta = 0.05361420419, deltaT = 0.03999996185
Iteration 37, 179 moved objects, max delta = 0.04792127525, deltaT = 0.04400014877
Iteration 38, 223 moved objects, max delta = 0.06377979756, deltaT = 0.05500006676
Iteration 39, 214 moved objects, max delta = 0.08713071616, deltaT = 0.05199980736
Iteration 40, 171 moved objects, max delta = 0.0740453753, deltaT = 0.04200005531
Iteration 41, 171 moved objects, max delta = 0.06089729513, deltaT = 0.04299998283
Iteration 42, 111 moved objects, max delta = 0.03967381776, deltaT = 0.02699995041
Iteration 43, 103 moved objects, max delta = 0.03782194487, deltaT = 0.02600002289
Iteration 44, 96 moved objects, max delta = 0.03799766471, deltaT = 0.02400016785
Iteration 45, 96 moved objects, max delta = 0.03903300957, deltaT = 0.02399992943
Iteration 46, 72 moved objects, max delta = 0.03779722789, deltaT = 0.01799988747
Iteration 47, 69 moved objects, max delta = 0.04244865752, deltaT = 0.01800012589
Iteration 48, 89 moved objects, max delta = 0.04713479837, deltaT = 0.02200007439
Iteration 49, 85 moved objects, max delta = 0.04130528422, deltaT = 0.02199983597
Iteration 50, 70 moved objects, max delta = 0.03012407125, deltaT = 0.01800012589
Iteration 51, 70 moved objects, max delta = 0.02844494527, deltaT = 0.01699995995
Iteration 52, 47 moved objects, max delta = 0.02733905366, deltaT = 0.01300001144
Iteration 53, 41 moved objects, max delta = 0.03116336362, deltaT = 0.009999990463
Iteration 54, 36 moved objects, max delta = 0.01434643417, deltaT = 0.009999990463
Iteration 55, 25 moved objects, max delta = 0.01053317917, deltaT = 0.006999969482
Iteration 56, 19 moved objects, max delta = 0.01014669379, deltaT = 0.006000041962
Iteration 57, 22 moved objects, max delta = 0.008049185463, deltaT = 0.006000041962
Iteration 58, 12 moved objects, max delta = 0.005155287184, deltaT = 0.003999948502
Iteration 59, 17 moved objects, max delta = 0.007955296022, deltaT = 0.004999876022
Iteration 60, 18 moved objects, max delta = 0.009564496566, deltaT = 0.005000114441
Iteration 61, 26 moved objects, max delta = 0.01014934019, deltaT = 0.006999969482
Iteration 62, 25 moved objects, max delta = 0.008283467051, deltaT = 0.006999969482
Iteration 63, 14 moved objects, max delta = 0.005631086046, deltaT = 0.003999948502
Iteration 64, 14 moved objects, max delta = 0.01034042841, deltaT = 0.005000114441
Iteration 65, 4 moved objects, max delta = 0.002151334926, deltaT = 0.0009999275208
Iteration 66, 1 moved object, max delta = 0.0001530408239, deltaT = 0.001000165939
Iteration 67, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 67 iterations, 17727 moved objects, clustering performed in 4.414000034 s
Total time with loading: 5.43900013 s
