14000, 5, /data/simple/testSwap_4.matrix, object normalized
9.248000145
0, 11105, 0.9407166147, 3.190000057
1, 1348, 0.9095149637, 0.4019999504
2, 395, 0.1793303972, 0.118999958
3, 205, 0.08953510246, 0.06200003624
4, 103, 0.04366065043, 0.03199982643
5, 76, 0.02405642615, 0.02400016785
6, 58, 0.02120166795, 0.01799988747
7, 71, 0.0287610322, 0.02200007439
8, 53, 0.02123695546, 0.01699995995
9, 41, 0.0166655429, 0.01399993896
10, 22, 0.0150651675, 0.006999969482
11, 12, 0.002965952365, 0.005000114441
12, 6, 0.001928277243, 0.003000020981
13, 6, 0.002387961942, 0.003000020981
14, 10, 0.003682045092, 0.003999948502
15, 5, 0.004408456526, 0.003000020981
16, 15, 0.006866114762, 0.004999876022
17, 12, 0.003834031207, 0.005000114441
18, 10, 0.005928850017, 0.003999948502
19, 12, 0.001755221866, 0.005000114441
20, 7, 0.001634806509, 0.003000020981
21, 0, 0, 0.0009999275208
22, 13572, 3.947999954
13.1960001
