12000, 5, /data/simple/testSwap_2.matrix, object normalized
6.779999971
0, 9487, 0.9965077112, 2.315000057
1, 1322, 0.8224885153, 0.3389999866
2, 518, 0.3482270316, 0.1319999695
3, 385, 0.09703076171, 0.09899997711
4, 290, 0.08336582029, 0.07500004768
5, 305, 0.09077915597, 0.07899999619
6, 300, 0.1154789157, 0.07699990273
7, 317, 0.1244451957, 0.08200001717
8, 293, 0.125232454, 0.07500004768
9, 305, 0.1306946735, 0.07899999619
10, 265, 0.1267750395, 0.0680000782
11, 236, 0.09923487093, 0.0609998703
12, 229, 0.09425671185, 0.05900001526
13, 157, 0.06376583173, 0.04100012779
14, 139, 0.05034062862, 0.03699994087
15, 102, 0.03541278112, 0.02600002289
16, 49, 0.02951854157, 0.01399993896
17, 40, 0.02196254828, 0.0110001564
18, 32, 0.0261687776, 0.008999824524
19, 35, 0.01500241098, 0.009999990463
20, 33, 0.01440134164, 0.009000062943
21, 33, 0.01275021223, 0.009000062943
22, 27, 0.01389775508, 0.007999897003
23, 16, 0.008705414479, 0.005000114441
24, 6, 0.005388085198, 0.001999855042
25, 5, 0.004454574357, 0.003000020981
26, 8, 0.002515322031, 0.00200009346
27, 0, 0, 0.0009999275208
28, 14934, 3.726999998
10.50699997
