K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 1.57400012 s (all future times given in seconds)
Iteration 1, 12402 moved objects, max delta = 0.01906503326, deltaT = 2.005999804
Iteration 2, 3048 moved objects, max delta = 0.4312967632, deltaT = 1.945000172
Iteration 3, 1239 moved objects, max delta = 0.1757361032, deltaT = 1.937999964
Iteration 4, 794 moved objects, max delta = 0.1101852951, deltaT = 1.940999985
Iteration 5, 602 moved objects, max delta = 0.09476339127, deltaT = 1.937999964
Iteration 6, 482 moved objects, max delta = 0.0776355945, deltaT = 1.973999977
Iteration 7, 436 moved objects, max delta = 0.07054311678, deltaT = 1.983999968
Iteration 8, 360 moved objects, max delta = 0.07011431262, deltaT = 1.940000057
Iteration 9, 306 moved objects, max delta = 0.05985861782, deltaT = 1.950000048
Iteration 10, 256 moved objects, max delta = 0.05613452058, deltaT = 1.940000057
Iteration 11, 211 moved objects, max delta = 0.03270259366, deltaT = 1.946999788
Iteration 12, 202 moved objects, max delta = 0.03075725676, deltaT = 1.979000092
Iteration 13, 163 moved objects, max delta = 0.03316628032, deltaT = 1.93900013
Iteration 14, 152 moved objects, max delta = 0.03370176359, deltaT = 1.968999863
Iteration 15, 139 moved objects, max delta = 0.02300680759, deltaT = 2.044000149
Iteration 16, 148 moved objects, max delta = 0.02088873851, deltaT = 1.949999809
Iteration 17, 132 moved objects, max delta = 0.02480455818, deltaT = 1.972000122
Iteration 18, 120 moved objects, max delta = 0.02184362688, deltaT = 1.931999922
Iteration 19, 117 moved objects, max delta = 0.0197605367, deltaT = 1.944999933
Iteration 20, 110 moved objects, max delta = 0.02037332733, deltaT = 1.991000175
Iteration 21, 108 moved objects, max delta = 0.01994710522, deltaT = 1.960999966
Iteration 22, 108 moved objects, max delta = 0.01640059945, deltaT = 2.004999876
Iteration 23, 89 moved objects, max delta = 0.01443949197, deltaT = 1.962000132
Iteration 24, 89 moved objects, max delta = 0.01239922402, deltaT = 1.937999964
Iteration 25, 70 moved objects, max delta = 0.01438709455, deltaT = 1.937000036
Iteration 26, 67 moved objects, max delta = 0.01358627583, deltaT = 1.937000036
Iteration 27, 66 moved objects, max delta = 0.01311736096, deltaT = 1.958999872
Iteration 28, 58 moved objects, max delta = 0.0107894438, deltaT = 1.936000109
Iteration 29, 53 moved objects, max delta = 0.01017556813, deltaT = 1.970999956
Iteration 30, 56 moved objects, max delta = 0.009883376644, deltaT = 2.020999908
Iteration 31, 46 moved objects, max delta = 0.01013139326, deltaT = 2.016000032
Iteration 32, 39 moved objects, max delta = 0.008169835707, deltaT = 1.964999914
Iteration 33, 33 moved objects, max delta = 0.00505121949, deltaT = 1.982000113
Iteration 34, 25 moved objects, max delta = 0.003816751321, deltaT = 1.934999943
Iteration 35, 22 moved objects, max delta = 0.003697404494, deltaT = 2.015000105
Iteration 36, 20 moved objects, max delta = 0.003767187376, deltaT = 2.01699996
Iteration 37, 24 moved objects, max delta = 0.00457696272, deltaT = 1.948999882
Iteration 38, 18 moved objects, max delta = 0.004029301198, deltaT = 1.962000132
Iteration 39, 17 moved objects, max delta = 0.003419015112, deltaT = 1.946000099
Iteration 40, 16 moved objects, max delta = 0.003429690328, deltaT = 1.972999811
Iteration 41, 21 moved objects, max delta = 0.003115166217, deltaT = 1.960000038
Iteration 42, 23 moved objects, max delta = 0.004021332219, deltaT = 2.009000063
Iteration 43, 27 moved objects, max delta = 0.005420831614, deltaT = 1.96600008
Iteration 44, 22 moved objects, max delta = 0.004512445684, deltaT = 1.930999994
Iteration 45, 26 moved objects, max delta = 0.005361161385, deltaT = 2
Iteration 46, 31 moved objects, max delta = 0.005093913842, deltaT = 1.931999922
Iteration 47, 33 moved objects, max delta = 0.005089258936, deltaT = 1.930999994
Iteration 48, 22 moved objects, max delta = 0.004934634091, deltaT = 1.934999943
Iteration 49, 19 moved objects, max delta = 0.003325421252, deltaT = 1.967999935
