10000, 5, /data/simple/testSwap_0.matrix, object normalized
4.496999979
0, 7850, 0.9632751971, 1.588000059
1, 701, 0.7153321541, 0.1449999809
2, 408, 0.1823847678, 0.08699989319
3, 405, 0.1653029765, 0.08700013161
4, 383, 0.1722543126, 0.08200001717
5, 318, 0.1585372989, 0.0680000782
6, 240, 0.1324538547, 0.0529999733
7, 221, 0.1009016769, 0.04699993134
8, 238, 0.1037013182, 0.05200004578
9, 236, 0.1128276838, 0.04999995232
10, 173, 0.09400647979, 0.03799986839
11, 125, 0.04464496319, 0.02700018883
12, 80, 0.03214606618, 0.01799988747
13, 66, 0.02547666698, 0.0150001049
14, 48, 0.02197125763, 0.01099991798
15, 32, 0.01148832026, 0.006999969482
16, 30, 0.007448288287, 0.006999969482
17, 26, 0.0136863444, 0.006999969482
18, 24, 0.007415904032, 0.005000114441
19, 16, 0.006265528479, 0.004999876022
20, 10, 0.003595256201, 0.00200009346
21, 4, 0.002684555466, 0.00200009346
22, 8, 0.002599894933, 0.001999855042
23, 3, 0.00294947207, 0.00200009346
24, 1, 0.000220578607, 0.0009999275208
25, 0, 0, 0
26, 11646, 2.407999992
6.904999971
