K-averages clustering of 17000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_7.matrix'
Loading data and computing initial values: 1.743999958 s (all future times given in seconds)
Iteration 1, 13193 moved objects, max delta = 0.01695835883, deltaT = 2.217000008
Iteration 2, 2729 moved objects, max delta = 0.3105613904, deltaT = 2.195000172
Iteration 3, 1204 moved objects, max delta = 0.1587260504, deltaT = 2.19299984
Iteration 4, 917 moved objects, max delta = 0.1330148849, deltaT = 2.190999985
Iteration 5, 732 moved objects, max delta = 0.142870263, deltaT = 2.190999985
Iteration 6, 553 moved objects, max delta = 0.1041174062, deltaT = 2.195000172
Iteration 7, 428 moved objects, max delta = 0.0764676448, deltaT = 2.189999819
Iteration 8, 307 moved objects, max delta = 0.05138877349, deltaT = 2.192000151
Iteration 9, 289 moved objects, max delta = 0.03809479964, deltaT = 2.182999849
Iteration 10, 267 moved objects, max delta = 0.03146113615, deltaT = 2.203000069
Iteration 11, 255 moved objects, max delta = 0.0322014644, deltaT = 2.253999949
Iteration 12, 267 moved objects, max delta = 0.03535923301, deltaT = 2.221000195
Iteration 13, 258 moved objects, max delta = 0.03998314947, deltaT = 2.201999903
Iteration 14, 244 moved objects, max delta = 0.03891293435, deltaT = 2.198999882
Iteration 15, 246 moved objects, max delta = 0.02986232885, deltaT = 2.187000036
Iteration 16, 246 moved objects, max delta = 0.04037665215, deltaT = 2.184000015
Iteration 17, 258 moved objects, max delta = 0.03783768301, deltaT = 2.24000001
Iteration 18, 242 moved objects, max delta = 0.03739040614, deltaT = 2.207000017
Iteration 19, 221 moved objects, max delta = 0.03678197431, deltaT = 2.184999943
Iteration 20, 194 moved objects, max delta = 0.03255393641, deltaT = 2.209000111
Iteration 21, 187 moved objects, max delta = 0.03097106485, deltaT = 2.194999933
Iteration 22, 134 moved objects, max delta = 0.02915856189, deltaT = 2.173000097
Iteration 23, 102 moved objects, max delta = 0.02470239285, deltaT = 2.256999969
Iteration 24, 97 moved objects, max delta = 0.0173729451, deltaT = 2.181999922
Iteration 25, 100 moved objects, max delta = 0.01751718953, deltaT = 2.210000038
Iteration 26, 87 moved objects, max delta = 0.01842218277, deltaT = 2.176000118
Iteration 27, 84 moved objects, max delta = 0.01610856339, deltaT = 2.207999945
Iteration 28, 72 moved objects, max delta = 0.01585529559, deltaT = 2.207000017
Iteration 29, 52 moved objects, max delta = 0.01420355483, deltaT = 2.187000036
Iteration 30, 44 moved objects, max delta = 0.008526990335, deltaT = 2.250999928
Iteration 31, 37 moved objects, max delta = 0.007052738742, deltaT = 2.204999924
Iteration 32, 38 moved objects, max delta = 0.006561673933, deltaT = 2.246000051
Iteration 33, 37 moved objects, max delta = 0.00632456505, deltaT = 2.177000046
Iteration 34, 47 moved objects, max delta = 0.005867011844, deltaT = 2.182999849
Iteration 35, 57 moved objects, max delta = 0.007718940982, deltaT = 2.18200016
Iteration 36, 54 moved objects, max delta = 0.007760570301, deltaT = 2.184000015
Iteration 37, 62 moved objects, max delta = 0.007792260105, deltaT = 2.230000019
Iteration 38, 57 moved objects, max delta = 0.008304457941, deltaT = 2.25999999
Iteration 39, 50 moved objects, max delta = 0.008862622249, deltaT = 2.273999929
Iteration 40, 41 moved objects, max delta = 0.008853601657, deltaT = 2.237999916
Iteration 41, 47 moved objects, max delta = 0.01003570667, deltaT = 2.226000071
Iteration 42, 55 moved objects, max delta = 0.0113793713, deltaT = 2.243999958
Iteration 43, 50 moved objects, max delta = 0.01093573806, deltaT = 2.226000071
Iteration 44, 35 moved objects, max delta = 0.009042156803, deltaT = 2.182999849
Iteration 45, 30 moved objects, max delta = 0.005439804066, deltaT = 2.176000118
Iteration 46, 26 moved objects, max delta = 0.004571608146, deltaT = 2.188999891
Iteration 47, 23 moved objects, max delta = 0.003626162834, deltaT = 2.179000139
Iteration 48, 14 moved objects, max delta = 0.003714192554, deltaT = 2.177999973
Iteration 49, 9 moved objects, max delta = 0.001385184248, deltaT = 2.17599988
Iteration 50, 7 moved objects, max delta = 0.00119676163, deltaT = 2.17200017
Iteration 51, 4 moved objects, max delta = 0.0004518248805, deltaT = 2.184999943
Iteration 52, 2 moved objects, max delta = 0.0002809239514, deltaT = 2.176000118
Iteration 53, 4 moved objects, max delta = 0.001404044948, deltaT = 2.182999849
Iteration 54, 3 moved objects, max delta = 0.001175688639, deltaT = 2.184000015
Iteration 55, 1 moved object, max delta = 0.0001017951878, deltaT = 2.220000029
Iteration 56, 2 moved objects, max delta = 0.0004614027268, deltaT = 2.178999901
Iteration 57, 4 moved objects, max delta = 0.0008325246076, deltaT = 2.175000191
Iteration 58, 5 moved objects, max delta = 0.0005442842383, deltaT = 2.172999859
Iteration 59, 4 moved objects, max delta = 0.001537974405, deltaT = 2.174999952
Iteration 60, 4 moved objects, max delta = 0.002149861659, deltaT = 2.175000191
Iteration 61, 2 moved objects, max delta = 0.0002154153451, deltaT = 2.173999786
Iteration 62, 1 moved object, max delta = 0.0004000766093, deltaT = 2.187000036
Iteration 63, 0 moved object, max delta = 0, deltaT = 2.215000153
Total 63 iterations, 24821 moved objects, clustering performed in 138.6130002 s
Total time with loading: 140.3570001 s
